ratio,variable,q025,q50,q975,light_area
fast:slow,density,0.11327848931597166,0.11400346878091903,0.11475720053140152,59.99707899123938
fast:slow,density,0.11503712826886352,0.11586636029074704,0.11670819544218959,63.72048593116707
fast:slow,density,0.1168224136729707,0.11775906180967202,0.11870153163758389,67.6749667745814
fast:slow,density,0.11863052788061572,0.11968120812520244,0.1207340780580376,71.87486192255429
fast:slow,density,0.12046691929990701,0.1216370639381246,0.12279568458161667,76.33540173863202
fast:slow,density,0.12233896910581132,0.12362164328652883,0.12490923707309388,81.07276177973158
fast:slow,density,0.12422803972003917,0.12563459179320458,0.12705218986849284,86.10412145465567
fast:slow,density,0.12615348829928058,0.12769045919864383,0.12923134009068357,91.44772632294361
fast:slow,density,0.12810077134349787,0.12976991141828104,0.1314512550808604,97.1229542599766
fast:slow,density,0.1300755977396534,0.13188657289328776,0.13371383865709308,103.15038572827659
fast:slow,density,0.13208735380555875,0.13403874455517617,0.13601499953672097,109.55187840982805
fast:slow,density,0.13412438126993712,0.136226280631616,0.13835550862006232,116.35064647006696
fast:slow,density,0.13619461174508815,0.13845199144540843,0.14071638222840985,123.57134474097744
fast:slow,density,0.13830153051591143,0.14070630077620344,0.14314243141551072,131.2401581285748
fast:slow,density,0.14042526565735922,0.1430014608463807,0.14562261549729502,139.3848965689995
fast:slow,density,0.14258112343169072,0.14533329302429493,0.14812946825780657,148.03509587756747
fast:slow,density,0.14477222137822163,0.14771526898456866,0.15068447315455538,157.22212485649294
fast:slow,density,0.1469980659642477,0.1501203095630031,0.15327568302028377,166.9792990496953
fast:slow,density,0.14925437526679225,0.15257833843438315,0.155902458365945,177.34200155720706
fast:slow,density,0.15155093251612278,0.1550693342238555,0.15858173131650016,188.34781134730017
fast:slow,density,0.15389118349731687,0.1576027652107543,0.1613084915264121,200.0366395316378
fast:slow,density,0.15627175767826165,0.16017073799678175,0.1640931499247625,212.45087409763514
fast:slow,density,0.15868927824326937,0.16278792090594474,0.16691005067746506,225.6355336228819
fast:slow,density,0.16113754769200048,0.16544418822054857,0.16980147411912383,239.63843052905298
fast:slow,density,0.16361148269315062,0.16815441882284382,0.17272893060223599,254.51034446732228
fast:slow,density,0.16612821588711413,0.1708993704139804,0.17568788156457815,270.30520646404364
fast:slow,density,0.16867386677163937,0.1736857382048512,0.1786971724432184,287.0802944944754
fast:slow,density,0.1712625904372293,0.17651674922246663,0.18176728341669704,304.89644119377215
fast:slow,density,0.1738914902884338,0.17940095874924342,0.18490142829934128,323.8182544584798
fast:slow,density,0.1765610207790053,0.18232786657238037,0.18810467382501309,343.9143517385163
fast:slow,density,0.17929154271186262,0.18530555413505465,0.19134152586900777,365.25760886926605
fast:slow,density,0.18207010259854065,0.18833437317967297,0.19461141627688336,387.92542434614626
fast:slow,density,0.1848917231483874,0.19140835784475507,0.19795660726407982,412.0000000000001
pioneer:breeder,density,0.2618751736664901,0.2864567703561118,0.31319916353831373,1
pioneer:breeder,density,0.2703211872464925,0.2951980045710677,0.32227212835875035,1.0620598036192959
pioneer:breeder,density,0.27901682897011204,0.30420764767982994,0.331511143535198,1.1279710264638572
pioneer:breeder,density,0.28807491113110906,0.3135022064369322,0.3410047854141712,1.1979726868544596
pioneer:breeder,density,0.29741147440895466,0.32307779363600475,0.35076985558757384,1.2723186365419277
pioneer:breeder,density,0.3070247021608343,0.33292689793104413,0.3608432289387204,1.3512784812668899
pioneer:breeder,density,0.31694926207602386,0.34307551267405567,0.3712173066026072,1.4351385584492933
pioneer:breeder,density,0.3271656259785009,0.35352407574186895,0.3819032552859424,1.5242029755531357
pioneer:breeder,density,0.33767035103611076,0.3643453298279133,0.3929002580690036,1.6187947128919096
pioneer:breeder,density,0.3485737305448525,0.3754729629160277,0.40425052624761626,1.719256794873936
pioneer:breeder,density,0.35986063406241325,0.38694221044613797,0.4159180452054115,1.8259535339349524
pioneer:breeder,density,0.371514913564938,0.3987333202863511,0.4279250588121131,1.9392718516689147
pioneer:breeder,density,0.3835466232073699,0.41089725921683695,0.44013545331416054,2.0596226819479155
pioneer:breeder,density,0.39596798627045116,0.42342335883632193,0.4527381770628028,2.1874424611194505
pioneer:breeder,density,0.4087830742885326,0.43636397641860847,0.46568056518159795,2.323194710685033
pioneer:breeder,density,0.4219926833255626,0.44966304486162456,0.47901415172873485,2.4673717181995327
pioneer:breeder,density,0.4355494634885102,0.46338297980035886,0.4928357922979781,2.6204963224868
pioneer:breeder,density,0.4496817757155658,0.47750332112774396,0.5069972308961366,2.7831238096454176
pioneer:breeder,density,0.4642491484962319,0.4920701600062266,0.5215233357116786,2.9558439267201986
pioneer:breeder,density,0.4791620067281024,0.5070087889821551,0.5365589151988992,3.139283020341743
pioneer:breeder,density,0.4945980805058616,0.5224686038452317,0.5520785308939241,3.3341063080895412
pioneer:breeder,density,0.510605866615662,0.5383762019724342,0.5679286408964868,3.5410202908154336
pioneer:breeder,density,0.5271015810408934,0.554776044304425,0.5843002273496035,3.760775314675381
pioneer:breeder,density,0.5441106564725582,0.5716718194130324,0.6009948223527976,3.99416829216043
pioneer:breeder,density,0.5617122927419915,0.5891309814391323,0.6183257356574561,4.242045591994325
pioneer:breeder,density,0.5798833314749253,0.6071518830435352,0.6358819433901551,4.505306108377592
pioneer:breeder,density,0.5985530202491682,0.6256875390665326,0.6542103764352286,4.784904520708319
pioneer:breeder,density,0.6180172342457408,0.644808818154321,0.6728481255357643,5.081854755600558
pioneer:breeder,density,0.6378216995255043,0.6644039542868707,0.6921514212446485,5.397233663754914
pioneer:breeder,density,0.6582288670494407,0.6847100150240526,0.7120502185293285,5.732184925014995
pioneer:breeder,density,0.679466328591297,0.7056067648625548,0.7325393379655826,6.087923195770914
pioneer:breeder,density,0.7012714173158117,0.7271381916928862,0.7535851554032258,6.4657385137498125
pioneer:breeder,density,0.7238386251626787,0.7492689275194048,0.7752500700561054,6.867000976166844
pioneer:breeder,density,0.7472691716349469,0.772144708810391,0.7975889632076966,7.293165708201271
pioneer:breeder,density,0.7713746430468175,0.7957753385212607,0.8204763658399878,7.745778139815223
pioneer:breeder,density,0.7962908719623267,0.8201202161079642,0.8440773457657531,8.22647961005079
pioneer:breeder,density,0.8219475011094561,0.8450911510243726,0.8683298273024685,8.737013319128684
pioneer:breeder,density,0.8486280199582027,0.870898580334454,0.8933036149274266,9.279230649932982
pioneer:breeder,density,0.8759819580458326,0.8974799399957706,0.9190349598368728,9.855097881805975
pioneer:breeder,density,0.9041483548712244,0.924858778320948,0.9454582834367916,10.466703320999791
pioneer:breeder,density,0.9330733961233028,0.9530282728422221,0.9726428844298542,11.11626487364247
pioneer:breeder,density,0.9628098489588278,0.9821313534577578,1.000795243578372,11.806138088680799
pioneer:breeder,density,0.9937558728014555,1.012107962008324,1.0298919096087866,12.538824699966618
pioneer:breeder,density,1.0255243693443605,1.0429686989297573,1.059721447563543,13.316981698463321
pioneer:breeder,density,1.0580192546792364,1.0748423920085108,1.090365688936967,14.143430967471712
pioneer:breeder,density,1.0916988157642333,1.1075229317700224,1.1222712331294908,15.021169515816068
pioneer:breeder,density,1.1263206170713427,1.1412222462920378,1.1552919732393734,15.953380346099765
pioneer:breeder,density,1.1618555902841905,1.1760418472744885,1.1894004607957036,16.94344399744265
pioneer:breeder,density,1.198507046021071,1.211863360193818,1.2246608972512771,17.994950804558478
pioneer:breeder,density,1.2361490687360832,1.2486568552665132,1.2614139345677955,19.11171391762827
pioneer:breeder,density,1.2745399039812937,1.2867725299197943,1.2993689304537694,20.297783130184442
pioneer:breeder,density,1.3133296030790054,1.3260921580366616,1.3391380845175807,21.557459565150744
pioneer:breeder,density,1.3527818778730003,1.3664432568060636,1.380142093412386,22.89531127229491
pioneer:breeder,density,1.3931440414207548,1.4081096363237,1.4231715421649307,24.316189793656182
pioneer:breeder,density,1.4346098794404185,1.451160525604946,1.467644982718468,25.825247757020012
pioneer:breeder,density,1.4769696248613826,1.495371361280613,1.513756907336234,27.427957561240333
pioneer:breeder,density,1.520605271522112,1.5411807992419715,1.5619209389267976,29.13013122116929
pioneer:breeder,density,1.5651900453456198,1.5881305641895591,1.6116727786201603,30.937941444159375
pioneer:breeder,density,1.6106215805816844,1.636590416517043,1.6626962178665523,32.85794401456916
pioneer:breeder,density,1.6569995776902184,1.6865275756629603,1.7157917967045202,34.897101567447145
pioneer:breeder,density,1.7050444824024402,1.7379874923913479,1.7703901890565539,37.06280883760554
pioneer:breeder,density,1.7542864840698735,1.7909309019880606,1.8276886393307985,39.36291947564684
pioneer:breeder,density,1.8054077849179364,1.8455545624305505,1.886114493472343,41.805774528187634
pioneer:breeder,density,1.8574656983630091,1.901825382916304,1.9468889432975098,44.40023268555952
pioneer:breeder,density,1.9111637399875678,1.9598657950107012,2.0093117059635657,47.15570240667638
pioneer:breeder,density,1.9664604154773306,2.0197235758971486,2.0739655710581513,50.08217603756468
pioneer:breeder,density,2.023098206919312,2.0815113408270074,2.1409429249627028,53.19026604728295
pioneer:breeder,density,2.081367388917889,2.1449796564758,2.2101365754739444,56.4912435126354
pioneer:breeder,density,2.1411798109339575,2.21070390811982,2.281471496308836,59.99707899123938
pioneer:breeder,density,2.20271872739181,2.278036789371557,2.3553826560889717,63.72048593116707
pioneer:breeder,density,2.265690491728188,2.3474955204179917,2.4312831278271876,67.6749667745814
pioneer:breeder,density,2.3305730007521053,2.41907487415249,2.5093017873565873,71.87486192255429
pioneer:breeder,density,2.397436432587711,2.492949331970765,2.59050542640666,76.33540173863202
pioneer:breeder,density,2.4666989888723054,2.5688278919079792,2.6738709084533214,81.07276177973158
pioneer:breeder,density,2.5372764191976356,2.6469693019706027,2.7606615986524146,86.10412145465567
pioneer:breeder,density,2.6098574651445254,2.727499330742514,2.8493144549100653,91.44772632294361
pioneer:breeder,density,2.685189769605054,2.810646577722083,2.9407922403012705,97.1229542599766
pioneer:breeder,density,2.762873439038944,2.896717088278781,3.0363590482334413,103.15038572827659
pioneer:breeder,density,2.8424405462240006,2.9849355935513993,3.1339294093260857,109.55187840982805
pioneer:breeder,density,2.924445755088602,3.075834254210079,3.234876023631437,116.35064647006696
pioneer:breeder,density,3.0094780428341488,3.1696974458689615,3.339904731615611,123.57134474097744
pioneer:breeder,density,3.09589430230158,3.266739039431499,3.4483275299376253,131.2401581285748
pioneer:breeder,density,3.1846060338561135,3.366397325117716,3.559051733703535,139.3848965689995
pioneer:breeder,density,3.275872562391298,3.4692478355656124,3.673229662628556,148.03509587756747
pioneer:breeder,density,3.3697546698089065,3.575248507387216,3.791070534235726,157.22212485649294
pioneer:breeder,density,3.4663273152477214,3.684199954104894,3.9126918594342603,166.9792990496953
pioneer:breeder,density,3.5660385152208978,3.796772867079284,4.0390265078275,177.34200155720706
pioneer:breeder,density,3.668840107361811,3.912646880629673,4.170069701957998,188.34781134730017
pioneer:breeder,density,3.773990743044413,4.031831905360119,4.305277461158023,200.0366395316378
pioneer:breeder,density,3.882155044047898,4.154603773145671,4.444939149841733,212.45087409763514
pioneer:breeder,density,3.99341938339911,4.281417283521169,4.58913141485668,225.6355336228819
pioneer:breeder,density,4.107875372255087,4.412345587599644,4.736726141931287,239.63843052905298
pioneer:breeder,density,4.225301154781239,4.547165051536867,4.889128970628721,254.51034446732228
pioneer:breeder,density,4.3467416764557125,4.6864375745329205,5.04770158467785,270.30520646404364
pioneer:breeder,density,4.4713119746434336,4.829233534629875,5.211398056402565,287.0802944944754
pioneer:breeder,density,4.599466871826153,4.97633471372801,5.380160498173847,304.89644119377215
pioneer:breeder,density,4.731487277658369,5.128230889881388,5.553357107143432,323.8182544584798
pioneer:breeder,density,4.867849525030127,5.284446236044171,5.732129220733032,343.9143517385163
pioneer:breeder,density,5.00753293369266,5.445522150336476,5.916656324547238,365.25760886926605
pioneer:breeder,density,5.150648064210315,5.6117928704913185,6.107651246001184,387.92542434614626
pioneer:breeder,density,5.2978609227903695,5.783385252627753,6.305088849043867,412.0000000000001
fast:slow,total production,0.030545493749128495,0.03618105310283007,0.04268741402094063,1
fast:slow,total production,0.03171975910601932,0.03747935003136678,0.04410725093039453,1.0620598036192959
fast:slow,total production,0.03293622954667195,0.03882151250328971,0.045577565338038924,1.1279710264638572
fast:slow,total production,0.034205329081341156,0.040211022602596444,0.04709182287522336,1.1979726868544596
fast:slow,total production,0.03551736018365804,0.04164245748538743,0.04865179136595149,1.2723186365419277
fast:slow,total production,0.036862794630217306,0.04312448008794566,0.0502552224029251,1.3512784812668899
fast:slow,total production,0.038272543958605805,0.04466475065581007,0.051927806936424153,1.4351385584492933
fast:slow,total production,0.03972193473944971,0.04625797510004065,0.05362710948710239,1.5242029755531357
fast:slow,total production,0.04122943555582168,0.047915925800361525,0.055389676785584964,1.6187947128919096
fast:slow,total production,0.04280748726914579,0.04963046722583444,0.057214439646316624,1.719256794873936
fast:slow,total production,0.04443297926511945,0.05138856285741107,0.059148786222469,1.8259535339349524
fast:slow,total production,0.046114945748328286,0.05321167848190171,0.06111232372117789,1.9392718516689147
fast:slow,total production,0.04786306886601771,0.05511834032042398,0.0631158524868996,2.0596226819479155
fast:slow,total production,0.04968463738990443,0.05709225080753866,0.06523132686368724,2.1874424611194505
fast:slow,total production,0.05158412205550297,0.05912025961489832,0.06739705684529777,2.323194710685033
fast:slow,total production,0.05357201778194155,0.06122214196411839,0.06966220124450818,2.4673717181995327
fast:slow,total production,0.05563652139851505,0.06340715515910679,0.07197983378586548,2.6204963224868
fast:slow,total production,0.057780723077016705,0.065675345821796,0.07432535073637851,2.7831238096454176
fast:slow,total production,0.05994260860567545,0.06801033248468166,0.07676478621179639,2.9558439267201986
fast:slow,total production,0.062258317794897954,0.07043651873382165,0.07934532156121221,3.139283020341743
fast:slow,total production,0.06467864019872424,0.07295335776194331,0.08198031928477492,3.3341063080895412
fast:slow,total production,0.06718154553297045,0.07555142225488926,0.08468300402758323,3.5410202908154336
fast:slow,total production,0.06973912846531628,0.07824077272354309,0.08747589743704086,3.760775314675381
fast:slow,total production,0.07242972803271752,0.08102229900338723,0.09039989370205251,3.99416829216043
fast:slow,total production,0.07514742039577654,0.08390270795783593,0.09341023332552391,4.242045591994325
fast:slow,total production,0.0780055794888858,0.08689898755479777,0.0965626738985107,4.505306108377592
fast:slow,total production,0.08097477945083782,0.08998326616130235,0.09978051826524559,4.784904520708319
fast:slow,total production,0.0840583753340392,0.09320216522601492,0.10308995890908362,5.081854755600558
fast:slow,total production,0.08725687094546569,0.09652090148445373,0.10651520112264677,5.397233663754914
fast:slow,total production,0.09062196470699282,0.0999507874142349,0.11002751627737918,5.732184925014995
fast:slow,total production,0.09403295091208444,0.10352342604498524,0.11373037406535952,6.087923195770914
fast:slow,total production,0.09759567345836957,0.10720257432600705,0.1175929157612877,6.4657385137498125
fast:slow,total production,0.10129335687328755,0.11101485054596516,0.12150454791252527,6.867000976166844
fast:slow,total production,0.10511003719874216,0.1149692641285845,0.12553930360348825,7.293165708201271
fast:slow,total production,0.10909894604520398,0.11906966160616139,0.12976069994883402,7.745778139815223
fast:slow,total production,0.11327290789953946,0.12333566328468493,0.1340545125889859,8.22647961005079
fast:slow,total production,0.11760614041796676,0.12772168517953986,0.138578264396581,8.737013319128684
fast:slow,total production,0.12210364826762946,0.13226481662163886,0.14314156909942752,9.279230649932982
fast:slow,total production,0.12675027449770837,0.1369756832682095,0.14803826670253115,9.855097881805975
fast:slow,total production,0.13158544321121965,0.1418660404804351,0.1530351370375125,10.466703320999791
fast:slow,total production,0.1365801575567443,0.14691619748630858,0.1581696703879109,11.11626487364247
fast:slow,total production,0.14172910213905715,0.1521766254574785,0.1634275242844463,11.806138088680799
fast:slow,total production,0.14709041573885853,0.15762048464605602,0.16897130310186848,12.538824699966618
fast:slow,total production,0.15262133511712314,0.16326610128044838,0.17467335997673386,13.316981698463321
fast:slow,total production,0.15829592637241754,0.16911425808300629,0.18054261019807166,14.143430967471712
fast:slow,total production,0.1641464642190229,0.17511953820097856,0.18668570283367322,15.021169515816068
fast:slow,total production,0.17029670781430248,0.1813537319185607,0.19292721296782672,15.953380346099765
fast:slow,total production,0.1768439058933904,0.1878775843344028,0.19944893253815815,16.94344399744265
fast:slow,total production,0.18355179498303476,0.19452909473574737,0.20618302850490058,17.994950804558478
fast:slow,total production,0.19049590096824648,0.20147489782883174,0.2132388116108805,19.11171391762827
fast:slow,total production,0.1976019740404796,0.20866820084672774,0.22042096653657825,20.297783130184442
fast:slow,total production,0.20504930646980032,0.21611939571326558,0.22773681653484565,21.557459565150744
fast:slow,total production,0.2127305110708185,0.2238249166250897,0.235570497063723,22.89531127229491
fast:slow,total production,0.2205479484305485,0.23178142958631234,0.24370186613033892,24.316189793656182
fast:slow,total production,0.2287595630931812,0.24007146978357208,0.25203664841908796,25.825247757020012
fast:slow,total production,0.23719777279871418,0.24862193561197748,0.2607001226782119,27.427957561240333
fast:slow,total production,0.24609752711805477,0.25752839939671013,0.26965620642223703,29.13013122116929
fast:slow,total production,0.2550517952865307,0.26671631854896416,0.27884594865885054,30.937941444159375
fast:slow,total production,0.2643324842733842,0.2762149918036998,0.28862618338920887,32.85794401456916
fast:slow,total production,0.27400482120143405,0.2861230949367495,0.29859191089753734,34.897101567447145
fast:slow,total production,0.2839270268521284,0.29632193002277507,0.309009341188549,37.06280883760554
fast:slow,total production,0.29426687598868423,0.30685311429694184,0.319793606668333,39.36291947564684
fast:slow,total production,0.30482977423644453,0.3177897396291458,0.3312553466495799,41.805774528187634
fast:slow,total production,0.3157221936437271,0.32916484795991663,0.34315446512490094,44.40023268555952
fast:slow,total production,0.32704148925931714,0.34098715848946937,0.3554843235875504,47.15570240667638
fast:slow,total production,0.3385319880688961,0.3530767153781944,0.3681123429055028,50.08217603756468
fast:slow,total production,0.35059934030658335,0.36573683907929144,0.3811026934819179,53.19026604728295
fast:slow,total production,0.363109372501089,0.3787673752620435,0.39477618554248023,56.4912435126354
fast:slow,total production,0.37598821183372716,0.3922711223987595,0.40931115527217704,59.99707899123938
fast:slow,total production,0.3892482488369957,0.4062922055910433,0.4241569987295445,63.72048593116707
fast:slow,total production,0.4028834647829403,0.42087196485401274,0.43980596519838083,67.6749667745814
fast:slow,total production,0.4167371421439261,0.43586549164029953,0.45617440883116195,71.87486192255429
fast:slow,total production,0.43081307770855154,0.45138348750886803,0.47288402071765734,76.33540173863202
fast:slow,total production,0.44555476358059,0.4674431775659672,0.4902257748612253,81.07276177973158
fast:slow,total production,0.4607866288596073,0.4841333068353675,0.5081229142220878,86.10412145465567
fast:slow,total production,0.4765059512756005,0.5014530354611935,0.5271614628778831,91.44772632294361
fast:slow,total production,0.49272548298742264,0.5193605444674279,0.546703370642498,97.1229542599766
fast:slow,total production,0.5096162442336228,0.538061216468559,0.5672228191079483,103.15038572827659
fast:slow,total production,0.5268258551830012,0.55723225532741,0.5886087107603961,109.55187840982805
fast:slow,total production,0.5444541536057537,0.5771189074595923,0.6107927300494991,116.35064647006696
fast:slow,total production,0.5628951855229377,0.5976977033688715,0.6341134368382908,123.57134474097744
fast:slow,total production,0.5816892128649557,0.619104928104572,0.6581814533135814,131.2401581285748
fast:slow,total production,0.6011877478522201,0.6410863065599788,0.6828433976091846,139.3848965689995
fast:slow,total production,0.6212225984240057,0.6638903395693337,0.709006430354936,148.03509587756747
fast:slow,total production,0.6420149184954205,0.6874016533216213,0.7359718614954067,157.22212485649294
fast:slow,total production,0.6637061369113261,0.7117927914270066,0.763989805400715,166.9792990496953
fast:slow,total production,0.6860434222109874,0.7371293619836813,0.7928856919714802,177.34200155720706
fast:slow,total production,0.7087490699725895,0.76343036290561,0.8228580989927219,188.34781134730017
fast:slow,total production,0.7323667683096657,0.7906360485494699,0.8538698101102579,200.0366395316378
fast:slow,total production,0.7568859118310258,0.8186966128836066,0.886343488966916,212.45087409763514
fast:slow,total production,0.7823543533424787,0.8478853158371562,0.9199470292032851,225.6355336228819
fast:slow,total production,0.808385002947185,0.8782214734452228,0.9542611929704765,239.63843052905298
fast:slow,total production,0.8353395599556769,0.9094622923525704,0.9904624086525534,254.51034446732228
fast:slow,total production,0.8627456128095118,0.9419709592926149,1.0277211152910413,270.30520646404364
fast:slow,total production,0.8914567748057803,0.9756048467726286,1.0665396591903045,287.0802944944754
fast:slow,total production,0.9208818152977071,1.010557641585698,1.1071223197565303,304.89644119377215
fast:slow,total production,0.9513003562159449,1.0465807091577055,1.1495303021535654,323.8182544584798
fast:slow,total production,0.9829558030948061,1.083961094088505,1.1933005940735075,343.9143517385163
fast:slow,total production,1.0157318726626825,1.1230431939917027,1.238795754523346,365.25760886926605
fast:slow,total production,1.0499605999965227,1.1627197739997823,1.2859917688018976,387.92542434614626
fast:slow,total production,1.0847260315100158,1.2041392675957803,1.3349625075431348,412.0000000000001
pioneer:breeder,total production,0.10234412300781397,0.12564854152883126,0.15159759397627967,1
pioneer:breeder,total production,0.11049999614243289,0.1352532287329959,0.16259668774790736,1.0620598036192959
pioneer:breeder,total production,0.11930570725377501,0.14553652501758443,0.1743938158549451,1.1279710264638572
pioneer:breeder,total production,0.12873687556158062,0.15662046206858332,0.18704687933232172,1.1979726868544596
pioneer:breeder,total production,0.13908097197187094,0.16857727908188347,0.20059986013281214,1.2723186365419277
pioneer:breeder,total production,0.15018690276238839,0.18143573495585752,0.21517631811234322,1.3512784812668899
pioneer:breeder,total production,0.16215232280767358,0.19529140076746881,0.23078960317412778,1.4351385584492933
pioneer:breeder,total production,0.17510181406929692,0.21018610862628317,0.24753435816029665,1.5242029755531357
pioneer:breeder,total production,0.18915765856773847,0.22621434415854752,0.26547316996235726,1.6187947128919096
pioneer:breeder,total production,0.20430925726493543,0.24342327980243744,0.2847602876814627,1.719256794873936
pioneer:breeder,total production,0.2205639145896521,0.26197943581612626,0.30542141795203664,1.8259535339349524
pioneer:breeder,total production,0.23811729150267716,0.2819480608523137,0.32758250501448016,1.9392718516689147
