"year","dens_model","fg","dbh","variable","q025","q05","q25","q50","q75","q95","q975","prod_model"
1995,1,"fg1",35.395866085391,"density",16.5214355922604,16.5920818601929,16.8067265982311,16.9510080925494,17.1041690393009,17.2850791688475,17.3380178061661,NA
1995,1,"fg1",37.4917445144825,"density",15.0368780638532,15.1030359324644,15.3041240907221,15.4393615901156,15.5829827854415,15.7527061770825,15.8023881001396,NA
1995,1,"fg1",39.7117251870093,"density",13.6857176027192,13.7476234929006,13.9358615025528,14.0625197633595,14.1970856306093,14.3561825478201,14.4027692472804,NA
1995,1,"fg1",42.0631565095448,"density",12.4559676221371,12.5138516883419,12.6899281962874,12.808461084394,12.9344454253752,13.0834648364214,13.1271147548001,NA
1995,1,"fg1",44.5538220063341,"density",11.3367186074994,11.3908039566758,11.5553873434686,11.6662360737012,11.7841001184997,11.9235772849565,11.964445088797,NA
1995,1,"fg1",47.191966083707,"density",10.3180413344374,10.3685434357754,10.5222799209108,10.625871697667,10.7360625860616,10.8665171686447,10.9047531736175,NA
1995,1,"fg1",49.9863213200684,"density",9.39089878342151,9.43802504094167,9.58153729018724,9.67828429169288,9.78123392475962,9.90316853361029,9.9389182611465,NA
1995,1,"fg1",52.9461373717968,"density",8.54706596940349,8.5910154329004,8.72490159293375,8.81520024859685,8.91132445661037,9.0252235820396,9.05862742870207,NA
1995,1,"fg1",56.081211590734,"density",7.77905697528129,7.8200201682206,7.94485326319598,8.02908377981446,8.11878175921807,8.22511102677455,8.25630402986863,NA
1995,1,"fg1",59.4019214546141,"density",7.08005854187832,7.11821738757286,7.23454502052343,7.31307111866718,7.39672509678601,7.49593079748174,7.5250424824455,NA
1995,1,"fg1",62.9192589177791,"density",6.44386962529116,6.4793974550932,6.58774176439934,6.66091059121089,6.7388856826094,6.83139453531125,6.85854883223265,NA
1995,1,"fg1",66.6448667958873,"density",5.86484638539927,5.89790801477396,5.99876584239869,6.06690803140895,6.13955225441744,6.22577136287853,6.25108658108675,NA
1995,1,"fg1",70.5910773050526,"density",5.33785211751191,5.36860397773445,5.46244721163724,5.52587706403732,5.59352149005845,5.67383846189654,5.69742731299107,NA
1995,1,"fg1",74.7709528829822,"density",4.85821168297944,4.88680199785238,4.97407805602764,5.03309382122993,5.09605283304408,5.1708360322459,5.19280569317846,NA
1995,1,"fg1",79.1983294272374,"density",4.42167003450811,4.44823903295105,4.529371460972,4.58425569728393,4.64282733575511,4.71242624405552,4.73287845298581,NA
1995,1,"fg1",83.8878620937411,"density",4.02435446824267,4.0490346248867,4.12442378273641,4.17544378160335,4.22991016299159,4.29465582880185,4.31368700742352,NA
1995,1,"fg1",88.8550738071293,"density",3.66274026774286,3.68565656478565,3.75568038218514,3.80308864177451,3.85371643032894,3.91392198681691,3.93162338370988,NA
1995,1,"fg1",94.116406643524,"density",3.33361943507014,3.35488963963307,3.4199044220844,3.46393915801708,3.51098008069373,3.56694131719579,3.58339916751815,NA
1995,1,"fg1",99.6892762558085,"density",3.03407223158789,3.0538071836794,3.11414845407788,3.15503413689715,3.19872552895029,3.25072150215899,3.26601719965711,NA
1995,1,"fg1",105.592129521561,"density",2.76144127600428,2.779745182948,2.83572854592377,2.87367645645512,2.9142418283207,2.96253550167922,2.97674577957906,NA
1995,1,"fg1",111.844505604468,"density",2.513307969873,2.53027870371728,2.58220072188179,2.61740951700324,2.65505913435504,2.69989803583014,2.71309515368523,NA
1995,1,"fg1",118.467100631337,"density",2.28747104141474,2.30320043641393,2.35133950944333,2.38399579197942,2.41892726211549,2.46054415204399,2.47279608606404,NA
1995,1,"fg1",125.481836198796,"density",2.08192701731474,2.09650116507094,2.14111840408753,2.17139729157969,2.20379615041116,2.24240969244472,2.25378032722085,NA
1995,1,"fg1",132.911931936456,"density",1.89485244925521,1.90835198954174,1.94969208058248,1.97775776859276,2.00779806347697,2.04361349280929,2.05416281269401,NA
1995,1,"fg1",140.781982366709,"density",1.72458773750842,1.73708814317056,1.77538019468197,1.80138651107164,1.82923137557429,1.86244115964335,1.87222543834094,NA
1995,1,"fg1",149.118038315596,"density",1.56962240808432,1.5811942627358,1.61665263302875,1.64074358033232,1.66654579773373,1.69733028546676,1.70640227264852,NA
1995,1,"fg1",157.947693144217,"density",1.42858171282132,1.43929098033293,1.47211608178776,1.49442636538914,1.51832891838084,1.54685697480741,1.55526607879044,NA
1995,1,"fg1",167.300174086119,"density",1.30021443354539,1.31012271856056,1.34050179610824,1.3611573364303,1.38329394099248,1.40972356470523,1.417516030427,NA
1995,1,"fg1",177.206438993,"density",1.18338178210407,1.19254658101972,1.2206544630551,1.23977289040643,1.26026851232415,1.28474743382962,1.29196651551763,NA
1995,1,"fg1",187.69927880897,"density",1.07704729780399,1.08552223982834,1.11152206024797,1.12921319134034,1.14818454421638,1.17085080370131,1.17753693178063,NA
1995,1,"fg1",198.813426112576,"density",0.980267652628831,0.988102730674376,1.01214662118688,1.02851291665125,1.04606894061503,1.06705144406604,1.07324238596995,NA
1995,1,"fg1",210.585670085866,"density",0.892184282667707,0.899426073961025,0.921655826202378,0.936792828697717,0.953035149298488,0.972454202263919,0.978185216917797,NA
1995,1,"fg1",223.054978291067,"density",0.812015771513671,0.818707647907063,0.839255345215397,0.853252097948195,0.868275464965422,0.886243283545234,0.89154726938204,NA
1995,1,"fg1",236.262625657963,"density",0.739050918062997,0.745233246118434,0.76422186509127,0.777161310751174,0.791054016859573,0.807675215758785,0.812582852199675,NA
1995,1,"fg1",250.252331108946,"density",0.672642427217395,0.678352758203716,0.695896740382018,0.707856100654053,0.720700380051157,0.736072437741314,0.740612320137181,NA
1995,1,"fg1",265.070402273974,"density",0.612201167517316,0.617474417518769,0.633680211722919,0.644731347664324,0.65660375490906,0.670817456115008,0.67501622419695,NA
1995,1,"fg1",280.76588877447,"density",0.557190944763935,0.562059565143911,0.577026141132332,0.587235894805434,0.598207664230843,0.611347520102042,0.615229980031574,NA
1995,1,"fg1",297.39074458355,"density",0.507123745264904,0.511617883764664,0.52543721800115,0.53486773583637,0.545005121991862,0.557149768432448,0.56073900857713,NA
1995,1,"fg1",315,"density",0.461555406505147,0.465703059284864,0.478460593689938,0.487169632117806,0.4965342317693,0.507756806492848,0.511074307080981,NA
1995,2,"fg1",1,"density",1272.3059041144,1285.46191949918,1331.44670370246,1362.65813341337,1395.95702573418,1450.56708383697,1469.53093203475,NA
1995,2,"fg1",1.05921252001675,"density",1221.02462350475,1233.42495164803,1276.81269379027,1306.25056186803,1337.624863214,1388.8181418323,1406.35463441963,NA
1995,2,"fg1",1.12193116256024,"density",1171.94674768763,1183.39136367287,1224.40186793242,1252.15384232199,1281.68804999348,1329.76232991651,1346.07070174125,NA
1995,2,"fg1",1.18836353398076,"density",1124.77608564605,1135.55876622063,1174.26315033584,1200.10522759874,1227.99089462187,1273.08503259045,1288.61841030194,NA
1995,2,"fg1",1.25872953352377,"density",1079.47118480967,1089.7266580539,1126.05309679456,1150.38993662964,1176.58075972716,1219.01892234837,1233.26817150515,NA
1995,2,"fg1",1.33326208122323,"density",1036.01685690906,1045.46780595413,1079.73009228792,1102.71852813376,1127.23505059723,1167.19720529461,1180.60979814706,NA
1995,2,"fg1",1.41220788889523,"density",994.222616069819,1003.14059230427,1035.40585999072,1057.06030797492,1080.01797456652,1117.53359286594,1130.01323203821,NA
1995,2,"fg1",1.49582827678426,"density",954.176075447142,962.568234421933,992.899019849795,1013.33218268937,1034.7594781197,1069.9901618426,1081.40057334688,NA
1995,2,"fg1",1.58440003856497,"density",915.712987272667,923.43345066999,952.186132070866,971.264494449307,991.382656929258,1024.42437069641,1034.9233311294,NA
1995,2,"fg1",1.67821635756304,"density",878.988120596788,885.838788591598,913.142402675258,930.902840572656,949.845809893313,980.712846093848,991.018040070059,NA
1995,2,"fg1",1.77758777722769,"density",843.682005049249,850.380405926275,875.625661367272,892.311912051815,910.101497077271,938.956309391147,949.003569357486,NA
1995,2,"fg1",1.88284322906832,"density",809.607208780489,815.883889796763,839.713763241519,855.329592903708,872.003377694359,898.837546811058,908.770315186642,NA
1995,2,"fg1",1.99433112145793,"density",777.118004348424,783.013728589741,805.149628007891,819.832807802322,835.503918890431,860.699884414436,870.242762243618,NA
1995,2,"fg1",2.11242049290729,"density",745.793687166446,751.216338216191,772.070639374292,785.774005894424,800.547343530448,824.081495096546,833.301070260611,NA
1995,2,"fg1",2.23750223362737,"density",715.479371699963,720.790523924097,740.322628306312,753.205632101678,767.049036557241,788.979957460925,797.676959387623,NA
1995,2,"fg1",2.36999037942355,"density",686.611429580829,691.644889809628,709.987117518394,722.001732876451,734.897798313271,755.384565919778,763.505739199172,NA
1995,2,"fg1",2.51032348220468,"density",658.942116972373,663.76862395025,680.856773360596,692.113623198406,704.125860250484,723.501062443191,730.898936954357,NA
1995,2,"fg1",2.65896606164325,"density",632.387832207972,636.870672766071,652.96354073254,663.372160796734,674.662644211419,692.817296503015,699.414015461439,NA
1995,2,"fg1",2.81641014279217,"density",606.881979721307,611.10009732507,626.187466098522,635.799158139769,646.462415100108,663.26705852092,669.411457620421,NA
1995,2,"fg1",2.98317688474764,"density",582.367186437725,586.351204326929,600.408470868314,609.442967568888,619.557138832792,635.096017171591,640.927821892206,NA
1995,2,"fg1",3.15981830574927,"density",558.870911751586,562.5461598839,575.7944380383,584.152870913734,593.638315447547,608.062021358887,613.532890171184,NA
1995,2,"fg1",3.34691911042775,"density",536.293717004054,539.832453391329,552.200863275292,559.994965672443,568.923577931421,582.33936892973,587.460966884214,NA
1995,2,"fg1",3.54509862524841,"density",514.655146280178,517.89763128044,529.529465169017,536.849258373332,545.137572219821,557.547698924967,562.187624449378,NA
1995,2,"fg1",3.75501284855729,"density",493.90962748415,496.85560737958,507.80768125467,514.606623976698,522.326938887917,533.918210278328,538.064228143988,NA
1995,2,"fg1",3.97735662201565,"density",473.874291351875,476.690712271289,486.936853773758,493.307098180891,500.402132320497,511.260656569318,514.96997300046,NA
1995,2,"fg1",4.21286593061052,"density",454.723464827916,457.330575831702,466.96242211478,472.860448436952,479.514664873569,489.60755819743,492.921198981326,NA
1995,2,"fg1",4.46232033885469,"density",436.239440208495,438.865440901196,447.805610901922,453.255699502248,459.478132375944,468.855859429991,472.010429263992,NA
1995,2,"fg1",4.72654557124029,"density",418.593137581197,420.983155533995,429.404065796202,434.462887760531,440.258700586781,448.974656874503,452.035350812117,NA
1995,2,"fg1",5.00641624548745,"density",401.563019484174,404.000163470584,411.754512532232,416.400823246994,421.835877381909,429.94774349271,432.471322724471,NA
1995,2,"fg1",5.30285876763557,"density",385.248125513515,387.51398907701,394.898581687489,399.145880620509,404.162280936169,411.797993613211,414.115860591612,NA
1995,2,"fg1",5.6168543985602,"density",369.681122149451,371.867739859962,378.654743417015,382.587124329685,387.290078022103,394.343501591239,396.379995593827,NA
1995,2,"fg1",5.94944250206614,"density",354.707746346152,356.716337108622,363.042189515398,366.720376074585,371.118910823876,377.64626791123,379.471776789792,NA
1995,2,"fg1",6.30172398530825,"density",340.313333196405,342.32048410136,348.13329787555,351.545750886638,355.649775364361,361.713460556758,363.472694339972,NA
1995,2,"fg1",6.67486494292836,"density",326.424486251777,328.434736630261,333.81235617582,336.948642519498,340.746809318197,346.422006193015,348.00497509538,NA
1995,2,"fg1",7.07010051697063,"density",313.237174830145,315.020098360835,320.096982463366,322.9624403174,326.538103447565,331.694672980064,333.284706670114,NA
1995,2,"fg1",7.48873898535221,"density",300.494912364984,302.230496864417,306.953219142401,309.570537587281,312.916373863468,317.69398522931,319.200958809242,NA
1995,2,"fg1",7.93216609242261,"density",288.32115923104,289.937723207888,294.287950346087,296.760744072267,299.8418596545,304.165722877066,305.718644789195,NA
1995,2,"fg1",8.4018496359464,"density",276.5841739652,278.101918761212,282.150010852951,284.433089784812,287.318579546635,291.287061788438,292.806481554716,NA
1995,2,"fg1",8.89934432569262,"density",265.419253723131,266.707249112197,270.516659714978,272.655568281119,275.329019737576,279.005154738574,280.407088926713,NA
1995,2,"fg1",9.42629692971367,"density",254.669474861318,255.889451149473,259.352556306174,261.338102984304,263.803533956735,267.232602000366,268.60326214799,NA
1995,2,"fg1",9.98445172534819,"density",244.244355724644,245.500786410064,248.670286993602,250.528635621378,252.818786783917,255.930562336931,257.272959308623,NA
1995,2,"fg1",10.5756562729917,"density",234.341240683285,235.447462533341,238.42687948532,240.161215604342,242.291854798978,245.221257217914,246.418244256071,NA
1995,2,"fg1",11.2018675317465,"density",224.861903506494,225.822308108215,228.58356543033,230.205964713579,232.134719663591,234.920735109108,235.925169610357,NA
1995,2,"fg1",11.865158337195,"density",215.720570234796,216.548391623444,219.145682906259,220.649695007967,222.462782323938,225.074744935518,225.993132630725,NA
1995,2,"fg1",12.5677242627381,"density",206.83506584995,207.664327764682,210.079422714034,211.518439962547,213.229502809594,215.614661465254,216.587698635538,NA
1995,2,"fg1",13.3118908872106,"density",198.379942466883,199.151445681609,201.41303470777,202.758445347225,204.349435527921,206.600072358245,207.511189667074,NA
1995,2,"fg1",14.1001214928303,"density",190.263889318756,190.973007853426,193.046143992103,194.335917179382,195.846402517071,198.025541656826,198.858655758922,NA
1995,2,"fg1",14.9350252189632,"density",182.403710292077,183.09942524787,185.039396816373,186.302448654101,187.695095276769,189.758439730324,190.519391887699,NA
1995,2,"fg1",15.8193656986918,"density",174.932905164094,175.543551157131,177.360584516794,178.581002910619,179.896039594295,181.888403623026,182.528883889612,NA
1995,2,"fg1",16.7560702067779,"density",167.751300067286,168.29491513541,170.009792896756,171.174456761351,172.42806117477,174.348756824291,174.912557801622,NA
1995,2,"fg1",17.7482393492988,"density",160.798902396495,161.349378781901,162.966066635174,164.075965784692,165.279230147415,167.142931291998,167.731129058621,NA
1995,2,"fg1",18.7991573270313,"density",154.17769761509,154.685986543465,156.205876416599,157.266882047728,158.450268696559,160.193424051112,160.773773261262,NA
1995,2,"fg1",19.9123028065563,"density",147.775510868808,148.263288260412,149.735353855766,150.760096496023,151.884983063779,153.582703893654,154.10004017805,NA
1995,2,"fg1",21.0913604350691,"density",141.612641241931,142.085631260708,143.503808070946,144.532345350298,145.58927570973,147.219261470409,147.829715288035,NA
1995,2,"fg1",22.3402330370112,"density",135.727230301001,136.161187886577,137.541460013627,138.538666690879,139.566001265222,141.11790463683,141.746026723466,NA
1995,2,"fg1",23.6630545328941,"density",130.010423109636,130.468109896055,131.813399195552,132.785599663967,133.814194994996,135.30133478695,135.963010930642,NA
1995,2,"fg1",25.0642036230806,"density",124.532732490987,125.020964577284,126.326357153988,127.291615775549,128.28595315416,129.731556763205,130.352385062314,NA
1995,2,"fg1",26.5483182818163,"density",119.295798029804,119.7754239264,121.068350813267,122.019171443959,122.984843161313,124.395927323669,125.00035107331,NA
1995,2,"fg1",28.1203111094894,"density",114.286973143713,114.728620130513,116.027380540976,116.979621280435,117.897845406733,119.318022434291,119.836353205255,NA
1995,2,"fg1",29.7853855939374,"density",108.546820885745,109.519817903801,111.073794401246,112.032920955897,112.959799294588,114.355677030216,114.726750507996,NA
1995,2,"fg1",31.5490533346251,"density",88.7593455445015,93.8569615270398,105.514332912554,106.86939768568,107.927059910908,109.347601544976,109.823382993055,NA
1995,2,"fg1",33.4171522867112,"density",71.3965589530436,75.0964101873178,86.4172487830039,97.3746308904159,102.048498712544,103.909551766663,104.487059112393,NA
1995,2,"fg1",35.395866085391,"density",57.4847454004491,60.1970200727759,68.6192602156318,76.7240627430683,83.0286107550155,97.0558995311757,98.108840992367,NA
1995,2,"fg1",37.4917445144825,"density",46.3294538807716,48.0695479461442,54.4603575204339,60.3796231273485,65.0613669342082,76.2142821614392,81.4146179202345,NA
1995,2,"fg1",39.7117251870093,"density",37.1021253125191,38.3894186601143,43.2455031556709,47.528448224999,50.8986667158731,58.9367902014694,62.5828749946693,NA
1995,2,"fg1",42.0631565095448,"density",29.760578216548,30.6916117535426,34.2865669140502,37.343498398399,39.9030219327892,45.6039037616249,48.1469260210364,NA
1995,2,"fg1",44.5538220063341,"density",23.8232565818391,24.5670831619352,27.1869517091333,29.3687225306662,31.2513740714476,35.3000603391132,37.0757079421909,NA
1995,2,"fg1",47.191966083707,"density",19.0673156629334,19.6315348046941,21.5666340121217,23.1034601754368,24.5423152243476,27.4115858511867,28.678570703191,NA
1995,2,"fg1",49.9863213200684,"density",15.261493444401,15.621221666098,17.0749657364561,18.1870862840968,19.2377505066089,21.2834825501731,22.0748184092931,NA
1995,2,"fg1",52.9461373717968,"density",12.1390600123636,12.4250568992338,13.4980679781515,14.2832636747554,15.1235965515434,16.5714706200098,17.0305157464121,NA
1995,2,"fg1",56.081211590734,"density",9.62351306113897,9.86752499098587,10.6552839920634,11.2303281173228,11.8778744509753,12.9592750930098,13.2470004605564,NA
1995,2,"fg1",59.4019214546141,"density",7.6138572470576,7.81358048932636,8.40027844249622,8.84929785450062,9.35472134104716,10.1392551132975,10.3720460178268,NA
1995,2,"fg1",62.9192589177791,"density",5.96858250467865,6.16160054980781,6.61891720427405,6.96716533541418,7.3681395251604,7.95228917854024,8.1240371543164,NA
1995,2,"fg1",66.6448667958873,"density",4.69675155965607,4.83176772988184,5.20185813538933,5.4853019331312,5.79612267450451,6.26226434112694,6.41676915316254,NA
1995,2,"fg1",70.5910773050526,"density",3.67183900545629,3.76952929049471,4.08942686465906,4.32414843958049,4.57551076208522,4.95718645743887,5.07170084276223,NA
1995,2,"fg1",74.7709528829822,"density",2.84920820409741,2.93670725578833,3.21244446588567,3.40727537188247,3.61401856323739,3.93493179601062,4.03183148066593,NA
1995,2,"fg1",79.1983294272374,"density",2.21179761988715,2.28891415067323,2.51889325900766,2.68772367273643,2.85770502825266,3.12445172004589,3.20925407591429,NA
1995,2,"fg1",83.8878620937411,"density",1.7139215232775,1.77684011389297,1.97334081450504,2.11776508273954,2.26313037755295,2.48958254787974,2.56240706301972,NA
1995,2,"fg1",88.8550738071293,"density",1.3244357783238,1.37641152932492,1.54656551301129,1.66890927343273,1.79142279699972,1.98629619060086,2.05516878247131,NA
1995,2,"fg1",94.116406643524,"density",1.02243321938178,1.06904358554887,1.21018313545724,1.31443124349005,1.41786335844999,1.58540490105986,1.64357924436409,NA
