"year","variable","model","fg","parameter","mean","se_mean","sd","q025","q25","q50","q75","q975","n_eff","Rhat"
1995,"incoming light individual",1,"fg1","beta0",4.73279484,0.00176069521456891,0.0628592866595503,4.61483925,4.6899725,4.73198,4.7753675,4.85645825,1274.59006440446,1.0078338639115
1995,"incoming light individual",1,"fg1","beta1",2.20892793,0.000184860492765704,0.00700094509995121,2.19505975,2.2042175,2.208955,2.21394,2.2222115,1434.25090074628,1.00658267382062
1995,"incoming light individual",1,"fg1","sigma",0.663517871666667,0.000132976774075345,0.00527986404578545,0.653625675,0.6598315,0.663629,0.66701525,0.674006,1576.49970365722,0.99997667863368
1995,"incoming light individual",2,"fg1","beta0",7.770053218,0.198749379553678,5.35586796177887,2.1272995,4.0985575,6.14449,9.9052075,21.4835025,726.18648240113,1.00312364807608
1995,"incoming light individual",2,"fg1","beta1_low",0.935411073066667,0.0130504119250914,0.336192760148545,0.2812408,0.68482825,0.94449,1.1947575,1.52916925,663.633457981356,1.00379145881679
1995,"incoming light individual",2,"fg1","beta1_high",2.40565013,0.000868260658701693,0.0282819520947169,2.35683675,2.3860475,2.402865,2.4230325,2.470453,1061.00765639972,1.00032084098164
1995,"incoming light individual",2,"fg1","x0",1.45189122366667,0.0143815810703303,0.375554897337847,0.915232075,1.1705175,1.37802,1.672945,2.31152825,681.920257120084,1.0033065618971
1995,"incoming light individual",2,"fg1","delta",0.550961718,0.00371766591773719,0.101420568510072,0.3677376,0.48368675,0.545628,0.61675975,0.758589425,744.237178190818,1.00131772883081
1995,"incoming light individual",2,"fg1","sigma",0.652131232333333,0.000123694948092668,0.0051325424817008,0.642238975,0.648548,0.6521435,0.65563525,0.66199605,1721.714670315,1.00079192537343
1995,"incoming light individual",1,"fg2","beta0",5.28629156,0.00175466814722432,0.0612762107752162,5.1687935,5.24428,5.28674,5.32733,5.4066315,1219.53373414634,1.00131328403281
1995,"incoming light individual",1,"fg2","beta1",2.22486877,0.000155019167007566,0.00551062299947844,2.21406,2.221085,2.22488,2.2286025,2.23544025,1263.66106105297,1.00204672585633
1995,"incoming light individual",1,"fg2","sigma",0.596708855333333,0.00011529742870691,0.00428385553380165,0.588370775,0.59384675,0.5966355,0.59963625,0.605030575,1380.48085787997,1.00077282066493
1995,"incoming light individual",2,"fg2","beta0",7741.77290666667,49.2838823631535,1292.0698073175,5674.82,6831.6225,7608.24,8498.81,10787.7475,687.324985745538,1.00553335464672
1995,"incoming light individual",2,"fg2","beta1_low",2.28444432333333,0.000173960403090071,0.00708373722360873,2.2706085,2.2798275,2.28442,2.2890525,2.2990705,1658.1509881541,1.00089269628479
1995,"incoming light individual",2,"fg2","beta1_high",1.80802345666667,0.00157207101791556,0.0446797253793199,1.71216575,1.7801475,1.81083,1.8391425,1.88901675,807.749443723328,1.0046782441487
1995,"incoming light individual",2,"fg2","x0",25.0201151666667,0.0702633385034272,1.85809770038823,21.77264,23.69725,24.9404,26.179875,29.13529,699.325765683888,1.00576185086033
1995,"incoming light individual",2,"fg2","delta",0.0418660436944,0.000844956858668293,0.0340009799070553,0.00150814175,0.016143275,0.03372485,0.060237225,0.1257636,1619.2495910546,1.00031765862864
1995,"incoming light individual",2,"fg2","sigma",0.590066649333333,9.80332652296247e-05,0.00428374242885414,0.5816866,0.5870805,0.5901625,0.5930695,0.59818665,1909.41250967533,1.00017180505396
1995,"incoming light individual",1,"fg3","beta0",4.69705407333333,0.000516919323365144,0.0182865972017859,4.66000925,4.6847575,4.69715,4.709635,4.732121,1251.4694813818,1.0026603174189
1995,"incoming light individual",1,"fg3","beta1",2.2965261,8.49719801706056e-05,0.00305045353112974,2.29060925,2.29445,2.29653,2.29859,2.30249075,1288.77573019862,1.00327834748722
1995,"incoming light individual",1,"fg3","sigma",0.642224087333333,4.27805377060442e-05,0.00168792574288011,0.6389259,0.641057,0.6422325,0.6434115,0.645487,1556.73322907688,1.00071090868284
1995,"incoming light individual",2,"fg3","beta0",1.16865913666667,0.00105652346330152,0.0253584181435851,1.1229685,1.1506575,1.166985,1.1853425,1.22225475,576.084280594649,1.00294655034934
1995,"incoming light individual",2,"fg3","beta1_low",0.03273613886,0.000456288114445809,0.011417014892514,0.0128736325,0.024331975,0.031624,0.0403003,0.05745888,626.075663711319,1.00478761984642
1995,"incoming light individual",2,"fg3","beta1_high",0.423311148333333,3.50873256658313e-05,0.00113559825883352,0.42116675,0.42252175,0.423302,0.42409025,0.42557415,1047.48762348738,1.0024161149373
1995,"incoming light individual",2,"fg3","x0",7.38236298666667,0.0137739651101376,0.338703799207133,6.79369575,7.1412025,7.35033,7.59332,8.1191045,604.675230849332,1.00320967714588
1995,"incoming light individual",2,"fg3","delta",0.565732927,0.00118739282144578,0.0308722235091968,0.501855775,0.545135,0.5659945,0.587012,0.62528915,676.000444573707,1.00161157191224
1995,"incoming light individual",2,"fg3","sigma",0.249597987333333,1.65485705088751e-05,0.00066477411455372,0.248299875,0.24914275,0.2496145,0.250053,0.250859025,1613.71646824571,1.0011154914814
1995,"incoming light individual",1,"fg4","beta0",5.25721757666667,0.0017102373318439,0.0635168182197417,5.13757925,5.21217,5.256595,5.3012625,5.38242725,1379.31895642528,1.00078015577625
1995,"incoming light individual",1,"fg4","beta1",2.21551790666667,0.000388084132566216,0.0143059607339783,2.1885375,2.205665,2.21544,2.2253625,2.243043,1358.88368609256,1.00117022092172
1995,"incoming light individual",1,"fg4","sigma",0.737679304333333,0.000127696159597612,0.00533508927100173,0.727004825,0.7340705,0.7377185,0.741162,0.7483798,1745.53157445877,0.999924631316749
