year,model,fg,parameter,mean,se_mean,sd,q025,q25,q50,q75,q975,n_eff,Rhat
1995,3 segment,all,alpha,1.4678221235543183,0.004212690518756858,0.07940396913657308,1.3269087040819094,1.4117366035281975,1.46267067002724,1.5173927345448595,1.6365112481601922,355.27554408983474,1.017340683879403
1995,3 segment,all,beta_low,1.6411446629665496,0.021194016806582672,0.3460217533870158,0.9725213671567844,1.3896572628929098,1.655111934290812,1.9066457080868864,2.258770825550544,266.5509631895917,1.021824963660417
1995,3 segment,all,beta_mid,-2.419110236048702,0.017723163805131767,0.3091599745348187,-2.989066147884542,-2.6377521187031276,-2.4272389807345456,-2.2028246066331687,-1.8090058841835106,304.2874374594919,1.0176792653047306
1995,3 segment,all,beta_high,-0.49243873946492067,0.0035875617876752783,0.1224129422222917,-0.7061563935766437,-0.5608033149208342,-0.49392106201593555,-0.43111011925891185,-0.2586785152699218,1164.2758622024176,1.0035398512307796
1995,3 segment,all,tau_low,2.9231210713853515,0.0034185276864891895,0.05860436862282628,2.424588070777118,2.635498429897553,2.8153841553967087,3.226349415868099,3.9334897128627415,293.8879501199137,1.0215010407250587
1995,3 segment,all,tau_high,31.08624037472453,0.007950989505552215,0.21073684822658734,20.191596977233687,22.282922698269665,26.400300313464978,36.67525827756837,103.2832228397948,702.4874993819451,1.0049411220606488
1995,3 segment,fast,alpha,0.006972617927796939,0.020762759460944788,0.2728959593848359,-0.6184127908302945,-0.166760783521307,0.06910835687766456,0.2151949634975007,0.3907214372184981,172.75239039074938,1.0083713474304214
1995,3 segment,fast,beta_low,2.5472656619668874,0.07192462350009839,0.9138643064213743,1.4094803527929687,1.8343979909385826,2.2576056371259616,3.152311092880033,4.709051861928637,161.43891708942394,1.008504307404415
1995,3 segment,fast,beta_mid,-2.8866480667441494,0.030208580949514743,0.5823653154489423,-4.35711388716882,-3.104236358525437,-2.8024884793014677,-2.5399742348594323,-2.0381016565619317,371.6467618894869,1.0028789169769525
1995,3 segment,fast,beta_high,-0.9773191465209363,0.02808973014061297,0.7211806250412841,-2.5993365839907523,-1.2905120459153556,-0.8827551073680646,-0.5220250707807725,-0.05207791208893702,659.1632211813463,0.9999718877347749
1995,3 segment,fast,tau_low,3.3772903680630244,0.009521732971081436,0.11591222403087381,2.224064155464978,2.6142913791098334,3.434822516637026,4.2962550843073215,5.240970021879876,148.1925877661562,1.0097841959933715
1995,3 segment,fast,tau_high,28.34568496812194,0.052961858930870825,0.6844272921774368,5.4582140241899095,8.60804265192105,14.074872938713712,84.65374197256354,831.794390353733,167.0045093505961,1.0071927559794223
1995,3 segment,large pioneer,alpha,0.49044496003171795,0.003459308393824461,0.09979358892282367,0.30034121928569457,0.4217718566466956,0.4909331217739725,0.5556573389100594,0.6867151166873868,832.1981039467706,1.0021151194078597
1995,3 segment,large pioneer,beta_low,2.0081077262855582,0.02719665010510275,0.5774345331735496,1.1469659305123918,1.6158721790957546,1.9064873819005943,2.290228910529568,3.4503367066156945,450.7904202414405,1.0032846350310998
1995,3 segment,large pioneer,beta_mid,-2.4188990469931473,0.018678914756038847,0.4683020832125648,-3.359439590496722,-2.712817432579362,-2.417024082198054,-2.1327635497102935,-1.4600022676301705,628.5631247830715,1.0013410211947336
1995,3 segment,large pioneer,beta_high,-0.7335271873782353,0.012565289460525658,0.4183037871915842,-1.5770363875681432,-0.8831183710127013,-0.6844090594908654,-0.5134061050777694,-0.16105131463903624,1108.2521889821226,1.0001935553234924
1995,3 segment,large pioneer,tau_low,2.6070826370381033,0.006218974640256548,0.11191597432531636,1.4896882516662553,2.219287671994467,2.634786950776887,3.130951018514382,4.16622968738893,323.85200356959075,1.005054885559223
