"year","prod_model","fg","dbh","variable","q025","q05","q25","q50","q75","q95","q975"
1995,1,"fg1",1,"diameter_growth",0.0057945979006193,0.00806405516325573,0.0223282910400475,0.04532745,0.0920407108009372,0.254866902305814,0.354744871382027
1995,1,"fg1",1.05921252001675,"diameter_growth",0.0060429452152439,0.00840748676218886,0.023280410382543,0.0472574099488229,0.0959745365937544,0.265725504393267,0.369871915860243
1995,1,"fg1",1.12193116256024,"diameter_growth",0.00629972777837105,0.00876591073713562,0.0242709203378213,0.0492652247466146,0.100053002667006,0.277051556769061,0.385690968323617
1995,1,"fg1",1.18836353398076,"diameter_growth",0.00656759351461774,0.00913966350756814,0.0253037981130803,0.0513650189383026,0.104328999167029,0.288924712149486,0.402047634769122
1995,1,"fg1",1.25872953352377,"diameter_growth",0.00684796518690945,0.00952947191044301,0.0263828577560788,0.0535517612230018,0.108787055586223,0.301157995023932,0.41920490334779
1995,1,"fg1",1.33326208122323,"diameter_growth",0.00714005281726955,0.0099371216760224,0.0275092965209274,0.0558334005397865,0.113419099408203,0.313994500534135,0.437069537659741
1995,1,"fg1",1.41220788889523,"diameter_growth",0.00744538200406242,0.0103599365089875,0.0286815121782511,0.0582142145456846,0.118256115520271,0.327418500386847,0.455594969399739
1995,1,"fg1",1.49582827678426,"diameter_growth",0.00776196226217246,0.010801380631694,0.0299015153431794,0.0606923187907983,0.123289105530965,0.341372706914553,0.474965556612655
1995,1,"fg1",1.58440003856497,"diameter_growth",0.00809337987080856,0.0112627020968051,0.0311727354260919,0.0632802436883756,0.128535151081564,0.355896641926578,0.495250325646132
1995,1,"fg1",1.67821635756304,"diameter_growth",0.00843747576273789,0.0117424448062043,0.0325030022522402,0.065983823570368,0.134022406373281,0.371048808296936,0.516236828613531
1995,1,"fg1",1.77758777722769,"diameter_growth",0.00879691044465355,0.0122414079188145,0.0338877303856921,0.0687889010860344,0.139731796527333,0.386785583078763,0.538091585961988
1995,1,"fg1",1.88284322906832,"diameter_growth",0.00917047950855347,0.0127649782165252,0.0353340090893269,0.071722176179652,0.145667716052236,0.403261016951233,0.56094977206692
1995,1,"fg1",1.99433112145793,"diameter_growth",0.00956215812084823,0.0133063999755795,0.0368319928572431,0.0747789095553267,0.151874024911617,0.420310850668676,0.584817421702416
1995,1,"fg1",2.11242049290729,"diameter_growth",0.00996946319284405,0.0138737847528819,0.0383937431970993,0.0779659605956797,0.158326826551295,0.438157582283329,0.609730394355165
1995,1,"fg1",2.23750223362737,"diameter_growth",0.0103936476326656,0.0144662506632988,0.0400368384598424,0.0812852416366415,0.16507212641094,0.456804391170649,0.635669080889878
1995,1,"fg1",2.36999037942355,"diameter_growth",0.0108367087255175,0.0150826815636232,0.0417429231129803,0.0847400994605579,0.172082374601189,0.476256331798,0.662805939611466
1995,1,"fg1",2.51032348220468,"diameter_growth",0.0112989427778164,0.0157258469694177,0.0435224235902594,0.0883507965455993,0.179385804279103,0.496508130710655,0.691060215233079
1995,1,"fg1",2.65896606164325,"diameter_growth",0.011780920187848,0.0163934560150862,0.045379366438917,0.0921155851600715,0.187013746311695,0.517651930373346,0.72051023474321
1995,1,"fg1",2.81641014279217,"diameter_growth",0.0122851136095701,0.0170939054488615,0.0473171498288135,0.0960446421059427,0.194950988914393,0.539700190569749,0.751292579042766
1995,1,"fg1",2.98317688474764,"diameter_growth",0.0128062615604927,0.0178255313545574,0.0493353315744321,0.100143056331585,0.203264352584515,0.562718246328841,0.783282235754566
1995,1,"fg1",3.15981830574927,"diameter_growth",0.0133528675725758,0.0185837044746404,0.0514343624801566,0.104401501136104,0.211915990114856,0.586702473785782,0.816558332264104
1995,1,"fg1",3.34691911042775,"diameter_growth",0.0139199765933247,0.0193738328773797,0.0536257843683712,0.108852704699274,0.220949588950055,0.611601283263112,0.851393169019282
1995,1,"fg1",3.54509862524841,"diameter_growth",0.0145130463879043,0.0202004391494544,0.0559199140933851,0.113484774697385,0.23040011579596,0.637719355809033,0.887624125756893
1995,1,"fg1",3.75501284855729,"diameter_growth",0.0151334448775184,0.0210631665208777,0.0583033064187718,0.118307128810619,0.240230178520357,0.664815406788752,0.925502080536702
1995,1,"fg1",3.97735662201565,"diameter_growth",0.0157802013208883,0.0219573703114199,0.0607874622231931,0.12335413322902,0.250465724755796,0.693125924362489,0.96481786689814
1995,1,"fg1",4.21286593061052,"diameter_growth",0.0164526613652652,0.0228949697692111,0.0633775812993483,0.128619433087085,0.261096437666099,0.722677988795453,1.00592348220696
1995,1,"fg1",4.46232033885469,"diameter_growth",0.0171508228985824,0.0238715158567769,0.0660749840300281,0.134096800993835,0.272200677084019,0.753506406306534,1.04861247892517
1995,1,"fg1",4.72654557124029,"diameter_growth",0.0178820039259544,0.0248915390257011,0.0688895992706187,0.139805889398569,0.283750139070903,0.785575595224826,1.09318720310329
1995,1,"fg1",5.00641624548745,"diameter_growth",0.0186446375086983,0.0259534148799862,0.0718102971284616,0.145765202437258,0.295815193797589,0.81910633568735,1.13976952835465
1995,1,"fg1",5.30285876763557,"diameter_growth",0.0194426301657854,0.0270575973196989,0.0748793838043072,0.151985787633803,0.308435004968472,0.854133140802549,1.1883494681542
1995,1,"fg1",5.6168543985602,"diameter_growth",0.020268046897728,0.0282101403504591,0.0780879923508948,0.158449513873099,0.321580394082941,0.890407597336017,1.23906116850121
1995,1,"fg1",5.94944250206614,"diameter_growth",0.0211285537653952,0.0294132419742799,0.081421785797175,0.165200130328695,0.335290151433014,0.928325272671262,1.29196931558789
