fg,light_per_area,q025,q05,q25,q50,q75,q95,q975
fg1,25.825247757020005,0.35783909672081843,0.35911179993674425,0.3635706636099796,0.36673537002125733,0.3697108120480803,0.3741859903071697,0.3753573895888759
fg1,27.427957561240326,0.350614156331062,0.35189513420445606,0.35630293132165913,0.3594277084888695,0.3623261108111952,0.36684814990301673,0.3680294022865883
fg1,29.130131221169272,0.3434944338090144,0.3446979053625835,0.34907316738787914,0.35213840787315853,0.3551138779143468,0.35955569821638306,0.3607942968340372
fg1,30.937941444159357,0.3363795159261087,0.33761936558258143,0.3419561521432635,0.3449213989166836,0.3479053214345763,0.35230992769463915,0.3535266849728946
fg1,32.85794401456916,0.3293078648290048,0.33054860713549755,0.33482516215358554,0.3378155371085392,0.34083181513950184,0.3451863274336708,0.3464917581674257
fg1,34.89710156744713,0.32223481975139073,0.32356733974349927,0.3277717807714444,0.33078862302222534,0.3338665378839486,0.33817405458846833,0.3395750893049931
fg1,37.06280883760552,0.3152805555593718,0.3166208395534802,0.32077280779703415,0.32380726447013064,0.3269551324052379,0.3312974468498664,0.3327955915606839
fg1,39.362919475646834,0.30844290018361237,0.3097859022136645,0.31386536195960074,0.3168939238885169,0.3200983713700491,0.32446819254048165,0.325916802817251
fg1,41.805774528187634,0.3016454678730618,0.3029183010275343,0.3070626697515147,0.3100480365627449,0.3133200652831477,0.31780151824599545,0.31933272445741295
fg1,44.4002326855595,0.29487923287362733,0.29613082663263784,0.30032814151903325,0.30331782115847994,0.3066379879288777,0.31114473031083,0.3127405392973363
fg1,47.15570240667637,0.2880977139548013,0.2894546948949699,0.29365562101568643,0.2966719721612474,0.30002440868504,0.3045929320225643,0.30614362328914413
fg1,50.082176037564665,0.2815167507955448,0.28291128488562267,0.28703209011617914,0.2901262092007032,0.2934725888608797,0.29811449815214075,0.29978148112176817
fg1,53.19026604728291,0.2750358880925562,0.27631600484790086,0.2804972753883567,0.2836429837688332,0.2869971686348941,0.2917723588191506,0.29349373994928096
fg1,56.49124351263539,0.26862589539970594,0.26986597036789295,0.27407827194369894,0.27727266117500915,0.28059693268296054,0.28548242128133655,0.28725155739655606
fg1,59.99707899123937,0.2621390224226937,0.263528759119459,0.26776330400954573,0.2709330029905712,0.27431697364089974,0.27937527193464334,0.2812010713346465
fg1,63.720485931167076,0.25579957626280037,0.2571707327762486,0.26152388259061965,0.2647213140301665,0.2681714967166264,0.27331743576313605,0.27497826007845605
fg1,67.67496677458138,0.24953242571652015,0.2508487544494465,0.25531970768007894,0.25862395474571037,0.2621162077908326,0.26725663146841333,0.26892548133191985
fg1,71.87486192255427,0.2433911533502132,0.24465679927658618,0.24926973887182008,0.2526261921439775,0.2561355471030909,0.2613640397049124,0.26315457597435216
fg1,76.33540173863202,0.23727298878343017,0.23864035562914995,0.2432916848580578,0.2467149915629919,0.25027742355084714,0.2555612741341267,0.2574715495690797
fg1,81.07276177973154,0.23129129220077457,0.23270095536663685,0.23743598565898072,0.24084768843134524,0.24449324442363318,0.24989358918863394,0.25184660808904563
fg1,86.10412145465564,0.22541830875178231,0.22687861970291176,0.2316072029300579,0.23508805828368762,0.23877852247598141,0.24423744229407954,0.24615454528998013
fg1,91.44772632294357,0.21973512091949013,0.22116463204711417,0.2258703002738233,0.2294586540284534,0.23315062122756516,0.23870738209216252,0.2405477757287599
fg1,97.12295425997657,0.2139927829313873,0.2155250398464758,0.2202706379870974,0.22391472309018487,0.22766193231079246,0.2332819784361732,0.23525953616363923
fg1,103.15038572827653,0.2084518969395919,0.2099644566370694,0.21480299755545265,0.21846095970899324,0.22221335489636862,0.22799629057298668,0.2299250150706838
fg1,109.55187840982799,0.2029778765335557,0.20451935822968023,0.2094183784270837,0.21311201273033048,0.21691249157947864,0.22274948662055416,0.22461459289037813
fg1,116.3506464700669,0.19751422790464912,0.19917821916490883,0.20415741818503402,0.20783995002584627,0.21169625712813306,0.2176227040774874,0.21948897045133306
fg1,123.5713447409774,0.192162231688465,0.19393702438538377,0.19897024655457357,0.20267758886388948,0.20660468155948264,0.2125292520495574,0.21463504854715967
fg1,131.24015812857476,0.1869258383390613,0.18871547598487873,0.19386165512721087,0.1976182744309773,0.2015175895987799,0.2075949900205246,0.20968387355138873
fg1,139.38489656899932,0.1818159068741041,0.18371157889292555,0.18885046885028156,0.1926561937004377,0.19654467859283792,0.2026969050249326,0.20475796156376308
fg1,148.0350958775673,0.1767988984332998,0.17876363407382298,0.18395022755926543,0.1877533771806404,0.19170987876907883,0.19792994180194878,0.1998742529104092
fg1,157.22212485649277,0.17194575481169885,0.17394774034979746,0.1791463014489142,0.18297013949454177,0.18698159574201667,0.1932221184887889,0.19524612571489108
fg1,166.97929904969516,0.16721549040906367,0.16917475033060428,0.1744187406831471,0.17828460777338107,0.18235361260259347,0.18861526465757272,0.19069791412443424
fg1,177.3420015572069,0.16259002847300913,0.16455957923580133,0.169823654119022,0.173656404918674,0.17777482274337159,0.18401315638516783,0.18618511994126472
fg1,188.34781134730005,0.15806779278092092,0.1600136564119608,0.1653359176851532,0.16914805034983,0.1733143879880955,0.1795953526773179,0.1817071863944345
fg1,200.03663953163772,0.15364847235521228,0.15565802970565856,0.16090095091659654,0.16473933550735953,0.1689382754745697,0.17524861493988034,0.17734327846565945
fg1,212.45087409763482,0.14931001615457054,0.15134099789667685,0.15661733239337872,0.16041397086455206,0.16464801287865624,0.17098305877998252,0.17309134749916402
fg1,225.6355336228818,0.14507947204369034,0.14707121135463083,0.15237569943040835,0.15621042750424274,0.16045387675961087,0.1667983920117232,0.16890744486764842
fg1,239.6384305290529,0.1409814274648583,0.142923220231278,0.14825104365943742,0.1520963451121949,0.1563535900212113,0.1626848544090136,0.1648039210731195
fg1,254.51034446732223,0.13695782185856478,0.13884536821697713,0.14421946699268828,0.14808092410248125,0.1523135879248655,0.15869156134262202,0.1607805795031233
fg1,270.3052064640436,0.13305335432611795,0.13487605764901187,0.14028126475124925,0.14413622346493873,0.1483609528235099,0.15475377561190154,0.15683117725390922
fg1,287.08029449447537,0.12918615541577058,0.1310552216062478,0.13644990428863626,0.14028031187112378,0.144506686723663,0.1508932597716758,0.15296479900927132
fg1,304.8964411937722,0.12542963726581308,0.1272791894804075,0.13267327202209545,0.136532712357328,0.14077529222897403,0.14711414301403122,0.14917454922591583
fg1,323.8182544584796,0.12181079427453635,0.12360512443100018,0.1290090897041612,0.13285812313844442,0.13708443377256355,0.14342391756104564,0.14547850403121584
fg1,343.914351738516,0.11826121892177772,0.1200553001632453,0.12544276617718522,0.12926322048857997,0.13351150051465896,0.13985241179924887,0.1418474284960606
fg1,365.2576088692658,0.11479703185580971,0.11650057593429966,0.12194034820643614,0.1257197665461958,0.12998439683768118,0.13630773777129943,0.13829175990702594
fg1,387.92542434614603,0.11143750782433683,0.11313290201206319,0.11852770552237793,0.12228961592028242,0.1265454269085058,0.13282731776384102,0.13479092778447282
fg1,411.99999999999994,0.10816549506622067,0.10984673484779753,0.11519319789599429,0.11892312339751493,0.12317099242429058,0.12945118350285176,0.13140493273692203
fg2,1,0.2653256307339421,0.2713354592891405,0.28730872472405355,0.29945519883824356,0.31161169073998884,0.32945879802577666,0.3359373981532049
fg2,1.0620598036192959,0.2606261031047227,0.2664318705026518,0.28202215694499333,0.293848513637088,0.3056310945576306,0.32303115991680603,0.32931380758997253
fg2,1.1279710264638572,0.2560691637712704,0.2616533642945756,0.27676074695867253,0.28824219830078424,0.2997310376738789,0.31673055618814333,0.3227254576930669
fg2,1.1979726868544596,0.25152593505528764,0.2569833797736144,0.2715584773399391,0.2826992012699397,0.29389851507370424,0.31044654492092694,0.31613833025956845
fg2,1.2723186365419275,0.2469823492428363,0.25227818913471417,0.26643788412673863,0.2772822237427387,0.28813361131188925,0.30433510808167713,0.3097677462869639
fg2,1.3512784812668899,0.2424857646779609,0.2477561011199628,0.2613624271213837,0.2719598804439678,0.2824286349310018,0.2981033065774136,0.30344843789444526
fg2,1.4351385584492933,0.23814904362882103,0.24298178742695795,0.2564055800464886,0.26661333328238696,0.2767863644633657,0.2919717294423194,0.297132119213895
fg2,1.5242029755531357,0.2338466351880994,0.2384911037509505,0.25139832793915873,0.2613783989584091,0.27119159341700094,0.2859783345572216,0.2908875831011989
fg2,1.6187947128919096,0.22948486753337166,0.23407287717451197,0.24650518662216567,0.25617390479997393,0.2656975289250849,0.2800746709320903,0.2848604783767305
fg2,1.719256794873936,0.22523684795516272,0.22961066529182902,0.24165579148606334,0.2511054789462848,0.2603021510293657,0.2742384340338649,0.278834141800235
fg2,1.8259535339349522,0.2209477146486184,0.2252706108424572,0.23683200902215612,0.2460524954195012,0.2549080599626914,0.2683414045762166,0.27292905728367545
fg2,1.9392718516689147,0.21673240768802618,0.22098961246402926,0.2321421139514617,0.2410754810016496,0.24964218616916017,0.2625286246518573,0.2670362036603267
fg2,2.0596226819479155,0.21277180425594772,0.21672404484710303,0.22754927593064117,0.23612640528612266,0.24440571851029608,0.25682136113898046,0.26124245397401624
fg2,2.1874424611194505,0.20886361717046262,0.212587653449323,0.2230006960639538,0.23124288803839355,0.23925509969306513,0.2514020171885268,0.2555539930216468
fg2,2.3231947106850326,0.2048517136946506,0.20845304446482063,0.21848644337127013,0.22649633459503613,0.23428899197486414,0.24589199146007953,0.24991961301793614
fg2,2.4673717181995323,0.20090822565097707,0.20438587526150137,0.21406716410673643,0.2218167028855192,0.22924263701407663,0.24038715846148978,0.24436562517779375
fg2,2.6204963224868,0.19700337321761996,0.20035573591480899,0.20971979113331213,0.21723583363785595,0.22432334977785146,0.23525711786065512,0.23890624981994818
fg2,2.7831238096454176,0.19322482900812166,0.1964360538494285,0.20536262211134365,0.21267519564780454,0.21942933359881983,0.22995761046536922,0.2335277447885437
fg2,2.9558439267201986,0.18947288281147834,0.19252406540738162,0.20113286838387134,0.20818578133159596,0.2146435002739799,0.22488256143371216,0.22831106588876302
fg2,3.1392830203417423,0.1857345054334441,0.18871146558960755,0.1970023983654713,0.2037180765745214,0.20997475987261524,0.21993316253774767,0.22327340111000774
fg2,3.334106308089541,0.1820533205238312,0.1849192460613792,0.19286922436823412,0.19939071357970212,0.20540542943943763,0.21502371035794307,0.2180956257525825
fg2,3.5410202908154327,0.17836917273682767,0.18120370182014608,0.18880733654659007,0.19505851060828255,0.20084672649796237,0.21016320017977957,0.21306273667599848
fg2,3.7607753146753806,0.17477623843332563,0.17757368859495587,0.18481760519905008,0.19077782524291534,0.19643215548792997,0.20539972606226647,0.20811412977890634
fg2,3.99416829216043,0.17124157586946248,0.1739368009112191,0.18090571015075055,0.18663287109733795,0.19202103144378152,0.2007005739719737,0.2032677809473097
fg2,4.242045591994324,0.1676542912604085,0.17034969210860823,0.17707680223687078,0.18260602588777602,0.1877486183134791,0.19610172171281276,0.19856193191869145
fg2,4.505306108377591,0.16424369258411736,0.16684481467224016,0.17329623757618684,0.17861002973945453,0.18349467383710244,0.19162933843880922,0.19396193253751173
fg2,4.784904520708318,0.16091349836527494,0.16341451714952246,0.16958023682628276,0.1746639005733353,0.17936379134541736,0.18714288448372637,0.18928358206131196
fg2,5.081854755600558,0.15766875846391143,0.15996993107352778,0.1659376433336167,0.17080939928515923,0.17530186947839027,0.18269691436088345,0.1847626950966729
fg2,5.397233663754912,0.15438982990095404,0.15657753016294254,0.16238634729612472,0.16700572689363705,0.17132095407959588,0.17837750155823237,0.1804383395922298
fg2,5.732184925014995,0.15130467836870543,0.1533227863992661,0.15885540008148175,0.16325772464771637,0.16740781571346347,0.17422151667135397,0.17610872216123946
fg2,6.087923195770913,0.14823371194106202,0.1501080909439087,0.1553877278737964,0.15959402177107976,0.1635620359441268,0.1701723435600194,0.1718416640245281
fg2,6.4657385137498125,0.14504119729180706,0.1469358321005997,0.15198072799253515,0.15599605539909295,0.15977704269314258,0.1661571800174666,0.16778283230162597
fg2,6.8670009761668425,0.14201676365615987,0.14373761665798487,0.14866076460526073,0.1524673247502436,0.15608738618588294,0.1621858935656348,0.16378742967846496
fg2,7.293165708201268,0.13909317403691854,0.14063754825427804,0.145376824811559,0.14896913345810608,0.1524791947824323,0.1581883108631063,0.15978293151751774
fg2,7.745778139815223,0.13608304903660648,0.13760947156523917,0.1421546020698651,0.14557928477747611,0.14894800817317744,0.1544253390616331,0.15589602713367523
fg2,8.22647961005079,0.1331843904253306,0.13460985514485924,0.138916329811442,0.14224300090809427,0.14545363041712606,0.15068322504349677,0.15205124980906498
fg2,8.737013319128684,0.13023774943355151,0.13170922309039254,0.13585063004821357,0.1389574707259923,0.14202130909361577,0.1469403508204298,0.1483964831475152
fg2,9.27923064993298,0.12740965305353352,0.12877616970204564,0.132798587366051,0.1357707417728095,0.13867286676280866,0.14337326207528794,0.1448463847598849
fg2,9.855097881805973,0.12461702690202334,0.12590932270097277,0.1298013493987576,0.13261306791132565,0.13541513428789595,0.1399375790397744,0.141346709636947
fg2,10.466703320999788,0.1218523835111393,0.1230954951432262,0.1268168904123617,0.1295308615334299,0.13223012959794106,0.13647900129227922,0.1378356388873827
fg2,11.116264873642468,0.11920667326553971,0.12032798264840475,0.1239086642404358,0.1264910126123392,0.12909216358908673,0.13303940727018698,0.1343925787303077
fg2,11.806138088680791,0.11651461248745484,0.11757854010716916,0.12103132368013159,0.12350658185207639,0.12602871512778302,0.1298168866463179,0.1310220983534018
fg2,12.53882469996661,0.11395424587158484,0.1149122494856078,0.11824396572954683,0.12060476365341817,0.12306240716810292,0.1266401200103309,0.12790962274825285
fg2,13.316981698463316,0.11133515416088655,0.11230110162434913,0.11552487688299608,0.11774294991994518,0.12014484742899638,0.1235927915759139,0.12469196866829858
fg2,14.143430967471708,0.1088427161417719,0.10970612231510542,0.11280751190039774,0.11494634077466157,0.11728869819728772,0.12059267455962185,0.12160738747890573
fg2,15.021169515816064,0.10633961280584309,0.10711585267948512,0.11016561522537835,0.11222944028657926,0.11449152883779538,0.11765214512751405,0.11863560046340858
fg2,15.953380346099763,0.10382771349008132,0.10465191593401452,0.10754756687636265,0.10955166139321089,0.11173103607315413,0.11476566458757242,0.11574154807500793
fg2,16.94344399744265,0.10136790013115786,0.10218878708334028,0.10498215678770614,0.10695027555513961,0.10904853887781588,0.11203244302270131,0.11291095769817816
fg2,17.99495080455847,0.09898219856362338,0.09979471825214799,0.10248766101797056,0.10440364713858832,0.10640273362214396,0.10928986251310085,0.11022644107967494
fg2,19.11171391762826,0.09664053085759639,0.09747778718770658,0.10003729260510488,0.10193907989359938,0.10387745421958737,0.10662368492405401,0.10757910107209259
fg2,20.29778313018444,0.09429455788579774,0.09510956417445962,0.09764573121507009,0.09948049707603226,0.10136208987437731,0.10405590442783624,0.10502080495091991
fg2,21.55745956515074,0.09199577754066243,0.09285761671105473,0.09528919324296674,0.0970963011408168,0.09892163304483549,0.10155872278914703,0.10245772167489885
fg2,22.895311272294897,0.0897258912652942,0.09061874075068237,0.09295642486539252,0.09474213207441004,0.09653841977872431,0.09911990018424045,0.09999092684362886
fg2,24.31618979365617,0.0875110231061041,0.08839736616489867,0.09068244247296128,0.09244054809973976,0.0942004725963849,0.0967351281105713,0.09760030146927275
fg2,25.825247757020005,0.08539332490299602,0.0862033375572854,0.08847077021613563,0.0902036907947789,0.09193669625557128,0.09439385521356407,0.09534232196442834
fg2,27.427957561240326,0.0832478184097177,0.08407371286299765,0.0862836100979481,0.08799828355874018,0.08974514186637339,0.0921258704453212,0.09302829715095871
fg2,29.130131221169272,0.08117034330003911,0.08198136962184271,0.08417090643546782,0.08584357144486365,0.08757924812024648,0.08994240666883338,0.09077476674762212
fg2,30.937941444159357,0.07906050567132097,0.07987826181676451,0.08207657530744111,0.08377286765884784,0.08545565163567652,0.08780882628234676,0.08862082671850387
fg2,32.85794401456916,0.07707135824925246,0.07788325995301074,0.08001476389738552,0.08170622593557368,0.08337842392486922,0.08572055736047306,0.08650593910726015
fg2,34.89710156744713,0.07509862361138366,0.07593001086879497,0.07802546460334732,0.07971024108524562,0.0813460380559213,0.0837212269200776,0.08447657170429049
fg2,37.06280883760552,0.07312353047080253,0.07396821367410633,0.07608046521361518,0.07773389545487673,0.07937726796535889,0.08177288975071068,0.08249971915911075
fg2,39.362919475646834,0.071174033385129,0.0720966910230448,0.07418688874606029,0.07580668157892095,0.0774492308613077,0.07986667798475816,0.0806500102004709
fg2,41.805774528187634,0.06933850144264145,0.07023487624651258,0.07231923927020434,0.07394224228369953,0.07554625081231865,0.0779810820927623,0.07866992917996235
fg2,44.4002326855595,0.06751384960563914,0.06839226407464348,0.07048471812006263,0.07209177788886624,0.07371616150820096,0.07614892431316722,0.07685072827472826
fg2,47.15570240667637,0.06575168885113891,0.06656838896786886,0.06871706931607555,0.07030676310511333,0.07192016750794476,0.07429826688571817,0.07506238702272648
fg2,50.082176037564665,0.06397530760070058,0.06484924882500874,0.06697045027097914,0.06855415871869527,0.0701855049790753,0.07255420426479499,0.07333956103451196
fg2,53.19026604728291,0.0622541736943196,0.06311914034671635,0.0652523052498224,0.0668282905168168,0.0684687554427692,0.07086875124368576,0.07167002698830326
fg2,56.49124351263539,0.060620288927565394,0.06146660552435961,0.06359652447960212,0.06515318055100064,0.06680837039419786,0.06919598448287756,0.07000004471552801
fg2,59.99707899123937,0.05901429478677655,0.05985833388888903,0.06194766995033563,0.06352930385029792,0.0651664564318325,0.06757891449065452,0.06834864590182117
fg2,63.720485931167076,0.05738975818657362,0.05822320433051532,0.060370574721727854,0.06195493069734294,0.06358822880790915,0.06598212622222083,0.06676984418033949
fg2,67.67496677458138,0.05585462827570195,0.05666823396671693,0.05881051048137602,0.06040037960981636,0.06204576447354221,0.06443651084311218,0.06522338909657487
fg2,71.87486192255427,0.05432128118381876,0.05516478830038939,0.05728318136229513,0.058887517742606546,0.06052564137798703,0.0629131318334382,0.06368797904950979
fg2,76.33540173863202,0.05285463941831268,0.05367772794539808,0.05580217299444435,0.05741726849402973,0.059047277178316745,0.06143532998879433,0.06224625164488611
fg2,81.07276177973154,0.05143034479976643,0.05220015793411427,0.05435578107482684,0.055965759760811515,0.05761480703418727,0.0600064577806287,0.06085093561440288
fg2,86.10412145465564,0.0500179144619121,0.05078593770162066,0.052944118402658356,0.05455008639166765,0.05619415246503697,0.058580232011681034,0.0594617800585282
fg2,91.44772632294357,0.048685768769900856,0.04939849465471665,0.051560412291225516,0.05317204004350082,0.05481909175228982,0.05722771499667857,0.05809277286589041
fg2,97.12295425997657,0.04732833122066572,0.04802299067719086,0.05021089510274102,0.05183414645454517,0.05348738909052508,0.05588611788316045,0.056757864233984566
fg2,103.15038572827653,0.046002355478486155,0.04672221248442282,0.04887806423710622,0.050535521081480725,0.0521706740221765,0.05453220909241292,0.05543737429525379
fg2,109.55187840982799,0.044707194794328754,0.0454367432501153,0.04760898980664505,0.04926042090406836,0.05088736242760552,0.05324257967146606,0.05413571929757404
fg2,116.3506464700669,0.04343716429151729,0.044175991390762684,0.046373811177032764,0.048018422136332145,0.049638508832196934,0.05196506438468261,0.05288025931842722
fg2,123.5713447409774,0.042229698359768565,0.04296362224249886,0.045156414042557824,0.046794494737329204,0.048427411015148455,0.05074726281439424,0.051681799991308806
fg2,131.24015812857476,0.04105495424167336,0.04177194216702018,0.04396623976805153,0.04560409910364911,0.04723949094998088,0.04957389869383156,0.05050188854305563
fg2,139.38489656899932,0.0398932571532183,0.04060717930445567,0.04281000389268429,0.044452889386809,0.04607593562118257,0.04841669751341317,0.04938064765284902
fg2,148.0350958775673,0.03875331193338963,0.039469637455751834,0.04168719260651916,0.04331271610474848,0.04494116430448801,0.0472722195701219,0.048249883184780865
