year,model,fg,dbh,q025,q05,q25,q50,q75,q95,q975
1995,3 segment,all,25.06420362308064,16.386040708868553,16.551659573890603,17.005719258216594,17.308170147302967,17.598394333605995,18.062109199493033,18.258991035384874
1995,3 segment,all,26.54831828181627,15.0006330398408,15.145708943148769,15.562921219760916,15.839861531629229,16.105107241312894,16.55075820140058,16.71772890119805
1995,3 segment,all,28.12031110948944,13.736496686489915,13.85621015359702,14.235860493570582,14.495158899330363,14.745830522253916,15.16380141404205,15.309354114579708
1995,3 segment,all,29.785385593937395,12.557553344862868,12.664682088202847,13.02192247820728,13.266256179803829,13.49758823990411,13.901376698735115,14.023265403742798
1995,3 segment,all,31.54905333462511,11.48347832545462,11.580162847850518,11.912306255809167,12.139956608044066,12.3639360016722,12.729333731652984,12.863249508408478
1995,3 segment,all,33.417152286711215,10.487439193888942,10.581019557706245,10.89293379254994,11.109630818715484,11.32264137189275,11.66108115674477,11.795855040596743
1995,3 segment,all,35.39586608539098,9.578363907552019,9.66723323986093,9.96089167455705,10.163444682547796,10.372503531440788,10.692606875108254,10.817391042618492
1995,3 segment,all,37.49174451448249,8.740050024878624,8.82906666392262,9.108697392461735,9.302166599135052,9.4983388736966,9.8167210385074,9.917651303244197
1995,3 segment,all,39.711725187009264,7.964494895627018,8.063180813645541,8.329352907411366,8.512739394757482,8.705424971206948,9.013001606883265,9.109314071972296
1995,3 segment,all,42.06315650954483,7.262815909155984,7.3634990289149425,7.613704840006889,7.792896202581487,7.97436116847074,8.272033356848578,8.35728344489039
1995,3 segment,all,44.55382200633406,6.623129520207939,6.723423007487287,6.964235016039485,7.130439513161912,7.303258290329641,7.593332982323358,7.68358826614753
1995,3 segment,all,47.19196608370695,6.038764808516351,6.140199271673431,6.366015387562985,6.525221544992373,6.693449292664059,6.967208124601146,7.0605979873976805
1995,3 segment,all,49.98632132006839,5.500304712465444,5.603708179744119,5.818874397953887,5.9706808201529835,6.134417039435525,6.3912371114082935,6.483016304079088
1995,3 segment,all,52.94613737179677,5.0187193785670985,5.111858738776726,5.319085902360399,5.463353994672147,5.622116067888983,5.868914657572349,5.9659369909270445
1995,3 segment,all,56.08121159073401,4.582610445929923,4.663857467413421,4.861539605066046,4.99828085772306,5.150895474684257,5.391435288799117,5.490113220509252
1995,3 segment,all,59.40192145461414,4.178175404782904,4.256503315319466,4.44508185412584,4.574073683603454,4.720619500808046,4.957478059831054,5.051507925343318
1995,3 segment,all,62.919258917779054,3.8081457932821285,3.8813358108332485,4.062574410208374,4.1868236284936255,4.325410710284856,4.551207656480364,4.638173392243729
1995,3 segment,all,66.6448667958873,3.474178987645393,3.5400612364199935,3.711385772349967,3.829802166725639,3.9616257826352186,4.164875653235747,4.245077539829285
1995,3 segment,all,70.5910773050526,3.1485284782985117,3.21574250059993,3.383728421845992,3.4943367565653665,3.6162993293253907,3.7997888397241346,3.8696150320314624
1995,3 segment,all,74.77095288298216,2.7894986715559327,2.845359593585935,3.0288072485736244,3.129927162209414,3.236308415428473,3.3857918755771665,3.432376669524417
1995,3 segment,all,79.19832942723741,2.3031089859320946,2.3579726105772427,2.534532441689238,2.6419892029616348,2.7457639653483086,2.885038226107429,2.935055742612666
1995,3 segment,all,83.88786209374108,1.8778706061902444,1.9191921928052478,2.058498303044548,2.1443833808005213,2.230035114288483,2.3557337872322086,2.4132958280861025
1995,3 segment,all,88.85507380712932,1.532737496164493,1.565471526566883,1.6711618689605707,1.7357615899941803,1.800417552662191,1.895062866764897,1.937192498473256
1995,3 segment,all,94.116406643524,1.251573177775184,1.2758106515103194,1.3554177454926917,1.4054605669586593,1.4537606333900586,1.5263343388460149,1.5558889644706917
1995,3 segment,all,99.68927625580851,1.0191156429997852,1.0389063385037056,1.0995221326015687,1.1371887937622573,1.1731045482983586,1.2281627264319468,1.2506428506114118
1995,3 segment,all,105.59212952156116,0.8317296174170153,0.8469619617789022,0.8922260225670315,0.9200894493042886,0.9468710658233827,0.9893236224808831,1.0063471204661438
1995,3 segment,all,111.84450560446815,0.6778028730515393,0.6888971368978479,0.7235981133385117,0.7447099850383819,0.7651107188341445,0.7980022279768852,0.8086872569138714
1995,3 segment,all,118.46710063133654,0.5531494631571942,0.5606736959423714,0.5865641419063535,0.6030738761159351,0.6181219978896983,0.6429196270190761,0.6501177747810744
1995,3 segment,all,125.48183619879632,0.4500844025598884,0.45562644256783946,0.4756514724842423,0.48784251870726913,0.49962663726330503,0.5185881915799643,0.5245115493367439
1995,3 segment,all,132.91193193645643,0.36578071553561875,0.370718201549035,0.38566484434000026,0.39482240075744623,0.40381801023968567,0.41847993821659085,0.4238025233351266
1995,3 segment,all,140.78198236670914,0.2969956156267264,0.30124868585828407,0.3126104906765961,0.3195776173002634,0.32647192070798536,0.3382022623180534,0.34206825607606456
1995,3 segment,all,149.11803831559604,0.24097034816208177,0.24415180293097713,0.2531983678834622,0.25865420953781576,0.2641981722333805,0.2733406379410258,0.27657951018047383
1995,3 segment,all,157.94769314421717,0.1952050925694339,0.1979217236649135,0.20484740575862068,0.20937509523491832,0.21387179006236162,0.22121790595667418,0.2238377984980277
1995,3 segment,all,167.30017408611903,0.1580087472105179,0.16005692709503933,0.165778179137596,0.16941691626940963,0.1732190364893114,0.17911900696579167,0.18143608824974372
1995,3 segment,all,177.20643899299958,0.12777217420855455,0.12929909378858576,0.13406322806117243,0.13714707025809802,0.14030345816191084,0.1452591637825657,0.147093226743828
1995,3 segment,all,187.69927880897004,0.10324299194717837,0.10435524328944394,0.108377422448302,0.11099418112275035,0.11373201990375552,0.117884894608538,0.11957902772548863
1995,3 segment,all,198.81342611257622,0.08315635585618353,0.08420930549641047,0.08768726718932342,0.08981716506313955,0.09220908353649367,0.095742073268252,0.0972131134928085
1995,3 segment,all,210.58567008586633,0.06703051511339336,0.06786913750234984,0.070873154767469193,0.07270198407806182,0.07471995989707643,0.07787827177930463,0.07914934272312733
1995,3 segment,all,223.054978291067,0.05391154679061562,0.05467151246038565,0.05724602573799612,0.05886264161907141,0.060594137512831575,0.06333905760875794,0.06444912108147563
1995,3 segment,all,236.26262565796313,0.04337780099700504,0.044010825399729524,0.04622688059354925,0.047637485089153844,0.04916367582103323,0.051601647328023574,0.052637219086092445
1995,3 segment,all,250.25233110894604,0.03485847342927416,0.03544019594305626,0.03732458040126617,0.03857919485315302,0.039900967366452815,0.04202597671692731,0.04305117895525417
1995,3 segment,all,265.07040227397357,0.02801154806207289,0.028529783066669333,0.0301524070459294,0.031222250881991945,0.032357234303239286,0.03422285937514664,0.0351161211243841
1995,3 segment,all,280.7658887744699,0.022522790418410387,0.02296692400067207,0.02434600938226149,0.025282618213184935,0.026258912730360177,0.027897069944347708,0.028657297168021807
1995,3 segment,all,297.3907445835496,0.01808841476275277,0.01848170662272011,0.019664320233296277,0.020470900722910794,0.021321186442660598,0.022733698817544064,0.023418623559114695
1995,3 segment,all,315,0.01452537431688794,0.014867162767168603,0.015877167078747874,0.016574969970230065,0.017302553085709042,0.01852899629028014,0.019140609623724512
1995,3 segment,fg1,1,111.89602149421763,114.46009900961089,122.81506168508794,128.99962978129685,135.3956186962771,144.5551225266557,148.0464851526407
1995,3 segment,fg1,1.0592125200167528,106.8547060511889,109.07055860936083,116.74245857919915,122.38918246821892,128.20464723301794,136.56807737759834,139.58092046870976
1995,3 segment,fg1,1.12193116256024,101.94934392780962,103.96612809776188,111.035200908782,116.07925425036157,121.36774246354865,129.16314139892555,131.7583827980774
1995,3 segment,fg1,1.188363533980757,97.213001850731,99.18362536664397,105.60779525709773,110.1552337799011,114.91738028466852,121.99913874304382,124.3144746595986
1995,3 segment,fg1,1.2587295335237716,92.80760287509642,94.50676009633888,100.38763784617946,104.45549134412767,108.88202453230342,115.30870144938737,117.2798645558801
1995,3 segment,fg1,1.3332620812232259,88.60778439496742,90.02156739514578,95.4474857932427,99.1110079616661,103.17629928725822,109.0564683900235,110.82926149659846
1995,3 segment,fg1,1.4122078888952336,84.43999211470668,85.78725094205433,90.74809382528429,94.04747707482129,97.77408818531322,103.11989829736464,104.62070689012128
1995,3 segment,fg1,1.4958282767842588,80.49772473336199,81.70048007199756,86.23071309855126,89.2204471167257,92.5660363107504,97.51159967947507,98.95627989537526
1995,3 segment,fg1,1.5844000385649717,76.67779977487203,77.8564050230592,81.90980513903486,84.62723901666496,87.70247351901057,92.1620399225955,93.51307774530018
1995,3 segment,fg1,1.678216357563044,72.98045767091821,74.17298289149964,77.82212971073014,80.2940736076962,83.02740046854623,87.1587580414231,88.46653639886583
1995,3 segment,fg1,1.7775877772276876,69.5185035065175,70.60501831103377,73.92294306509102,76.14025182644544,78.62246265241428,82.39751292590519,83.52028499937835
1995,3 segment,fg1,1.8828432290683172,66.33137543935743,67.29715973419799,70.24316251598108,72.26661187864619,74.51310890477941,78.00925768758046,79.08558232493692
1995,3 segment,fg1,1.9943311214579325,63.13582960845897,63.96946131940472,66.7140732016228,68.57533282536602,70.59484005694773,73.84529189708135,74.79398219128127
1995,3 segment,fg1,2.1124204929072934,60.089160393313676,60.849970070105435,63.37437016733529,65.07183882637125,66.9112985657036,69.88627912939562,70.78305738516076
1995,3 segment,fg1,2.237502233627365,57.20973849311123,57.85874454837786,60.19123060884806,61.75307189370959,63.42955462654,66.18299655439787,67.0809579190519
1995,3 segment,fg1,2.3699903794235544,54.39859985311109,54.94111135193564,57.10754097323926,58.62240747798998,60.20259905885335,62.702544861265714,63.57481498423567
1995,3 segment,fg1,2.5103234822046834,51.67018031042143,52.2430762380975,54.16177358022541,55.616586868643196,57.07682808225011,59.43102951031124,60.19615820618913
1995,3 segment,fg1,2.658966061643253,48.9750494520339,49.63563899652491,51.41065814307556,52.76901809640175,54.137159171946806,56.36497203841144,57.0186840192307
1995,3 segment,fg1,2.8164101427921704,46.412393139073174,47.05867325060347,48.79728576404474,50.06270186984065,51.3830243273871,53.43789835095635,54.0300097074461
1995,3 segment,fg1,2.983176884747637,44.00387786189963,44.62883275836599,46.28614592580165,47.49874974915693,48.77147846519082,50.68051569726639,51.354207620185015
1995,3 segment,fg1,3.159818305749271,41.731623457456955,42.31743433525308,43.8932448816649,45.055081645659456,46.302499940109456,48.103978757182205,48.79237592549962
1995,3 segment,fg1,3.346919110427752,39.56206543896257,40.09579933104731,41.604561606595354,42.76418785703612,43.94108020754101,45.72430307319398,46.35775995957463
1995,3 segment,fg1,3.5450986252484076,37.50172305636376,37.938232543030374,39.44257107666405,40.563582649699526,41.73653662584337,43.47739240917741,44.12741673383967
1995,3 segment,fg1,3.7550128485572913,35.5211924327707,35.92803686841755,37.388992500046996,38.484103492496416,39.61625539154317,41.37161906247837,42.01979009730522
1995,3 segment,fg1,3.977356622015655,33.63024173363754,34.00937635041831,35.4118071078139,36.49763398674985,37.617548360705705,39.38981665938684,40.00390186622385
1995,3 segment,fg1,4.212865930610521,31.825269407859896,32.20225657394527,33.553510579883266,34.62540973690271,35.75022658233546,37.53266839851092,38.117071471275004
1995,3 segment,fg1,4.462320338854692,30.105229887758853,30.482065032342668,31.79212526892786,32.85832364607038,33.96923361493138,35.73470415253521,36.35315836854389
1995,3 segment,fg1,4.726545571240288,28.469321795329833,28.83262663821933,30.10990301548704,31.16468964365619,32.29021315432293,34.04196077968625,34.649389175509775
1995,3 segment,fg1,5.006416245487449,26.88435777569756,27.26675292243446,28.525269893932126,29.581586642853797,30.666936320146505,32.41770307226129,33.04323620164207
1995,3 segment,fg1,5.30285876763557,25.410979836835995,25.781083420484183,27.01732985247757,28.059988211104887,29.146367720688197,30.87171447664555,31.484245569798617
1995,3 segment,fg1,5.616854398560204,24.032497991722682,24.37246203292749,25.581211825311474,26.61684088450308,27.681351449670064,29.39301448538784,30.05176074524147
1995,3 segment,fg1,5.9494425020661375,22.699347896487037,23.013091301100886,24.21497956381746,25.235860993328835,26.27899785784681,27.94880763432706,28.548658047988237
1995,3 segment,fg1,6.301723985308247,21.450254242752273,21.733678628478067,22.93092236888013,23.933771236951618,24.931018173765025,26.483621373717785,27.063579494751153
1995,3 segment,fg1,6.674864942928363,20.24901757266452,20.532554678896215,21.692669306353306,22.693033076813194,23.645223196551576,25.15924376623814,25.631410571378314
1995,3 segment,fg1,7.070100516970632,19.095961291096014,19.399391553152384,20.515035666508354,21.459093111081827,22.38103044591592,23.804645059596997,24.215396713051845
1995,3 segment,fg1,7.4887389853522075,18.01632132080955,18.30367820423206,19.3815757228296,20.25551611071969,21.096925356968743,22.38932563715437,22.852433506719482
1995,3 segment,fg1,7.932166092422615,17.01247686337642,17.268890521879463,18.273778744667872,19.080223408773314,19.8869988496281,21.037099030362054,21.55583627281931
1995,3 segment,fg1,8.401849635946396,16.033453362231526,16.29471741143176,17.200563516097617,17.942209711603176,18.701678760599826,19.819910155432318,20.147765921052688
1995,3 segment,fg1,8.899344325692619,15.106634898456724,15.331746382137409,16.16387297294239,16.820074434754506,17.537116465946532,18.544678773263467,18.909270916319883
1995,3 segment,fg1,9.426296929713669,14.167969558788476,14.403354491067734,15.143415980735572,15.763732350625173,16.428833845289947,17.4066111208681,17.72609373600051
1995,3 segment,fg1,9.984451725348194,13.28515153973266,13.493584357252608,14.156846178017839,14.748472999660105,15.362177482097657,16.307829800422358,16.598879019263762
1995,3 segment,fg1,10.575656272991674,12.408073098837274,12.611558639091184,13.236937695673086,13.778085875813636,14.350280351193714,15.221659274706537,15.536253895370296
1995,3 segment,fg1,11.201867531746496,11.566646094930713,11.756049507176716,12.327098230940123,12.844250412651196,13.391418771862952,14.214631445189806,14.51626586566586
1995,3 segment,fg1,11.865158337195048,10.76633945852566,10.936348595487761,11.480408939915968,11.946536401946208,12.49931055520607,13.347053680733044,13.628229964113308
1995,3 segment,fg1,12.56772426273815,10.00320731728792,10.148454498710294,10.661176091934681,11.111299798751602,11.635150191495121,12.48507852664223,12.72741162507031
1995,3 segment,fg1,13.311890887210561,9.294222027830845,9.418301277096464,9.882855514404458,10.318418093723139,10.840624836430713,11.680980670130591,11.949748421426374
1995,3 segment,fg1,14.100121492830345,8.62624253855774,8.733253557836148,9.158814843561995,9.562587434421095,10.074427551789286,10.9349427015081,11.173643474906713
1995,3 segment,fg1,14.935025218963206,7.996961054437579,8.103165824164218,8.479656541751297,8.847129132318393,9.38263120104596,10.214891384174978,10.446193181541796
1995,3 segment,fg1,15.81936569869178,7.411628617089054,7.502275070480026,7.851846043785011,8.178858144178673,8.704241623932589,9.521205902168951,9.753178645244075
1995,3 segment,fg1,16.7560702067779,6.857358171076346,6.954569459654397,7.269809890848645,7.553241164691672,8.036299755976634,8.897969068764267,9.141881063381176
1995,3 segment,fg1,17.74823934929885,6.342274930449212,6.434540156916878,6.727316975419117,6.9748798127904195,7.422303105859568,8.267308502682672,8.514880511555972
1995,3 segment,fg1,18.799157327031324,5.86372005614729,5.951528397193803,6.2205365301834075,6.444953850033711,6.836771712301226,7.6404876356940985,7.918535165416874
1995,3 segment,fg1,19.91230280655625,5.418990270877651,5.505580432116906,5.75079460933955,5.954114027751821,6.281504727270845,7.097561221348735,7.2936121665225
1995,3 segment,fg1,21.091360435069106,5.003276773013172,5.0878163211059295,5.314358040206182,5.49511907370571,5.764854353193659,6.568675203330624,6.755986574366339
1995,3 segment,fg1,22.34023303701118,4.619283873066986,4.698357775035981,4.90978731382708,5.0746563831744815,5.297483716390951,6.051314945657649,6.263716972215772
1995,3 segment,fg1,23.663054532894137,4.2679654154748645,4.336858572421303,4.534007995491021,4.683040423839648,4.881914405291498,5.530209644939733,5.789211022094923
1995,3 segment,fg1,25.06420362308064,3.929790077897032,3.9929173123259103,4.182896067623508,4.319496802338979,4.492968895444401,5.024683573602388,5.287328500716534
1995,3 segment,fg1,26.54831828181627,3.6109871827908284,3.6782977956439256,3.855786916421414,3.9828264656756742,4.133253689237691,4.541644285224293,4.79970335684643
1995,3 segment,fg1,28.12031110948944,3.321552567070303,3.380447116541591,3.5514592424239564,3.6720024409183325,3.809430312058416,4.103961957608387,4.307436747935704
1995,3 segment,fg1,29.785385593937395,3.0460255087024146,3.103692219216606,3.26993259426835,3.3826431850294716,3.5086091095017933,3.749871599088514,3.863378681706092
1995,3 segment,fg1,31.54905333462511,2.7930581168228983,2.8443791714098032,3.0060009578180216,3.1155983311417197,3.2334022940089064,3.4391500761447302,3.4985421168918234
1995,3 segment,fg1,33.417152286711215,2.5539200386373584,2.599738040593112,2.761428097909337,2.8646908172318897,2.975089873480755,3.149567639902446,3.2185292052772083
1995,3 segment,fg1,35.39586608539098,2.3273489886758583,2.3748570984777544,2.5345812246919586,2.635882055238409,2.742589294354421,2.9074503860784637,2.9624142934452262
1995,3 segment,fg1,37.49174451448249,2.1150109524306275,2.165899629237701,2.3235352803554314,2.4217646188053026,2.5289927384878834,2.6945993429742465,2.7439585855113653
1995,3 segment,fg1,39.711725187009264,1.9244690665104462,1.9654749944901455,2.125032842339194,2.2279679762968483,2.3370322912735713,2.499028728911301,2.5412898818350986
1995,3 segment,fg1,42.06315650954483,1.7445085080338971,1.7788972597960955,1.9406844207002585,2.0502717898834666,2.157784691454437,2.3222143118912904,2.3589160574038757
1995,3 segment,fg1,44.55382200633406,1.5775212125927538,1.6121486550619433,1.7725224421509929,1.8884966966291619,1.9966012755655018,2.156076290344562,2.1947745688934996
1995,3 segment,fg1,47.19196608370695,1.418742936464978,1.4574282730451331,1.6184158831561417,1.7408118081252342,1.8479241854014092,2.0013032844290004,2.0427603443339915
1995,3 segment,fg1,49.98632132006839,1.2767511523007047,1.3169615421032637,1.4770028998208216,1.6053334400662251,1.709230901196253,1.8547273303277723,1.8955424354985304
1995,3 segment,fg1,52.94613737179677,1.149668207646528,1.1861484140146878,1.3498706968411556,1.4772003897486625,1.5781866949286723,1.7142618843000956,1.752291825519323
1995,3 segment,fg1,56.08121159073401,1.0295092861706339,1.0671718566125932,1.2238649767182341,1.3419928293065593,1.4298664791085194,1.5502593756479384,1.5902686472111969
1995,3 segment,fg1,59.40192145461414,0.9179023216169557,0.9503957968261133,1.0731211886551513,1.1641426151038918,1.2396775694008173,1.3445383444482764,1.3753503395631106
1995,3 segment,fg1,62.919258917779054,0.7926824909444462,0.8211949626129117,0.9010758505938654,0.960348751267146,1.0197485456928492,1.1053320263235247,1.1342218494884257
1995,3 segment,fg1,66.6448667958873,0.6527507728152996,0.67190081641102,0.7359029578476386,0.7804803671142382,0.8287120029802649,0.901308163636245,0.9284800670633905
1995,3 segment,fg1,70.5910773050526,0.5261251341338291,0.5413920539877762,0.5879718768736479,0.6237824203425726,0.6683953845775417,0.7615080673869523,0.7891087590963489
1995,3 segment,fg1,74.77095288298216,0.4227099269531205,0.43345284138248824,0.4674835365999229,0.49391197775105833,0.529065050303241,0.6196164464294862,0.6490160919457726
1995,3 segment,fg1,79.19832942723741,0.3389002139196829,0.34619026418245497,0.3716004398482167,0.39071650192901486,0.4169623262297655,0.48768322764783567,0.5111336922229005
1995,3 segment,fg1,83.88786209374108,0.27104333948665005,0.2765774288921317,0.2947005713234678,0.3089740401619382,0.327283741823177,0.37834909209412715,0.39273097568280957
1995,3 segment,fg1,88.85507380712932,0.21617265950206876,0.22025734880918219,0.2336762936164496,0.24435016608473786,0.2577463696290623,0.2921189300690917,0.30346908207879025
1995,3 segment,fg1,94.116406643524,0.17233994220490445,0.17516526759686377,0.1851946198203373,0.19357181971113338,0.20298792124835216,0.22481183643488917,0.23305866507780862
