"fg","year","bin_midpoint","bin_value","bin_count","bin_min","bin_max"
"fg1",1995,49.176557768712,0.242470998512829,146,42.1488515697832,56.2042639676407
"fg1",1995,65.5755051659368,0.0821991566484664,66,56.2042639676407,74.9467463642328
"fg1",1995,87.4430231166713,0.0140097751898014,15,74.9467463642328,99.9392998691097
"fg1",1995,116.602720366912,0.00350208266132588,5,99.9392998691097,133.266140864714
"fg1",1995,155.486325979643,0.000525258234365708,1,133.266140864714,177.706511094572
"fg1",1995,207.336479719973,0,0,177.706511094572,236.966448345373
"fg1",1995,276.47714711774,0,0,236.966448345373,315.987845890107
"fg1",2000,1.16673541359231,68.5991550943046,980,1,1.33347082718462
"fg1",2000,1.55580763706853,45.7747158482904,872,1.33347082718462,1.77814444695244
"fg1",2000,2.07462409674193,29.9184607067159,760,1.77814444695244,2.37110374653142
"fg1",2000,2.76645071037962,21.7870533121347,738,2.37110374653142,3.16179767422781
"fg1",2000,3.6889813171354,15.0545413221389,680,3.16179767422781,4.21616496004298
"fg1",2000,4.91914896842916,10.7252546995929,646,4.21616496004298,5.62213297681534
"fg1",2000,6.55954164397562,7.20891892508717,579,5.62213297681534,7.4969503111359
"fg1",2000,8.74695742194416,5.51817589196061,591,7.4969503111359,9.99696453275241
"fg1",2000,11.6638125487886,4.16621334256899,595,9.99696453275241,13.3306605648247
"fg1",2000,15.5533537675595,2.21591691046483,422,13.3306605648247,17.7760469702942
"fg1",2000,20.7399435139226,1.67357982551074,425,17.7760469702942,23.703840057551
"fg1",2000,27.6561096332728,1.09263650708536,370,23.703840057551,31.6083792089945
"fg1",2000,36.8786153893889,0.642226855184955,290,31.6083792089945,42.1488515697832
"fg1",2000,49.176557768712,0.297276087217784,179,42.1488515697832,56.2042639676407
"fg1",2000,65.5755051659368,0.0909172490202734,73,56.2042639676407,74.9467463642328
"fg1",2000,87.4430231166713,0.0158777452151083,17,74.9467463642328,99.9392998691097
"fg1",2000,116.602720366912,0.00140083306453035,2,99.9392998691097,133.266140864714
"fg1",2000,155.486325979643,0.000525258234365708,1,133.266140864714,177.706511094572
"fg1",2000,207.336479719973,0,0,177.706511094572,236.966448345373
"fg1",2000,276.47714711774,0,0,236.966448345373,315.987845890107
"fg1",2005,1.16673541359231,103.808721433524,1483,1,1.33347082718462
"fg1",2005,1.55580763706853,55.1711311428362,1051,1.33347082718462,1.77814444695244
"fg1",2005,2.07462409674193,36.4139159917266,925,1.77814444695244,2.37110374653142
"fg1",2005,2.76645071037962,24.2373587659385,821,2.37110374653142,3.16179767422781
"fg1",2005,3.6889813171354,15.7408512941776,711,3.16179767422781,4.21616496004298
"fg1",2005,4.91914896842916,9.92833174977797,598,4.21616496004298,5.62213297681534
"fg1",2005,6.55954164397562,6.97235681873716,560,5.62213297681534,7.4969503111359
"fg1",2005,8.74695742194416,5.17270633527272,554,7.4969503111359,9.99696453275241
"fg1",2005,11.6638125487886,4.04717867563845,578,9.99696453275241,13.3306605648247
"fg1",2005,15.5533537675595,2.26317580192024,431,13.3306605648247,17.7760469702942
"fg1",2005,20.7399435139226,1.53575560458633,390,17.7760469702942,23.703840057551
"fg1",2005,27.6561096332728,1.08673036380382,368,23.703840057551,31.6083792089945
"fg1",2005,36.8786153893889,0.606793649381647,274,31.6083792089945,42.1488515697832
"fg1",2005,49.176557768712,0.330491292493514,199,42.1488515697832,56.2042639676407
"fg1",2005,65.5755051659368,0.0871809237180704,70,56.2042639676407,74.9467463642328
"fg1",2005,87.4430231166713,0.019613685265722,21,74.9467463642328,99.9392998691097
"fg1",2005,116.602720366912,0.00140083306453035,2,99.9392998691097,133.266140864714
"fg1",2005,155.486325979643,0,0,133.266140864714,177.706511094572
"fg1",2005,207.336479719973,0,0,177.706511094572,236.966448345373
"fg1",2005,276.47714711774,0,0,236.966448345373,315.987845890107
"fg1",2010,1.16673541359231,121.028509344952,1729,1,1.33347082718462
"fg1",2010,1.55580763706853,76.8511284425425,1464,1.33347082718462,1.77814444695244
"fg1",2010,2.07462409674193,50.9401159927505,1294,1.77814444695244,2.37110374653142
"fg1",2010,2.76645071037962,31.2340140978842,1058,2.37110374653142,3.16179767422781
"fg1",2010,3.6889813171354,19.681598875561,889,3.16179767422781,4.21616496004298
"fg1",2010,4.91914896842916,12.56813902104,757,4.21616496004298,5.62213297681534
"fg1",2010,6.55954164397562,6.99725809308979,562,5.62213297681534,7.4969503111359
"fg1",2010,8.74695742194416,5.24740245563767,562,7.4969503111359,9.99696453275241
"fg1",2010,11.6638125487886,3.57104000791628,510,9.99696453275241,13.3306605648247
"fg1",2010,15.5533537675595,2.43645840392342,464,13.3306605648247,17.7760469702942
"fg1",2010,20.7399435139226,1.50819076040144,383,17.7760469702942,23.703840057551
"fg1",2010,27.6561096332728,1.05719964739611,358,23.703840057551,31.6083792089945
"fg1",2010,36.8786153893889,0.631153978371421,285,31.6083792089945,42.1488515697832
"fg1",2010,49.176557768712,0.30391912827293,183,42.1488515697832,56.2042639676407
"fg1",2010,65.5755051659368,0.0934081325550755,75,56.2042639676407,74.9467463642328
"fg1",2010,87.4430231166713,0.0168117302277617,18,74.9467463642328,99.9392998691097
"fg1",2010,116.602720366912,0.00210124959679553,3,99.9392998691097,133.266140864714
"fg1",2010,155.486325979643,0.000525258234365708,1,133.266140864714,177.706511094572
"fg1",2010,207.336479719973,0,0,177.706511094572,236.966448345373
"fg1",2010,276.47714711774,0,0,236.966448345373,315.987845890107
"fg2",1990,1.16673541359231,99.328776611039,1419,1,1.33347082718462
"fg2",1990,1.55580763706853,69.0295313537865,1315,1.33347082718462,1.77814444695244
"fg2",1990,2.07462409674193,60.0337533917654,1525,1.77814444695244,2.37110374653142
"fg2",1990,2.76645071037962,40.8581053983665,1384,2.37110374653142,3.16179767422781
"fg2",1990,3.6889813171354,29.2456604213904,1321,3.16179767422781,4.21616496004298
"fg2",1990,4.91914896842916,17.3330741584752,1044,4.21616496004298,5.62213297681534
"fg2",1990,6.55954164397562,10.508337776811,844,5.62213297681534,7.4969503111359
"fg2",1990,8.74695742194416,7.9177887586846,848,7.4969503111359,9.99696453275241
"fg2",1990,11.6638125487886,5.11148863878213,730,9.99696453275241,13.3306605648247
"fg2",1990,15.5533537675595,3.61267970236921,688,13.3306605648247,17.7760469702942
"fg2",1990,20.7399435139226,2.49264948129011,633,17.7760469702942,23.703840057551
"fg2",1990,27.6561096332728,1.40861517264789,477,23.703840057551,31.6083792089945
"fg2",1990,36.8786153893889,0.808320007387961,365,31.6083792089945,42.1488515697832
"fg2",1990,49.176557768712,0.528121763884107,318,42.1488515697832,56.2042639676407
"fg2",1990,65.5755051659368,0.325060301291663,261,56.2042639676407,74.9467463642328
"fg2",1990,87.4430231166713,0.144767676961281,155,74.9467463642328,99.9392998691097
"fg2",1990,116.602720366912,0.0287170778228722,41,99.9392998691097,133.266140864714
"fg2",1990,155.486325979643,0.00735361528111991,14,133.266140864714,177.706511094572
"fg2",1990,207.336479719973,0.00196951528169046,5,177.706511094572,236.966448345373
"fg2",1990,276.47714711774,0,0,236.966448345373,315.987845890107
"fg2",1995,1.16673541359231,60.2692576899962,861,1,1.33347082718462
"fg2",1995,1.55580763706853,44.8298249248165,854,1.33347082718462,1.77814444695244
"fg2",1995,2.07462409674193,41.6890130110686,1059,1.77814444695244,2.37110374653142
"fg2",1995,2.76645071037962,31.2340140978842,1058,2.37110374653142,3.16179767422781
"fg2",1995,3.6889813171354,23.4895122688079,1061,3.16179767422781,4.21616496004298
"fg2",1995,4.91914896842916,15.1913437308476,915,4.21616496004298,5.62213297681534
"fg2",1995,6.55954164397562,10.1099173871689,812,5.62213297681534,7.4969503111359
"fg2",1995,8.74695742194416,6.81602098330161,730,7.4969503111359,9.99696453275241
"fg2",1995,11.6638125487886,5.27253554109992,753,9.99696453275241,13.3306605648247
"fg2",1995,15.5533537675595,3.47090302800297,661,13.3306605648247,17.7760469702942
"fg2",1995,20.7399435139226,2.37057659989992,602,17.7760469702942,23.703840057551
"fg2",1995,27.6561096332728,1.48834810694871,504,23.703840057551,31.6083792089945
"fg2",1995,36.8786153893889,0.799461705937134,361,31.6083792089945,42.1488515697832
"fg2",1995,49.176557768712,0.591230653907994,356,42.1488515697832,56.2042639676407
"fg2",1995,65.5755051659368,0.359932670778891,289,56.2042639676407,74.9467463642328
"fg2",1995,87.4430231166713,0.156909482125776,168,74.9467463642328,99.9392998691097
"fg2",1995,116.602720366912,0.0420249919359105,60,99.9392998691097,133.266140864714
"fg2",1995,155.486325979643,0.00997990645294845,19,133.266140864714,177.706511094572
"fg2",1995,207.336479719973,0.00393903056338091,10,177.706511094572,236.966448345373
"fg2",1995,276.47714711774,0.00088619049245287,3,236.966448345373,315.987845890107
"fg2",2000,1.16673541359231,56.629302521727,809,1,1.33347082718462
"fg2",2000,1.55580763706853,43.7274521807636,833,1.33347082718462,1.77814444695244
"fg2",2000,2.07462409674193,42.9881040680707,1092,1.77814444695244,2.37110374653142
"fg2",2000,2.76645071037962,34.9832766597285,1185,2.37110374653142,3.16179767422781
"fg2",2000,3.6889813171354,23.3788171120274,1056,3.16179767422781,4.21616496004298
"fg2",2000,4.91914896842916,16.004869242117,964,4.21616496004298,5.62213297681534
"fg2",2000,6.55954164397562,10.234423758932,822,5.62213297681534,7.4969503111359
"fg2",2000,8.74695742194416,7.24552367540006,776,7.4969503111359,9.99696453275241
"fg2",2000,11.6638125487886,5.29354165879355,756,9.99696453275241,13.3306605648247
"fg2",2000,15.5533537675595,3.54441685915584,675,13.3306605648247,17.7760469702942
"fg2",2000,20.7399435139226,2.5635305091941,651,17.7760469702942,23.703840057551
"fg2",2000,27.6561096332728,1.56512796960876,530,23.703840057551,31.6083792089945
"fg2",2000,36.8786153893889,0.892473871170817,403,31.6083792089945,42.1488515697832
"fg2",2000,49.176557768712,0.601195215490713,362,42.1488515697832,56.2042639676407
"fg2",2000,65.5755051659368,0.376123413755104,302,56.2042639676407,74.9467463642328
"fg2",2000,87.4430231166713,0.171853242328231,184,74.9467463642328,99.9392998691097
"fg2",2000,116.602720366912,0.0511304068553578,73,99.9392998691097,133.266140864714
"fg2",2000,155.486325979643,0.0147072305622398,28,133.266140864714,177.706511094572
"fg2",2000,207.336479719973,0.00393903056338091,10,177.706511094572,236.966448345373
"fg2",2000,276.47714711774,0.00118158732327049,4,236.966448345373,315.987845890107
"fg2",2005,1.16673541359231,59.0792723465236,844,1,1.33347082718462
"fg2",2005,1.55580763706853,37.2182035968324,709,1.33347082718462,1.77814444695244
"fg2",2005,2.07462409674193,37.673640653062,957,1.77814444695244,2.37110374653142
"fg2",2005,2.76645071037962,29.4627089505562,998,2.37110374653142,3.16179767422781
"fg2",2005,3.6889813171354,22.5375339204961,1018,3.16179767422781,4.21616496004298
"fg2",2005,4.91914896842916,15.4735872755737,932,4.21616496004298,5.62213297681534
"fg2",2005,6.55954164397562,9.76129954623202,784,5.62213297681534,7.4969503111359
"fg2",2005,8.74695742194416,7.08679441962455,759,7.4969503111359,9.99696453275241
"fg2",2005,11.6638125487886,5.06947640339488,724,9.99696453275241,13.3306605648247
"fg2",2005,15.5533537675595,3.59167575061125,684,13.3306605648247,17.7760469702942
"fg2",2005,20.7399435139226,2.57140617896121,653,17.7760469702942,23.703840057551
"fg2",2005,27.6561096332728,1.44995817561868,491,23.703840057551,31.6083792089945
"fg2",2005,36.8786153893889,0.848182363916682,383,31.6083792089945,42.1488515697832
"fg2",2005,49.176557768712,0.642714222085376,387,42.1488515697832,56.2042639676407
"fg2",2005,65.5755051659368,0.388577831429114,312,56.2042639676407,74.9467463642328
"fg2",2005,87.4430231166713,0.164381362227003,176,74.9467463642328,99.9392998691097
"fg2",2005,116.602720366912,0.051830823387623,74,99.9392998691097,133.266140864714
"fg2",2005,155.486325979643,0.0147072305622398,28,133.266140864714,177.706511094572
"fg2",2005,207.336479719973,0.00512073973239518,13,177.706511094572,236.966448345373
"fg2",2005,276.47714711774,0.00118158732327049,4,236.966448345373,315.987845890107
"fg2",2010,1.16673541359231,63.4892180311574,907,1,1.33347082718462
"fg2",2010,1.55580763706853,47.3495340540802,902,1.33347082718462,1.77814444695244
"fg2",2010,2.07462409674193,39.3663956667314,1000,1.77814444695244,2.37110374653142
"fg2",2010,2.76645071037962,31.7654056420826,1076,2.37110374653142,3.16179767422781
"fg2",2010,3.6889813171354,23.53379033152,1063,3.16179767422781,4.21616496004298
"fg2",2010,4.91914896842916,16.353523032661,985,4.21616496004298,5.62213297681534
"fg2",2010,6.55954164397562,9.62434253729254,773,5.62213297681534,7.4969503111359
"fg2",2010,8.74695742194416,7.52563412676862,806,7.4969503111359,9.99696453275241
"fg2",2010,11.6638125487886,4.97144785415796,710,9.99696453275241,13.3306605648247
"fg2",2010,15.5533537675595,3.33962832951572,636,13.3306605648247,17.7760469702942
"fg2",2010,20.7399435139226,2.35088742548215,597,17.7760469702942,23.703840057551
"fg2",2010,27.6561096332728,1.46472353382254,496,23.703840057551,31.6083792089945
"fg2",2010,36.8786153893889,0.852611514642096,385,31.6083792089945,42.1488515697832
"fg2",2010,49.176557768712,0.604516736018286,364,42.1488515697832,56.2042639676407
"fg2",2010,65.5755051659368,0.387332389661713,311,56.2042639676407,74.9467463642328
"fg2",2010,87.4430231166713,0.180259107442112,193,74.9467463642328,99.9392998691097
"fg2",2010,116.602720366912,0.0574341556457444,82,99.9392998691097,133.266140864714
"fg2",2010,155.486325979643,0.012606197624777,24,133.266140864714,177.706511094572
"fg2",2010,207.336479719973,0.00787806112676182,20,177.706511094572,236.966448345373
"fg2",2010,276.47714711774,0.00206777781572336,7,236.966448345373,315.987845890107
"fg3",1990,1.16673541359231,1681.16929377542,24017,1,1.33347082718462
"fg3",1990,1.55580763706853,1115.81119274227,21256,1.33347082718462,1.77814444695244
"fg3",1990,2.07462409674193,875.11497567144,22230,1.77814444695244,2.37110374653142
"fg3",1990,2.76645071037962,535.996937581461,18156,2.37110374653142,3.16179767422781
"fg3",1990,3.6889813171354,312.271037277601,14105,3.16179767422781,4.21616496004298
"fg3",1990,4.91914896842916,149.174014668487,8985,4.21616496004298,5.62213297681534
"fg3",1990,6.55954164397562,66.8474709996425,5369,5.62213297681534,7.4969503111359
"fg3",1990,8.74695742194416,36.750491219555,3936,7.4969503111359,9.99696453275241
"fg3",1990,11.6638125487886,16.6928615272008,2384,9.99696453275241,13.3306605648247
"fg3",1990,15.5533537675595,6.68450764697093,1273,13.3306605648247,17.7760469702942
"fg3",1990,20.7399435139226,3.38653799985703,860,17.7760469702942,23.703840057551
"fg3",1990,27.6561096332728,1.94902728290902,660,23.703840057551,31.6083792089945
"fg3",1990,36.8786153893889,0.961125707414726,434,31.6083792089945,42.1488515697832
"fg3",1990,49.176557768712,0.357063456714098,215,42.1488515697832,56.2042639676407
"fg3",1990,65.5755051659368,0.0772173895788624,62,56.2042639676407,74.9467463642328
"fg3",1990,87.4430231166713,0.0112078201518411,12,74.9467463642328,99.9392998691097
"fg3",1990,116.602720366912,0.0028016661290607,4,99.9392998691097,133.266140864714
"fg3",1990,155.486325979643,0,0,133.266140864714,177.706511094572
"fg3",1990,207.336479719973,0,0,177.706511094572,236.966448345373
"fg3",1990,276.47714711774,0,0,236.966448345373,315.987845890107
"fg3",1995,1.16673541359231,1009.31756867835,14419,1,1.33347082718462
"fg3",1995,1.55580763706853,682.946161910846,13010,1.33347082718462,1.77814444695244
"fg3",1995,2.07462409674193,565.852571313598,14374,1.77814444695244,2.37110374653142
"fg3",1995,2.76645071037962,380.682997913248,12895,2.37110374653142,3.16179767422781
"fg3",1995,3.6889813171354,235.360042346556,10631,3.16179767422781,4.21616496004298
"fg3",1995,4.91914896842916,122.510300972595,7379,4.21616496004298,5.62213297681534
"fg3",1995,6.55954164397562,60.7964613319528,4883,5.62213297681534,7.4969503111359
"fg3",1995,8.74695742194416,32.5208234038897,3483,7.4969503111359,9.99696453275241
"fg3",1995,11.6638125487886,16.2097208202474,2315,9.99696453275241,13.3306605648247
"fg3",1995,15.5533537675595,6.35894639472254,1211,13.3306605648247,17.7760469702942
"fg3",1995,20.7399435139226,3.27234078823394,831,17.7760469702942,23.703840057551
"fg3",1995,27.6561096332728,1.92244963814208,651,23.703840057551,31.6083792089945
"fg3",1995,36.8786153893889,1.00541721466886,454,31.6083792089945,42.1488515697832
"fg3",1995,49.176557768712,0.380314100407109,229,42.1488515697832,56.2042639676407
"fg3",1995,65.5755051659368,0.0958990160898775,77,56.2042639676407,74.9467463642328
"fg3",1995,87.4430231166713,0.0168117302277617,18,74.9467463642328,99.9392998691097
"fg3",1995,116.602720366912,0.00210124959679553,3,99.9392998691097,133.266140864714
"fg3",1995,155.486325979643,0.000525258234365708,1,133.266140864714,177.706511094572
"fg3",1995,207.336479719973,0,0,177.706511094572,236.966448345373
"fg3",1995,276.47714711774,0,0,236.966448345373,315.987845890107
"fg3",2000,1.16673541359231,1045.71712036104,14939,1,1.33347082718462
"fg3",2000,1.55580763706853,843.47263102102,16068,1.33347082718462,1.77814444695244
