"fg","dbh_bin","q025","q25","q50","q75","q975"
"fg2",2.60309533275933,5.36136406810361,11.5311629284753,16.8162792706932,26.1017899984238,56.3188682158868
"fg2",3.41246424913243,6.8309606478468,13.2650153253294,18.8843682741697,29.1621439278108,59.0554304326083
"fg2",4.47348666222804,7.89633983145593,16.6909405432098,23.9396969493346,34.8650560283068,86.2957138723397
"fg2",5.86440808053007,11.4350699040714,22.8952075536394,34.0921338754923,51.5246618896457,103.006499714068
"fg2",7.68780254233678,18.2858758504364,35.032174331618,53.1854000288011,81.0837117878206,167.841089973058
"fg2",10.0781369779126,18.4937292401797,41.3513351755741,61.4368662547934,91.0899201985809,191.77660896481
"fg2",13.2116875253013,22.8847626596825,46.0410925622457,70.7328218764809,105.347200449821,203.464445302639
"fg2",17.3195390823467,32.3655929044081,70.8686054979213,107.64507712035,165.551569217694,297.945822569042
"fg2",22.7046267519177,53.8570067102331,113.201760705449,172.674986896335,238.028688384986,346.46131050969
"fg2",29.7640759083095,65.5855781344948,123.709324026143,189.052580620837,257.487525826788,353.730956703729
"fg2",39.0184883616633,92.2075238519748,153.915957349649,225.484370742686,287.568820422811,387.902471773294
"fg2",51.1503343399355,138.44289144182,217.984936881594,289.093774940526,362.291591790847,410.10936081517
"fg2",67.054281519984,171.087363014879,251.554826059239,311.675635675456,375.473047964521,410.885416436172
"fg2",87.9031726416461,208.981438290701,266.240346962714,291.663218853936,330.225767343004,399.689534603715
"fg2",115.234517249494,305.348118916335,412.197295117165,412.197295117165,412.197295117165,412.197295117165
"fg2",151.063875929237,412.197295117165,412.197295117165,412.197295117165,412.197295117165,412.197295117165
"fg2",198.033498603164,412.197295117165,412.197295117165,412.197295117165,412.197295117165,412.197295117165
"fg2",NA,412.197295117165,412.197295117165,412.197295117165,412.197295117165,412.197295117165
"fg3",1.15546278812523,2.46499497384074,4.88821037185367,7.22786661821099,10.9880284427138,23.856137797679
"fg3",1.51472572135904,3.00812945960226,5.84914061589328,8.56481304470088,12.8263297791374,27.5745200463541
"fg3",1.985692689134,3.80194140033063,7.93811940728374,12.1578565658925,18.5083520917195,43.784995467544
"fg3",2.60309533275933,5.9326997675489,11.82361995927,17.8816584543023,26.9060468331091,58.4297812845867
"fg3",3.41246424913243,7.3114257698666,14.4975128122498,21.7671590062886,32.0449346599296,69.5713496684678
"fg3",4.47348666222804,8.6483721963565,16.8789486344349,25.9451165890695,39.3563604297962,87.8467806249472
"fg3",5.86440808053007,11.4058242009919,25.0259659208577,38.8132259440347,60.0372504645618,129.464460596424
"fg3",7.68780254233678,18.8425886983419,38.1447527307898,57.4886963390654,85.2721142645585,172.014869598256
"fg3",10.0781369779126,20.4813925601878,42.0511430706899,62.8782616208528,93.4504662328522,187.194433985895
"fg3",13.2116875253013,24.2760225347485,46.6573413057059,72.2995559700238,104.741396600318,206.511220869882
"fg3",17.3195390823467,36.2239367321062,74.660102004295,115.499637375978,170.178657240624,294.803998466791
"fg3",22.7046267519177,56.3857155372112,107.561517968695,164.360851306601,222.977596193018,332.174784555371
"fg3",29.7640759083095,59.8701321612505,124.71203384601,171.045583439051,236.4723991854,338.824004048367
"fg3",39.0184883616633,85.1091739188301,138.687301960413,190.765543229777,270.491418803193,381.215650662053
"fg3",51.1503343399355,160.852411426461,260.923895938625,305.158021846318,353.340317669739,408.420421462331
