"fg","dbh_bin","q025","q25","q50","q75","q975","mean","sd","ci_min","ci_max"
"fgfg2",22.7046267519177,2216.3970994566,4834.50339777501,7177.00228200094,10352.9177992916,17029.7086842223,6908.59079242962,1.71425740704722,6582.71925481976,7250.59430451895
"fgfg2",29.7640759083095,3760.87890993801,7712.93951036651,11210.9358895381,15660.9207606389,23880.3960907196,10649.1800975698,1.65137790175901,10080.5670241093,11249.8668457092
"fgfg2",39.0184883616633,6466.18199312493,12621.4154481265,18807.5372215408,24140.6351206563,40428.041494993,17637.3126510638,1.59528225300069,16590.8906989949,18749.7346101026
"fgfg2",51.1503343399355,13956.17510874,22649.6722733828,32534.1093512267,41387.2001954423,58409.5933981662,30816.4495757677,1.49413663847729,29144.2666162817,32584.5757918404
"fgfg2",67.054281519984,23063.4584507131,37476.2756296454,47379.4220892878,56915.8273771594,78754.2904698098,45582.3642492384,1.38844252600655,43369.0719620893,47908.6094433031
"fgfg2",87.9031726416461,38449.0973001668,52768.5240330331,63568.6029647228,76219.7296967895,113284.316087492,65069.5246380981,1.35919134768337,61134.9899147571,69257.2787291165
"fgfg2",115.234517249494,61107.9912715697,104945.127304048,113925.082456155,135914.895084079,212704.750375885,116348.742166434,1.3827260507859,104341.218536639,129738.08427355
"fgfg2",151.063875929237,103437.111509587,193916.829919431,200452.606166015,215550.597084653,252338.301042848,182172.138777416,1.47526431187104,129557.851998953,256153.429797571
"fgfg2",198.033498603164,179636.334474817,309841.146694563,373076.891958263,490833.331660817,537233.955764094,347714.133068861,1.60225199407783,230022.947452506,525621.985436011
"fgfg3",1.15546278812523,2.31792050559205,6.50572721255176,11.5935911231922,21.2917120058422,69.5960688182009,11.915541114535,2.38741599433156,11.8089333330648,12.0231113215477
"fgfg3",1.51472572135904,12.8996118230952,28.674027672008,45.0446627690711,71.328926352797,170.291169922943,45.5660942373622,1.93303908472703,44.7980041827834,46.3473536806829
"fgfg3",1.985692689134,17.2903021409991,39.3036649560498,61.66383247756,95.9811813134832,215.617824978504,61.7207506016316,1.91455042960769,60.6831111626597,62.77613296091
"fgfg3",2.60309533275933,25.4934924063937,55.8810170052909,86.5439340287069,133.035456766309,303.700157586927,86.6772039102442,1.87880102291088,85.2771332578501,88.100260769571
"fgfg3",3.41246424913243,37.9024069926445,80.3977307974098,126.268737927444,200.351348797815,450.659837195092,127.623028317917,1.90920742640608,125.383563611163,129.902491905133
"fgfg3",4.47348666222804,62.9257908916631,139.091669560826,217.30674237771,339.071930332539,812.210318099038,218.750722251369,1.91600523809909,214.650250829437,222.929525125593
"fgfg3",5.86440808053007,132.018283520569,293.725605138715,458.064171058769,690.804129039066,1530.42897913441,450.357131759427,1.88937417706709,440.674596604968,460.252412299574
"fgfg3",7.68780254233678,210.841425146023,474.973660215004,698.688448501035,1065.37394043703,2257.32178702256,701.832575637511,1.8364165306761,685.851724668472,718.185792219275
"fgfg3",10.0781369779126,331.334605389978,674.614666111259,1008.16043201667,1532.59708683485,3260.58590228585,1018.94209375533,1.80384257471908,992.304013536484,1046.29526461985
"fgfg3",13.2116875253013,553.221748421165,1128.14485311915,1770.69428361957,2627.50002939225,5478.53170835724,1743.48980814911,1.82763880134354,1684.34975677421,1804.70635560955
"fgfg3",17.3195390823467,1199.79201576114,2565.93552359236,3994.78381987284,6202.007464517,11059.7086441425,3904.78911795561,1.82161206274514,3746.89963889572,4069.33185437501
"fgfg3",22.7046267519177,2444.38946374227,4935.9892995199,7072.48916655002,10105.5162843272,16578.7709220951,6913.84249460597,1.66167451343309,6640.0982081875,7198.87214639063
"fgfg3",29.7640759083095,3255.20423046579,7067.48764678937,10151.0472664405,14639.6308060405,22465.8905665755,9707.25651891467,1.68097785515918,9266.0949059112,10169.4219712662
"fgfg3",39.0184883616633,6035.97000350634,11901.330341867,16720.8239403299,22571.409261299,44033.535616357,16142.5851747591,1.62118729859308,15204.1579449913,17138.9337750334
"fgfg3",51.1503343399355,15093.9587443533,28963.4258560897,35869.7240587999,41618.5436153758,65515.7628562599,34259.8940471576,1.45532295443319,31704.3517401213,37021.4268925459
"fgfg3",67.054281519984,24151.7991945565,39353.6554390735,52171.8351116257,64505.937895178,88217.9401161585,49826.9145282593,1.45540143320619,44151.7898722098,56231.5008880114
"fgfg3",87.9031726416461,51742.7453422836,67838.8043346375,72987.6960042868,74500.4941194617,132354.176108182,74731.8282786494,1.37730019698896,58954.052576856,94732.1840273628
"fgfg3",115.234517249494,117665.490626177,124805.128650598,132738.059788843,140670.990927088,147810.628951509,131786.444411897,1.18512651834484,104145.363207972,166763.707915135
"fgfg4",1.15546278812523,2.06138051940791,6.3033788745312,11.9723189152642,22.5109004703433,77.8730660609222,12.0202331945792,2.54990171010457,11.7499764518117,12.2967060099754
"fgfg4",1.51472572135904,11.6261713771606,32.1955580573791,51.7516468502839,81.9009456537898,175.160373785171,50.3092393512643,2.00169131953351,47.8174738847976,52.9308505547692
"fgfg4",1.985692689134,17.3831444754476,40.8984605380033,65.4686301187123,106.815076203324,274.578948106242,66.2314899045815,2.03265096221562,62.339445018838,70.3665272229343
"fgfg4",2.60309533275933,25.5205905735913,55.4311127989415,83.2297144577683,139.447707072104,306.041489144482,85.0954820327931,1.95396908132562,79.7780252604296,90.7673640548873
"fgfg4",3.41246424913243,26.9286798417521,70.117730781434,116.906265117258,179.692730223517,455.678167764359,114.424229059986,2.05210275155546,105.665063604797,123.909490509953
"fgfg4",4.47348666222804,37.9719228401334,118.604702902739,196.285286759585,319.846499423423,687.888849053554,186.452001522648,2.14726340687101,168.543293413288,206.263614337684
"fgfg4",5.86440808053007,101.34890837191,190.648773716345,343.953365436246,607.413316666282,1410.27210656957,336.469683400181,2.08316086566725,292.789393036556,386.666493185712
"fgfg4",7.68780254233678,193.735406083614,402.845403827536,612.219983897535,937.954180102208,2510.73773180128,620.806653024845,1.96429179186931,541.209644508844,712.110185674291
"fgfg4",10.0781369779126,224.665259893859,553.662627638419,1155.70027212763,1880.88527226723,3386.73972765153,1028.0834122954,2.1199360809683,869.243291078422,1215.94899090408
"fgfg4",13.2116875253013,533.706403106242,975.59097376949,1551.84329739132,2548.68894230211,4610.02337848903,1545.30410494414,1.82832566498138,1307.30750160852,1826.62822160741
"fgfg4",17.3195390823467,1234.8476152097,2139.77501422635,2977.82512713512,4670.52746967904,8899.35179901407,3201.4953019179,1.82640265838688,2502.89946033951,4095.07945908945
"fgfg4",22.7046267519177,2104.77378684375,2553.72351074702,7499.35994874083,10859.4522883259,15581.4344103699,5855.40593558785,2.46358331950831,2656.68145126261,12905.4910419248
"fgfg4",29.7640759083095,5070.39855703333,5070.39855703333,5070.39855703333,5070.39855703333,5070.39855703333,5070.39855703332,NA,NA,NA
"fgfg5",1.15546278812523,2.18723919627909,6.27808640026135,11.354804418683,21.1855873461334,66.6232555195187,11.6258480846136,2.40915662482887,11.3260403322039,11.9335919458282
"fgfg5",1.51472572135904,10.543667771403,28.3617178795101,43.8920723269426,68.0600305853118,156.906735149253,43.6428643490638,1.98268425190237,41.580552287599,45.8074629556771
"fgfg5",1.985692689134,16.408665529932,38.5388670050478,60.8916349308847,95.6315261357028,203.024594097066,59.800828775767,1.89091074277025,57.279243582873,62.4334208794947
"fgfg5",2.60309533275933,25.5075646042025,53.6001846464388,82.7099631238704,130.231730441412,297.097368364391,84.2556318415632,1.91249548389456,80.6197199302774,88.055521690729
"fgfg5",3.41246424913243,38.2503345049223,83.3128992631269,127.979341416564,198.56358263613,484.288478027026,129.697812212533,1.91843166736292,124.084668524234,135.564874313478
"fgfg5",4.47348666222804,52.5338403488822,132.349001528733,213.751122691234,336.333073085752,772.84118191017,212.489935627074,1.9752038874006,202.902683487054,222.530190172073
"fgfg5",5.86440808053007,110.336106113235,299.153899066435,480.101826816271,752.189893302047,1599.89764111152,466.898508431457,1.97471461267715,443.899402658454,491.089232988332
"fgfg5",7.68780254233678,194.407405387773,430.608504167593,678.011002217915,1101.77053888582,2411.15755662223,683.874189399525,1.91912673344053,649.828910508445,719.703139340057
"fgfg5",10.0781369779126,289.169690823899,653.666766190549,1085.37310720218,1669.51618607764,3881.90894450835,1056.57330514728,1.97918738339019,997.874937724248,1118.7245083996
"fgfg5",13.2116875253013,449.53876145426,1075.6631866034,1759.00833181499,2858.0302546865,5637.01573590366,1729.46886327828,1.92739624081864,1614.09513998162,1853.08937184652
"fgfg5",17.3195390823467,1337.62263954418,2968.70815107675,4157.38153294832,6018.8376561949,12555.1419404958,4074.13980257847,1.79829547643625,3791.00944819778,4378.41565888077
"fgfg5",22.7046267519177,2007.62187941952,5057.43340764532,7446.58703021258,11296.9122585745,19705.8630016698,7423.57101117019,1.77093684041028,6741.30962934161,8174.88137883806
"fgfg5",29.7640759083095,3331.40366609178,6247.56227313241,9087.97774729441,14478.607444266,27621.8011674734,9349.48410003897,1.75254961084062,8174.1263574863,10693.8465487292
"fgfg5",39.0184883616633,7630.05529664609,11555.3155861369,20316.139810828,27227.3999781769,40109.1708713238,18316.4216646943,1.66268492075164,15705.8446053758,21360.9207927633
"fgfg5",51.1503343399355,15761.3514138869,20586.9850291443,32481.9469560937,36540.0990607293,55495.9212083602,29052.2861707068,1.46730464424831,25205.8569621705,33485.6828320253
"fgfg5",67.054281519984,36411.888639122,46142.2391788246,50987.410349446,56319.7733369685,63730.037092545,50185.6747614208,1.18627256643873,46377.6686041355,54306.3510319388
"fgfg5",87.9031726416461,51188.4349552625,77949.6571672793,88078.2188995848,88636.3337132407,89557.3492449036,76098.8984052396,1.35576409804997,56472.927768537,102545.459697547
"fgfg5",115.234517249494,154183.09679933,237694.30095207,268807.904813409,277583.214296228,300781.023626965,237399.707312697,1.39656514049012,171128.68687845,329334.736683773
NA,1.15546278812523,2.42844721949465,6.2990267760659,11.3613780874538,22.6385194242354,75.4461008616699,12.2053452620944,2.41405794782311,11.298866303326,13.1845486943303
NA,1.51472572135904,17.2177735235561,33.5850578008635,47.7618986648439,71.4809307700443,151.489161176899,48.4092169407282,1.78785674076606,43.4283493082199,53.961348339135
NA,1.985692689134,17.2141065513539,38.3504045462036,57.8244919049148,96.2000268992177,225.16419330508,59.5122749430395,1.89694300976147,53.4198240506394,66.2995607312102
NA,2.60309533275933,17.6137771402336,47.1879512205746,80.3551658560204,131.460810916264,247.954329170221,77.1896383145845,1.9604602817066,69.7607353204943,85.4096539516545
NA,3.41246424913243,20.1663968386128,88.3416839531352,130.818322118872,184.024017950449,451.285730295909,117.521641894951,2.16315094882197,103.515154330436,133.423327270491
NA,4.47348666222804,15.8276615367492,61.3139765306027,169.856163978899,297.458551399371,665.167070547306,139.386383529482,2.80101389301738,119.22781363457,162.953285153546
NA,5.86440808053007,20.867876125251,68.5635642039846,220.652079441989,576.991428660423,1136.34856398644,200.817200092049,3.33427477684748,164.61710348789,244.977872884132
NA,7.68780254233678,63.5048507868891,105.703826244495,439.428608837742,833.9220434954,1930.16983757136,338.487766287109,3.12376636149714,256.616652738438,446.479083502108
NA,10.0781369779126,138.816328903365,374.284956602374,840.512728083014,965.94354550321,2454.14369118648,659.682360080685,2.22412643639737,500.094940909218,870.19639792881
NA,13.2116875253013,855.786739736902,1442.46266934986,2267.46868161179,3062.74119495514,4521.58422034202,2098.92812021279,1.67419191811489,1692.29872231812,2603.2633575385
NA,17.3195390823467,3102.93308337166,3890.64272445694,4768.24193351126,6205.69154576087,10986.5662104345,5191.00795955081,1.48322947666031,4303.93702360455,6260.91029871811
NA,22.7046267519177,13124.5485575156,13124.5485575156,13124.5485575156,13124.5485575156,13124.5485575156,13124.5485575156,NA,NA,NA
NA,39.0184883616633,25927.4710026762,25927.4710026762,25927.4710026762,25927.4710026762,25927.4710026762,25927.4710026762,NA,NA,NA
NA,51.1503343399355,24291.9000270946,36580.0037009283,41189.8109180977,45031.2307643468,55244.6885366952,38482.1845714172,1.45592931493603,26630.858760268,55607.6145617212
NA,67.054281519984,71058.3021673853,71058.3021673853,71058.3021673853,71058.3021673853,71058.3021673853,71058.3021673854,NA,NA,NA
NA,198.033498603164,285865.20819247,285865.20819247,285865.20819247,285865.20819247,285865.20819247,285865.20819247,NA,NA,NA
