"fg","dbh_bin","q025","q25","q50","q75","q975"
"fg3",17.3195390823467,8.97886419216256,18.7481231770748,30.6821757521654,43.4037226229291,79.7406110146776
"fg3",22.7046267519177,10.5624247617023,23.0491539637096,35.3155342272856,48.8517465061888,74.7210274125464
"fg3",29.7640759083095,9.06776357198851,21.4846839400984,31.0922593489863,43.6923971050591,65.621395582456
"fg3",39.0184883616633,12.2294539398103,21.0033332070438,29.4394446944131,41.3070690825603,58.4936300340684
"fg3",51.1503343399355,18.2159785437144,29.5990925005472,38.8541443956015,45.8142282589525,56.9859180430884
"fg3",67.054281519984,19.0079317100521,23.9633900847328,32.2412043266646,39.4496332051804,49.7407402562296
"fg3",87.9031726416461,19.4252411274313,27.0179072471681,29.0407735686954,31.4353649528124,33.6316636258762
"fg3",115.234517249494,35.3290248202235,40.9309469760008,47.1553049268644,53.3796628777281,58.9815850335054
"fg4",1.15546278812523,4.9832372843351,9.93636437359868,14.4879078144498,22.0695360061775,51.8648110106779
"fg4",1.51472572135904,4.55498438591289,9.5013276099112,14.0867953800819,21.0282582808285,48.2370306901406
"fg4",1.985692689134,4.57930238361837,9.95279332768096,14.8802858146931,23.3701609357024,56.123066094116
"fg4",2.60309533275933,6.84728733235078,12.5696974326997,18.9533900712281,27.9404961732832,59.2561920464062
"fg4",3.41246424913243,6.21067528958956,11.6850720744612,16.8269780015762,26.2863321259075,56.2254278934332
"fg4",4.47348666222804,6.01799184042091,10.8486022635595,17.0648141960342,24.9670291509499,47.7304516000275
"fg4",5.86440808053007,5.57309897978694,12.3773391703219,19.0376554764808,28.576409795579,49.9688537673454
"fg4",7.68780254233678,6.898599091136,14.2315422235008,20.4636662257342,32.1163136546046,67.6869214213887
"fg4",10.0781369779126,6.62857884974902,15.2946470289833,25.2763687486009,36.0151615065551,67.8065866201455
"fg4",13.2116875253013,5.37774434640547,11.2065857437048,19.5659437992822,29.9420442725038,53.8950684532125
"fg4",17.3195390823467,8.5253773455773,12.7677640243464,23.9635055546454,32.2393381755105,44.8571368811291
"fg4",22.7046267519177,9.08216010373105,15.0583646863555,34.1043595636003,44.4976975882202,59.5472885214156
"fg4",29.7640759083095,14.9904979643251,14.9904979643251,14.9904979643251,14.9904979643251,14.9904979643251
"fg5",1.15546278812523,2.3193691858544,7.62351718947799,13.8045370398775,25.8842142855958,64.171835507643
"fg5",1.51472572135904,2.63539465419539,7.73490920082182,12.7575558369188,21.002430151309,58.7474819547084
"fg5",1.985692689134,3.44264627402865,9.24950094696872,15.5109862698273,26.132738977953,66.7993651519026
"fg5",2.60309533275933,5.07207621997213,12.2757260974046,19.504881164006,31.283845755097,75.9980829141629
"fg5",3.41246424913243,5.24145560006863,12.1925157154319,18.6798449406777,29.6492570737708,70.4414101423265
"fg5",4.47348666222804,5.84664075748998,12.5620666742074,18.7693800946904,29.1179679769716,70.6410995303209
"fg5",5.86440808053007,6.22786143287095,14.5234940327147,23.8650031278469,36.7778599668466,85.8385222808766
"fg5",7.68780254233678,8.77120719816688,17.9498838627833,28.4265732197112,44.0421933644836,89.7656172637939
"fg5",10.0781369779126,8.07314182047042,17.1110733307326,26.2411900181596,39.0798995731953,90.8925490353343
"fg5",13.2116875253013,8.48794861862876,16.318906438189,26.4786137121458,39.296398840576,79.4977321814904
"fg5",17.3195390823467,10.4282079930362,23.6669050768368,35.9092319161076,52.9036892807639,89.8992672258704
"fg5",22.7046267519177,14.118493686578,30.6200662399022,42.6486220860684,57.8873429836976,104.38062157201
"fg5",29.7640759083095,10.7063173629147,23.7488310157648,33.9375852717643,45.4464880950436,72.2501688531708
"fg5",39.0184883616633,15.767430315976,30.4988651042898,38.1724015723635,49.3495020983371,71.2530020708637
"fg5",51.1503343399355,20.2020241617134,29.4034265230379,36.0180221856673,46.6719214568689,60.6244350222067
"fg5",67.054281519984,24.4852253055848,30.8641786356905,44.0784847322445,48.7796428471395,60.1800907989924
"fg5",87.9031726416461,26.3612190447356,31.4614259925288,34.6245556414538,36.2596652605991,37.2342181279869
"fg5",115.234517249494,23.6407461814082,24.8094572797516,25.2525025338452,29.9796913714073,42.7155901451154
NA,1.15546278812523,4.04626497406938,7.5368011479237,11.3653093944397,17.1915196555736,34.0007164558658
NA,1.51472572135904,3.92970113617099,7.46547025151823,10.5792352262233,15.2686524485348,30.1333037129262
NA,1.985692689134,4.48514869350618,9.5325017106825,15.0644261486105,21.9870265588104,47.3363947603803
NA,2.60309533275933,6.62759238223847,13.5829934846258,20.0247100392354,31.6055017372444,72.5569277724663
NA,3.41246424913243,3.87233741497679,10.1890241202147,16.6881822646079,26.378095045747,57.3449751071699
NA,4.47348666222804,2.56036889532206,11.8865303180638,18.4192492330537,26.7965954878985,66.7995810234182
NA,5.86440808053007,1.49264453669319,5.70400759737397,15.8738005388527,30.4011303190645,69.9486471314291
NA,7.68780254233678,1.63764375399822,3.8369014951927,12.7135655231119,31.9488383469242,73.7215330299798
NA,10.0781369779126,2.5781536042223,10.0584082520559,22.0068109623197,37.3134369385474,68.2878457444785
NA,13.2116875253013,11.8986723781706,18.4528139451998,30.0149487698232,44.2614467585292,71.6901658462626
NA,17.3195390823467,16.2483601680258,36.2295533037341,41.70723249008,50.4317017083883,85.2759673802131
NA,22.7046267519177,73.3892269890951,74.5376672965648,75.8137120826422,77.6968790494562,79.3917293195888
NA,39.0184883616633,58.6954033724805,58.6954033724805,58.6954033724805,58.6954033724805,58.6954033724805
NA,51.1503343399355,28.8233588193329,38.2643946048395,48.7544343665134,55.6196108924225,61.7982697657407
NA,67.054281519984,56.9309788488609,56.9558266596726,56.9834353383523,57.011044017032,57.0358918278437
NA,198.033498603164,34.0634397837005,34.0634397837005,34.0634397837005,34.0634397837005,34.0634397837005
