"fg","bin_midpoint","bin_count","q025","q25","q50","q75","q975"
"fg5",65.5755051659368,22,29315.5996253759,40343.7094210348,50695.9400533882,55854.5657392174,64393.4301273459
"fg5",87.4430231166713,5,49440.1538114545,60466.845729199,87861.2209495077,88295.2168496618,89523.2375585457
"fg5",116.602720366912,4,154183.09679933,237694.30095207,268807.904813409,277583.214296228,300781.023626965
"unclassified",1.16673541359231,159,2.13377564080747,3.88975383189296,5.93406351784639,9.53020833856314,20.9060925729777
"unclassified",1.55580763706853,157,3.80811202795294,6.81999891543977,10.5780889665359,14.9563872044802,27.8158524676157
"unclassified",2.07462409674193,185,6.27091019406672,15.7849922057851,26.8464404613557,41.2517099366146,102.515960213151
"unclassified",2.76645071037962,212,17.02421461043,34.0077949906319,54.5714305810498,84.5636813431393,194.666163879945
"unclassified",3.6889813171354,256,17.9350010394475,49.5172512784304,81.8957346612997,132.250144180619,245.285364584311
"unclassified",4.91914896842916,201,15.1459956836198,70.9322187333479,136.914362479961,227.303217107917,612.758543515321
"unclassified",6.55954164397562,182,21.602812042427,71.2885362608214,226.70001271414,505.955014066775,1086.62193028317
"unclassified",8.74695742194416,86,53.4387928174899,108.322760482596,436.377717841714,772.566053639312,1989.67696046215
"unclassified",11.6638125487886,35,316.621371588182,780.897650040877,924.534385519598,1694.28432289571,2517.3870265293
"unclassified",15.5533537675595,18,998.115176579936,2625.9273386545,3551.66687849142,4421.45538708758,5716.18299741721
"unclassified",20.7399435139226,12,3797.7555581579,4548.84213124768,5609.28741254215,9465.38289326893,12773.2405618986
"unclassified",36.8786153893889,1,25927.4710026762,25927.4710026762,25927.4710026762,25927.4710026762,25927.4710026762
"unclassified",49.176557768712,3,23836.7850762119,32028.854192101,41131.1532097556,41189.8109180977,41242.6028556057
"unclassified",65.5755051659368,2,56746.4868028002,60049.2134253968,63718.9096727263,67388.6059200558,70691.3325426524
"unclassified",207.336479719973,1,285865.20819247,285865.20819247,285865.20819247,285865.20819247,285865.20819247
