"year","dens_model","fg","dbh","q025","q05","q25","q50","q75","q95","q975","prod_model","corr_factor"
1995,1,"fg1",6.30172398530825,4.38468489766694,4.40567061057828,4.45690275865028,4.4927755730154,4.52862282705951,4.58256162415487,4.60116543795935,1,1.60904891123143
1995,1,"fg1",6.67486494292836,4.56787385418219,4.58777690277725,4.64106154654787,4.67868836481906,4.71582913928346,4.77052772357177,4.79083951815064,1,1.60904891123143
1995,1,"fg1",7.07010051697063,4.75962214629173,4.77682245133005,4.83261132287962,4.87171588735992,4.91058270035822,4.96786119558007,4.9900921520887,1,1.60904891123143
1995,1,"fg1",7.48873898535221,4.95637699440218,4.97369340837399,5.03241075470352,5.07321979736765,5.11380070543928,5.17344060890014,5.19658572146936,1,1.60904891123143
1995,1,"fg1",7.93216609242261,5.16172406288415,5.17872378159501,5.23931589122524,5.28264259839704,5.32582697863878,5.38925655753856,5.41278133452975,1,1.60904891123143
1995,1,"fg1",8.4018496359464,5.37244431761603,5.39085618056081,5.45478373571687,5.50046767098095,5.54646224167498,5.6140142322422,5.64001039063653,1,1.60904891123143
1995,1,"fg1",8.89934432569262,5.59237326629429,5.61171088497364,5.67979416201993,5.72836822722515,5.77690328644046,5.84754135182374,5.87674316825682,1,1.60904891123143
1995,1,"fg1",9.42629692971367,5.82008955811547,5.84137485249451,5.91312831735921,5.96552686432952,6.01658500492513,6.09341034234442,6.12404450730414,1,1.60904891123143
1995,1,"fg1",9.98445172534819,6.05517180434811,6.07993164975617,6.15485860414058,6.21249216438799,6.26660456336887,6.34891843551033,6.38141778985494,1,1.60904891123143
1995,1,"fg1",10.5756562729917,6.30050714455748,6.3267414920274,6.40871274778394,6.46883425748091,6.52760220191089,6.61534943013511,6.64764632043342,1,1.60904891123143
1995,1,"fg1",11.2018675317465,6.55646570374454,6.58444229920295,6.6719273376744,6.73581184963128,6.79844492507253,6.89532702045328,6.92555189977942,1,1.60904891123143
1995,1,"fg1",11.865158337195,6.8208517111391,6.85162779266165,6.94486960265306,7.01417053627052,7.08218636671661,7.18303390483582,7.21999121342147,1,1.60904891123143
1995,1,"fg1",12.5677242627381,7.09411845525458,7.13086703006062,7.22926789404824,7.30454135023238,7.3779460318422,7.48383064434494,7.5239782132166,1,1.60904891123143
1995,1,"fg1",13.3118908872106,7.38083922272922,7.4190570061745,7.52578921589282,7.60679035833486,7.68592154503382,7.7978750624871,7.84123487602133,1,1.60904891123143
1995,1,"fg1",14.1001214928303,7.67895098073434,7.71909576355703,7.83340036656731,7.92149259719046,8.00660151016318,8.12966613798193,8.17408904956436,1,1.60904891123143
1995,1,"fg1",14.9350252189632,7.98889776256882,8.03040420629935,8.15381623307572,8.24882231599364,8.34074023870577,8.47352598486684,8.519869122088,1,1.60904891123143
1995,1,"fg1",15.8193656986918,8.30926850256901,8.35506613623377,8.48763349786144,8.58985431704106,8.69020514636609,8.82944684515891,8.88011486821392,1,1.60904891123143
1995,1,"fg1",16.7560702067779,8.6460776934724,8.69128512835622,8.83538207836019,8.94527176402787,9.05146387379406,9.20071292491206,9.25732830310617,1,1.60904891123143
1995,1,"fg1",17.7482393492988,8.99293735519115,9.04214730669256,9.19764266680355,9.31489761732635,9.42711404856213,9.59459201733404,9.64903973187771,1,1.60904891123143
1995,1,"fg1",18.7991573270313,9.35343888805302,9.40614608232125,9.57427299561313,9.69949969471687,9.82098968084998,10.0034123393611,10.0592000621952,1,1.60904891123143
1995,1,"fg1",19.9123028065563,9.72935177469306,9.78575804622103,9.96660370212079,10.09913156294,10.2307214500821,10.426748944811,10.4826767965079,1,1.60904891123143
1995,1,"fg1",21.0913604350691,10.1172821624725,10.1778856048305,10.3744157597675,10.5182410667551,10.6590211122314,10.8687664875821,10.9328150784949,1,1.60904891123143
1995,1,"fg1",22.3402330370112,10.5248704021899,10.5918622453994,10.7976727878387,10.9529043074326,11.1043723384066,11.3274608153192,11.4020195403058,1,1.60904891123143
1995,1,"fg1",23.6630545328941,10.948881566644,11.0166969573724,11.2394328608604,11.4051156069373,11.569988426027,11.8052274470878,11.8895174806985,1,1.60904891123143
1995,1,"fg1",25.0642036230806,11.3872260117839,11.4630408928007,11.7008908001307,11.87595670272,12.0551774053726,12.305241121837,12.3977971749332,1,1.60904891123143
1995,1,"fg1",26.5483182818163,11.840336804505,11.9235960437162,12.1778406659029,12.3663826380064,12.5590831238366,12.8305748565393,12.93065185649,1,1.60904891123143
1995,1,"fg1",28.1203111094894,12.3118898659433,12.4021015441163,12.6749139218978,12.8767647186225,13.0827830874265,13.3756373913246,13.48369948126,1,1.60904891123143
1995,1,"fg1",29.7853855939374,12.8042232756049,12.8990317887737,13.1926771852451,13.4087522361563,13.6300969031092,13.9436474440468,14.0636425214373,1,1.60904891123143
1995,1,"fg1",31.5490533346251,13.315870231207,13.4161446437271,13.729811827205,13.9630186151627,14.1993359094398,14.5427697067927,14.6638690246427,1,1.60904891123143
1995,1,"fg1",33.4171522867112,13.8473100320602,13.9545274794476,14.2901676342315,14.5405565027853,14.7933632761265,15.1623280000595,15.2976330348091,1,1.60904891123143
1995,1,"fg1",35.395866085391,14.4013981404517,14.5134127851447,14.8751725094554,15.1399033091797,15.4131055547361,15.8045499085017,15.9479916632122,1,1.60904891123143
1995,1,"fg1",37.4917445144825,14.9798679998587,15.0946129777425,15.4823428657637,15.7658651459491,16.0570238477539,16.4752612309185,16.6291213971837,1,1.60904891123143
1995,1,"fg1",39.7117251870093,15.5815962725478,15.701423383048,16.1125239723557,16.4172965896187,16.7306895618587,17.1771003090654,17.3463357114366,1,1.60904891123143
1995,1,"fg1",42.0631565095448,16.2020881866829,16.3325319628881,16.7698066654504,17.0959251471114,17.4301634650692,17.9104014196341,18.0840230450239,1,1.60904891123143
1995,1,"fg1",44.5538220063341,16.8445971770552,16.985357156106,17.4524587827229,17.8024573628832,18.1617506707192,18.6744227641644,18.8616090399313,1,1.60904891123143
1995,1,"fg1",47.191966083707,17.5172261247599,17.6672057385297,18.1657579856655,18.536988795817,18.9218767276643,19.4649157664595,19.67525463664,1,1.60904891123143
1995,1,"fg1",49.9863213200684,18.2147979159323,18.3756866852598,18.9068431402591,19.3016706796264,19.7122361921191,20.2914774956251,20.5236685078644,1,1.60904891123143
1995,1,"fg1",52.9461373717968,18.9392909006819,19.1126597492583,19.6807881582204,20.0980852797705,20.5360015831024,21.1595877922379,21.4019606489683,1,1.60904891123143
1995,1,"fg1",56.081211590734,19.6906810318548,19.8740431904327,20.4867230954361,20.928873194535,21.3943755442453,22.0643908957355,22.321031755866,1,1.60904891123143
1995,1,"fg1",59.4019214546141,20.4756625054437,20.6688910267107,21.3208906982645,21.7911022043653,22.2927286305992,23.0121379743896,23.2768300448342,1,1.60904891123143
1995,1,"fg1",62.9192589177791,21.2933863969712,21.4982298770082,22.1913359238545,22.6924006627562,23.2254460871659,23.9873458751115,24.2735471593717,1,1.60904891123143
1995,1,"fg1",66.6448667958873,22.1421151958871,22.3546396556632,23.0936831458076,23.6281724559849,24.198696601786,25.012273460972,25.3056693502715,1,1.60904891123143
1995,1,"fg1",70.5910773050526,23.0207586418748,23.2503924622362,24.0355142277666,24.605955411034,25.2126158507065,26.0814892941789,26.3904265637387,1,1.60904891123143
1995,1,"fg1",74.7709528829822,23.933393675438,24.1830787522004,25.0175204697063,25.6254560761193,26.2654035436981,27.194120464904,27.5262286917579,1,1.60904891123143
1995,1,"fg1",79.1983294272374,24.8901247841292,25.1537607941406,26.0404718015717,26.6889668892304,27.3631301518974,28.3554160909737,28.704364132856,1,1.60904891123143
1995,1,"fg1",83.8878620937411,25.8836942947931,26.1584853536476,27.1036169113154,27.7915806114428,28.5088324476227,29.5666379475904,29.9353527279219,1,1.60904891123143
1995,1,"fg1",88.8550738071293,26.9112991683375,27.2025464086267,28.2051941463284,28.9393948672866,29.702164191726,30.8246639343539,31.2216793566009,1,1.60904891123143
1995,1,"fg1",94.116406643524,27.9817880487492,28.2959523357702,29.3615704414226,30.1328458181759,30.9439064956162,32.1408931278623,32.5620584714822,1,1.60904891123143
1995,1,"fg1",99.6892762558085,29.0997615013297,29.4333705622168,30.5589475731221,31.3777339308081,32.2387129522697,33.5144168711671,33.959673617781,1,1.60904891123143
1995,1,"fg1",105.592129521561,30.2598462573919,30.6148427018662,31.8049135725146,32.6714389107168,33.5902045293753,34.9494011975988,35.4174437826995,1,1.60904891123143
1995,1,"fg1",111.844505604468,31.4658801957728,31.8449591230066,33.1014063197405,34.0223472104756,34.9945638870643,36.4433276418954,36.9374423058992,1,1.60904891123143
1995,1,"fg1",118.467100631337,32.7078251515744,33.1299624206977,34.4444037283389,35.4297048031572,36.4613044117031,37.9964192303554,38.518035398996,1,1.60904891123143
1995,1,"fg1",125.481836198796,34.0112779723765,34.453410798341,35.84859361574,36.8920213321476,37.9918456242876,39.6234057061452,40.1767201408948,1,1.60904891123143
1995,1,"fg1",132.911931936456,35.3657864837723,35.827575061497,37.3106315548313,38.4175413141363,39.5768045652865,41.3160781788491,41.9013159247455,1,1.60904891123143
1995,1,"fg1",140.781982366709,36.774278377319,37.2574602510282,38.8373250557949,40.0033523373673,41.2358908046714,43.0805299178585,43.6960717743334,1,1.60904891123143
1995,1,"fg1",149.118038315596,38.2422426963722,38.7462811359916,40.4201677114477,41.6540611541146,42.961251989015,44.9185778325509,45.5619505901748,1,1.60904891123143
1995,1,"fg1",157.947693144217,39.7637846760141,40.303608773996,42.0736832701828,43.3691600993293,44.755862969545,46.8374000539874,47.5075049024266,1,1.60904891123143
1995,1,"fg1",167.300174086119,41.3489617680852,41.9230167056616,43.7887170650861,45.1597642999888,46.6261303332444,48.8390530635671,49.5404655436214,1,1.60904891123143
1995,1,"fg1",177.206438993,42.9980483663247,43.6058549605937,45.5694581587279,47.0319793036433,48.5778881664998,50.9237132436931,51.6711811067044,1,1.60904891123143
1995,1,"fg1",187.69927880897,44.7121779011063,45.3599850322001,47.42234326695,48.9706333981846,50.6046438703888,53.0938682617459,53.8935379010438,1,1.60904891123143
1995,1,"fg1",198.813426112576,46.4941175791327,47.1776097033071,49.354055431024,50.993130240914,52.7158257484905,55.356436846473,56.2114773800372,1,1.60904891123143
1995,1,"fg1",210.585670085866,48.3470739134125,49.0617396476904,51.3752681151418,53.0912192870218,54.9279918572513,57.7130185664076,58.6291105174624,1,1.60904891123143
1995,1,"fg1",223.054978291067,50.2738771714824,51.0337501955329,53.4667325672509,55.281546808203,57.2310161293322,60.1717132011271,61.1507250984843,1,1.60904891123143
1995,1,"fg1",236.262625657963,52.277470417168,53.0804215134438,55.6424521590358,57.5616139853792,59.6310576634749,62.7243509120032,63.7807374372775,1,1.60904891123143
1995,1,"fg1",250.252331108946,54.3606388681058,55.1969546879136,57.9072258204615,59.9357919456552,62.1368018066574,65.3911440264432,66.5176399695837,1,1.60904891123143
1995,1,"fg1",265.070402273974,56.5255827404796,57.3988494137984,60.2706078116283,62.4054455669601,64.7354198355381,68.1890433355279,69.3652009571786,1,1.60904891123143
1995,1,"fg1",280.76588877447,58.7768656025867,59.7111626227098,62.7418734557289,64.9866471277458,67.4379775135912,71.0985674948615,72.3567680699471,1,1.60904891123143
1995,1,"fg1",297.39074458355,61.1178118708659,62.1006280263727,65.2994621992017,67.674417482003,70.2569479508721,74.1274017742552,75.4773548327644,1,1.60904891123143
1995,1,"fg1",315,63.5519926333147,64.6004907116362,67.9615454233983,70.4715330756496,73.1949424304564,77.2844580562571,78.7289955200445,1,1.60904891123143
1995,2,"fg1",1,0.769425608626542,0.777085513206224,0.801546355613683,0.818782195826793,0.836338518955869,0.862654360816459,0.872955973765936,1,1.60904891123143
1995,2,"fg1",1.05921252001675,0.819533952579166,0.827260173265166,0.852573109502353,0.8704947907547,0.888605962679154,0.915470100536075,0.926650388923022,1,1.60904891123143
1995,2,"fg1",1.12193116256024,0.873065610523806,0.880832238381953,0.9070271100403,0.925446117139271,0.94401433880208,0.971925031494835,0.983597231643185,1,1.60904891123143
1995,2,"fg1",1.18836353398076,0.929725194740328,0.937705469311484,0.964904236406651,0.983894006996976,1.00301033747802,1.03204800064055,1.04403585310238,1,1.60904891123143
1995,2,"fg1",1.25872953352377,0.990148078014463,0.998204654088833,1.02655859628709,1.04585219774828,1.06585003133911,1.09544403446615,1.10764134559347,1,1.60904891123143
1995,2,"fg1",1.33326208122323,1.0543637665465,1.06256564989162,1.09197518268998,1.11189367638305,1.13246559467822,1.16313775684173,1.1750027302761,1,1.60904891123143
1995,2,"fg1",1.41220788889523,1.12280718741493,1.13162887054843,1.16166136326837,1.18210865124396,1.20323632279095,1.23470802321035,1.24681040089619,1,1.60904891123143
1995,2,"fg1",1.49582827678426,1.19580141385294,1.20444154993467,1.23566147603415,1.25663621403773,1.27830569356066,1.31086363767131,1.32305976815057,1,1.60904891123143
1995,2,"fg1",1.58440003856497,1.27312796562356,1.28258433810604,1.31424475438902,1.33602484460099,1.35808675835694,1.39185019655345,1.40398956321541,1,1.60904891123143
1995,2,"fg1",1.67821635756304,1.35531617200178,1.36539577811885,1.39755898570546,1.42032065538787,1.44295172980762,1.47783445521946,1.49018198336189,1,1.60904891123143
1995,2,"fg1",1.77758777722769,1.44321643455676,1.45327604670047,1.48664675501116,1.50983303697573,1.53324946076115,1.56908920752746,1.58063016824278,1,1.60904891123143
1995,2,"fg1",1.88284322906832,1.53740448718675,1.54700034510346,1.58159851081784,1.60511970939278,1.62933845604613,1.66586528652446,1.67741816378908,1,1.60904891123143
1995,2,"fg1",1.99433112145793,1.63628214951993,1.64652051228154,1.68268452330853,1.70649986715054,1.73097786665927,1.76921496794112,1.78067870078109,1,1.60904891123143
1995,2,"fg1",2.11242049290729,1.74161911222642,1.7522467330596,1.78982268538122,1.81438718475529,1.83928522227841,1.87866631312167,1.88996458081895,1,1.60904891123143
1995,2,"fg1",2.23750223362737,1.85438220903132,1.86542185860194,1.90396303472886,1.92883032321729,1.95461322918162,1.9947019729655,2.00724927133032,1,1.60904891123143
1995,2,"fg1",2.36999037942355,1.97409165652569,1.98576003845099,2.0255142682712,2.0503033414349,2.07709340222692,2.11893405224068,2.13095331840562,1,1.60904891123143
1995,2,"fg1",2.51032348220468,2.10242983255836,2.11338255836058,2.15450914161764,2.17967324258923,2.20697548861189,2.2494018998929,2.26232276456651,1,1.60904891123143
1995,2,"fg1",2.65896606164325,2.23795823880795,2.24881361378455,2.29161014481343,2.31746454161904,2.34515089271606,2.38862478854143,2.40264943688244,1,1.60904891123143
1995,2,"fg1",2.81641014279217,2.38222857011709,2.39342796549249,2.43712023496562,2.46406695225143,2.49220305862087,2.53655242939271,2.55142651276736,1,1.60904891123143
1995,2,"fg1",2.98317688474764,2.53575094434426,2.54681292320744,2.59201941900653,2.61970366259537,2.64823854890811,2.69346927337308,2.70836531348693,1,1.60904891123143
1995,2,"fg1",3.15981830574927,2.6977849144689,2.71049974933637,2.75630920024707,2.78505319978684,2.81497295781683,2.86122243053262,2.87640063533768,1,1.60904891123143
1995,2,"fg1",3.34691911042775,2.87068346944786,2.8837005734303,2.93101605675348,2.96090200631037,2.99157769756277,3.03843540167716,3.05421260921232,1,1.60904891123143
1995,2,"fg1",3.54509862524841,3.05503458466777,3.06865962753941,3.11670412518226,3.1482802882787,3.17917829052685,3.22771724227042,3.24321336275327,1,1.60904891123143
1995,2,"fg1",3.75501284855729,3.25018564490889,3.26503894737623,3.31432955048818,3.34670148495178,3.37877852934148,3.42949369133431,3.44367643041096,1,1.60904891123143
1995,2,"fg1",3.97735662201565,3.4578447587965,3.47308651521336,3.52489257492832,3.55767062169724,3.59147841877415,3.6434822906467,3.6575732886924,1,1.60904891123143
1995,2,"fg1",4.21286593061052,3.67822335224798,3.69437510721623,3.7480063200409,3.78170221504523,3.81713990886181,3.87158452835397,3.88683465885486,1,1.60904891123143
1995,2,"fg1",4.46232033885469,3.91232291212701,3.92970504258096,3.98520841908644,4.02048782294151,4.05685224363807,4.1134226349139,4.13119987996393,1,1.60904891123143
1995,2,"fg1",4.72654557124029,4.16011564249694,4.17959373552396,4.2369072725769,4.27414001790345,4.31263019703819,4.37199713136336,4.3913282061469,1,1.60904891123143
1995,2,"fg1",5.00641624548745,4.4229526439119,4.44461788751888,4.5041012529912,4.54392238950536,4.58415897487085,4.6473804083863,4.66633549690925,1,1.60904891123143
1995,2,"fg1",5.30285876763557,4.70308536675426,4.72585268879271,4.78883525537899,4.8306195700367,4.87359396009057,4.94029503925096,4.96234919727098,1,1.60904891123143
1995,2,"fg1",5.6168543985602,5.00171548372187,5.02375078984943,5.0904897025831,5.13498209677584,5.18188841766033,5.25064038595356,5.27931186404654,1,1.60904891123143
1995,2,"fg1",5.94944250206614,5.31656838915873,5.34191752761984,5.41149474309076,5.45854044504385,5.50988888924445,5.58438652209593,5.612141064523,1,1.60904891123143
1995,2,"fg1",6.30172398530825,5.65041082182312,5.67756838557824,5.75137645137511,5.80405388375259,5.85854726691136,5.94062287080174,5.967466558701,1,1.60904891123143
1995,2,"fg1",6.67486494292836,6.0064926953236,6.03662516983986,6.1124906830844,6.17041654573266,6.22909914180616,6.31857229527398,6.34999246401464,1,1.60904891123143
1995,2,"fg1",7.07010051697063,6.38322556433896,6.4127797452363,6.49740612325747,6.55907675068453,6.62363582302737,6.72139228052894,6.75734600423121,1,1.60904891123143
1995,2,"fg1",7.48873898535221,6.78313164822013,6.81462991440924,6.9056730410347,6.97295436048566,7.04229984230856,7.15062854962483,7.19186802589013,1,1.60904891123143
1995,2,"fg1",7.93216609242261,7.2082644295887,7.23861825982135,7.33808849107959,7.41346011354054,7.48670928753553,7.60780618226054,7.64927204992102,1,1.60904891123143
1995,2,"fg1",8.4018496359464,7.65658227351269,7.68752237551868,7.79837698271216,7.88037012934608,7.96161042378757,8.09522356493232,8.13993056668933,1,1.60904891123143
1995,2,"fg1",8.89934432569262,8.1313434006579,8.16521426871327,8.28818667026836,8.37682282970571,8.46639041243384,8.61369096954144,8.66433824761809,1,1.60904891123143
1995,2,"fg1",9.42629692971367,8.63628123145065,8.67088573394619,8.80868283897268,8.9062218801637,9.00596183052644,9.16796927029522,9.22486100220616,1,1.60904891123143
1995,2,"fg1",9.98445172534819,9.17129911745732,9.21387811486399,9.36119247576979,9.46775928382746,9.57734970928518,9.76163193583326,9.81839845302084,1,1.60904891123143
1995,2,"fg1",10.5756562729917,9.73521160081773,9.78443072389354,9.94876139356568,10.0652410252647,10.1861860609155,10.387549942872,10.4499182189975,1,1.60904891123143
1995,2,"fg1",11.2018675317465,10.3337204591043,10.3912568886813,10.5710776917611,10.6998772888635,10.8340119579125,11.0590835055813,11.1263458098248,1,1.60904891123143
1995,2,"fg1",11.865158337195,10.9727736628195,11.03285446928,11.233078269003,11.3755060723101,11.5236177531923,11.7698788746828,11.8447446806783,1,1.60904891123143
1995,2,"fg1",12.5677242627381,11.6537402647168,11.7145774188134,11.9366020555377,12.0929406031122,12.2569039393512,12.5259769614065,12.6130066796683,1,1.60904891123143
1995,2,"fg1",13.3118908872106,12.372612056897,12.4409893328003,12.68339043106,12.8561938367075,13.0363050051481,13.3317079610714,13.4374756367221,1,1.60904891123143
1995,2,"fg1",14.1001214928303,13.1335983497855,13.211406653522,13.4757624560496,13.6665646206765,13.8685141523954,14.1893901859236,14.3115878884406,1,1.60904891123143
1995,2,"fg1",14.9350252189632,13.9344250360102,14.0288211919586,14.3173096945351,14.5296898206805,14.7500609921865,15.105222744832,15.2352062236276,1,1.60904891123143
1995,2,"fg1",15.8193656986918,14.7957772451417,14.9001396659701,15.2129262153471,15.4466786818147,15.6906851798023,16.0804113700918,16.224070973651,1,1.60904891123143
1995,2,"fg1",16.7560702067779,15.708836449266,15.8200849831058,16.1640574120548,16.4221550013516,16.6899876406052,17.1164779571805,17.2775939627315,1,1.60904891123143
1995,2,"fg1",17.7482393492988,16.6769824355298,16.7921137661525,17.1752735604598,17.4589577980476,17.7546949564519,18.2250723234593,18.3975853707569,1,1.60904891123143
1995,2,"fg1",18.7991573270313,17.6984363191757,17.82487307718,18.2495929669156,18.5614615240955,18.8841941945224,19.3977428989318,19.5959025848582,1,1.60904891123143
1995,2,"fg1",19.9123028065563,18.7850937203088,18.9191506180688,19.3899031339372,19.7318259506627,20.0889394092707,20.6498770665095,20.8730957415165,1,1.60904891123143
1995,2,"fg1",21.0913604350691,19.9369134082447,20.0839088735098,20.6025203175436,20.9794537182875,21.3738279703648,21.990510613744,22.2330151920862,1,1.60904891123143
1995,2,"fg1",22.3402330370112,21.1655866658954,21.3255553018465,21.8917902146394,22.3029958782146,22.7428196807378,23.4117069531731,23.6739006083697,1,1.60904891123143
1995,2,"fg1",23.6630545328941,22.4723915194333,22.6356347545844,23.2584843812065,23.7080633741252,24.191655434749,24.9205926840802,25.2008810221046,1,1.60904891123143
1995,2,"fg1",25.0642036230806,23.8549709454877,24.0269801049426,24.7102478575256,25.2009043177236,25.736066434681,26.5235945986456,26.8436194158599,1,1.60904891123143
1995,2,"fg1",26.5483182818163,25.3198195286628,25.5069893718384,26.2543747516983,26.7883618896154,27.376054679674,28.2447890489455,28.5903140600466,1,1.60904891123143
1995,2,"fg1",28.1203111094894,26.8738362362577,27.0732851360692,27.8987807290752,28.4775594087907,29.11799853365,30.0707218871395,30.4319009710587,1,1.60904891123143
1995,2,"fg1",29.7853855939374,28.4375448146806,28.6932034341582,29.6081188065695,30.2404293530969,30.9192554579272,31.9222465979825,32.3139539743738,1,1.60904891123143
1995,2,"fg1",31.5490533346251,28.2375365510726,29.332742963464,31.0217883742162,31.8349485506344,32.5231124414792,33.6006225885499,33.9751462124642,1,1.60904891123143
1995,2,"fg1",33.4171522867112,25.9675156455069,26.879526682163,29.8030384087938,32.2383953094761,33.5684654070492,34.9257875876602,35.2969897040264,1,1.60904891123143
1995,2,"fg1",35.395866085391,23.8597562917757,24.5672862147572,27.0063642877067,29.2548540737443,31.3096551961097,34.8709486474208,35.5721719085173,1,1.60904891123143
1995,2,"fg1",37.4917445144825,21.9055224730811,22.4713964563896,24.5055154293311,26.3467693659737,28.0178708006217,31.5153706443455,33.1105370102756,1,1.60904891123143
1995,2,"fg1",39.7117251870093,20.0186795386827,20.5307271891595,22.2293675138173,23.7217808153139,25.1162291116484,27.8574191287726,29.1669503527883,1,1.60904891123143
