"fg","dbh_bin","q025","q25","q50","q75","q975","mean","sd","ci_min","ci_max"
"fg2",4.47348666222804,3.50695977495383,8.34377618608113,13.2880719828364,20.6173769370529,42.6608960428518,13.1156119914817,1.90411746062537,12.4519982548256,13.814592195629
"fg2",5.86440808053007,5.12084210362325,11.8238847423276,18.8149902231232,29.3195810653879,71.0675570738519,18.7442793549896,1.95622037796812,17.7738142024737,19.7677327182249
"fg2",7.68780254233678,5.8222609261908,13.5403391591394,19.6997506956316,31.5370755025209,63.9315248156871,19.671871828854,1.8947468015321,18.6620711675745,20.7363125869567
"fg2",10.0781369779126,5.67257775144814,13.30563232747,19.8153914903769,30.3216784682878,58.2722949356385,19.7473636049241,1.84736193129975,18.7932082134498,20.7499626948208
"fg2",13.2116875253013,5.68462733142093,13.4416553087042,20.5750871446518,31.4342512927333,64.5985858212047,20.3295982774616,1.86428626210198,19.2974812541646,21.4169176111403
"fg2",17.3195390823467,8.38821536445648,18.6257686976363,30.6861495015994,46.2293595944653,84.5849043462261,29.4389917045285,1.84704622438189,27.9364848804706,31.0223077916701
"fg2",22.7046267519177,9.05080748869952,23.0453132862356,35.2836319394088,53.0682599805581,87.4810432830997,33.7205859156938,1.82452040380138,31.9509664844186,35.5882165584007
"fg2",29.7640759083095,9.34523085161456,22.691813228284,35.2656707702246,51.6533527991957,86.4008512498783,33.148207958382,1.77442860740115,31.1325300436246,35.2943910858653
"fg2",39.0184883616633,12.0332240910474,24.4560695163286,38.062244386715,56.3253129912829,93.60732366298,36.7286233917606,1.69939661401651,34.2646471249566,39.3697845868445
"fg2",51.1503343399355,17.3710589778475,30.7799799730778,43.8856738301013,61.4065118501881,89.1077769353949,42.4180116616813,1.60114989201588,39.7325923908575,45.284931212909
"fg2",67.054281519984,18.7272371030573,28.036853647915,39.281773520639,51.2517443177994,79.7255221382969,38.4523709650137,1.49315998014027,36.1840364681646,40.8629046715646
"fg2",87.9031726416461,20.6147543894492,25.7796889027953,30.4485771320399,41.7522275990711,59.1575246304807,32.3714892970856,1.35544497958989,30.4311605298035,34.4355358477053
"fg2",115.234517249494,26.8713456441261,29.6326926578766,35.2804502905522,49.0203016037345,62.5573508746877,38.0671515466394,1.34767439709218,34.4344258726959,42.0831185695434
"fg2",151.063875929237,38.2882551352887,42.127487850937,55.6625142774568,57.2704738025914,57.4437403846447,49.3320815360008,1.21761783967706,41.5123308999365,58.6248523249836
"fg2",198.033498603164,24.0155302553927,35.2099780362634,40.6179639784329,40.853232693801,44.9711560739445,35.9970768561604,1.31198065223575,28.3727338556911,45.670239208493
