"fg","bin_midpoint","bin_value","bin_count","bin_min","bin_max","year"
"fg2",4.91914896842916,2756.48802157105,810,4.21616496004298,5.62213297681534,1995
"fg2",6.55954164397562,4476.98300235029,732,5.62213297681534,7.4969503111359,1995
"fg2",8.74695742194416,5481.16555200421,679,7.4969503111359,9.99696453275241,1995
"fg2",11.6638125487886,6874.16593727655,704,9.99696453275241,13.3306605648247,1995
"fg2",15.5533537675595,8809.94653152209,617,13.3306605648247,17.7760469702942,1995
"fg2",20.7399435139226,13672.1472234202,563,17.7760469702942,23.703840057551,1995
"fg2",27.6561096332728,13367.037272827,448,23.703840057551,31.6083792089945,1995
"fg2",36.8786153893889,9292.87350903127,249,31.6083792089945,42.1488515697832,1995
"fg2",49.176557768712,11160.5280920985,228,42.1488515697832,56.2042639676407,1995
"fg2",65.5755051659368,10749.4731125123,185,56.2042639676407,74.9467463642328,1995
"fg2",87.4430231166713,6423.76788080206,106,74.9467463642328,99.9392998691097,1995
"fg2",116.602720366912,3084.85479802626,36,99.9392998691097,133.266140864714,1995
"fg2",155.486325979643,455.055295132193,4,133.266140864714,177.706511094572,1995
"fg2",207.336479719973,741.053792044759,5,177.706511094572,236.966448345373,1995
"fg2",276.47714711774,0,0,236.966448345373,315.987845890107,1995
"fg3",1.16673541359231,7728.73025724111,13181,1,1.33347082718462,1995
"fg3",1.55580763706853,8271.13650050489,11130,1.33347082718462,1.77814444695244,1995
"fg3",2.07462409674193,14405.8550983353,11705,1.77814444695244,2.37110374653142,1995
"fg3",2.76645071037962,19622.4240312156,10378,2.37110374653142,3.16179767422781,1995
"fg3",3.6889813171354,21632.4260429999,8814,3.16179767422781,4.21616496004298,1995
"fg3",4.91914896842916,21572.0997777451,6290,4.21616496004298,5.62213297681534,1995
"fg3",6.55954164397562,25385.8873106507,4316,5.62213297681534,7.4969503111359,1995
"fg3",8.74695742194416,24555.4490217136,3160,7.4969503111359,9.99696453275241,1995
"fg3",11.6638125487886,19972.3621673085,2148,9.99696453275241,13.3306605648247,1995
"fg3",15.5533537675595,16349.3535469357,1148,13.3306605648247,17.7760469702942,1995
"fg3",20.7399435139226,19244.0131707688,787,17.7760469702942,23.703840057551,1995
"fg3",27.6561096332728,17205.6965900537,600,23.703840057551,31.6083792089945,1995
"fg3",36.8786153893889,10563.7826356339,331,31.6083792089945,42.1488515697832,1995
"fg3",49.176557768712,7508.18615474575,139,42.1488515697832,56.2042639676407,1995
"fg3",65.5755051659368,2314.37350414153,37,56.2042639676407,74.9467463642328,1995
"fg3",87.4430231166713,814.332507134635,12,74.9467463642328,99.9392998691097,1995
"fg3",116.602720366912,185.943863073818,2,99.9392998691097,133.266140864714,1995
"fg3",155.486325979643,0,0,133.266140864714,177.706511094572,1995
"fg3",207.336479719973,0,0,177.706511094572,236.966448345373,1995
"fg3",276.47714711774,0,0,236.966448345373,315.987845890107,1995
"fg4",1.16673541359231,1840.39573973365,2769,1,1.33347082718462,1995
"fg4",1.55580763706853,1745.89250743603,1980,1.33347082718462,1.77814444695244,1995
"fg4",2.07462409674193,2427.21138126643,1760,1.77814444695244,2.37110374653142,1995
"fg4",2.76645071037962,2445.79494207037,1164,2.37110374653142,3.16179767422781,1995
"fg4",3.6889813171354,1455.3378735307,610,3.16179767422781,4.21616496004298,1995
"fg4",4.91914896842916,1132.02577900471,364,4.21616496004298,5.62213297681534,1995
"fg4",6.55954164397562,688.550951248439,147,5.62213297681534,7.4969503111359,1995
"fg4",8.74695742194416,859.582232298886,114,7.4969503111359,9.99696453275241,1995
"fg4",11.6638125487886,791.848480154956,82,9.99696453275241,13.3306605648247,1995
"fg4",15.5533537675595,600.673545341072,51,13.3306605648247,17.7760469702942,1995
