year,fg,bin,bin_midpoint,bin_min,bin_max,richness,n_individuals,richness_by_bin_width,abundance_by_bin_width
1995,fg2,19,266.2086202547232,226.71749129717548,305.69974921227094,42,495,0.5317649951859982,6.267230300406407
1995,fg2,20,358.9485221647182,305.69974921227094,412.1972951171655,40,395,0.37559550936245223,3.7090056549542156
1995,fg3,1,1.2264253600718122,1.044489395695229,1.4083613244483955,6,10,16.48931815256933,27.48219692094888
1995,fg3,2,1.653678870811467,1.4083613244483955,1.8989964171745384,18,105,36.687143392017894,214.0083364534377
1995,fg3,3,2.2297759788725857,1.8989964171745384,2.5605555405706326,31,449,46.85900156718029,678.6997323762565
1995,fg3,4,3.0065697782771243,2.5605555405706326,3.452584015983616,49,1365,54.93098185830269,1530.2202089098605
1995,fg3,5,4.053977582187368,3.452584015983616,4.655371148391121,54,3262,44.89572472554916,2712.034334347062
1995,fg3,6,5.4662740095443425,4.655371148391121,6.277176870697563,55,5358,33.91281658679936,3303.724932219472
1995,fg3,7,7.370576413325357,6.277176870697563,8.4639759559531509,58,7249,26.52278409619926,3314.8907226439383
1995,fg3,8,9.938286403099017,8.4639759559531509,11.412596850244881,58,8725,19.67021264492932,2959.0104366725573
1995,fg3,9,13.400517285385726,11.412596850244881,15.388437720526571,59,9027,14.83962812521212,2270.4631031574545
1995,fg3,10,18.068896008060896,15.388437720526571,20.74935429559522,59,8629,11.00558070132708,1609.6128113856164
1995,fg3,11,24.363611941023755,20.74935429559522,27.977869586452293,58,7849,8.0237777283754,1085.8384722416986
1995,fg3,12,32.851237095392264,27.977869586452293,37.724604604332235,58,6225,5.950710662965767,638.6754116717568
1995,fg3,13,44.295721886806945,37.724604604332235,50.866839169281654,57,5024,4.337161973354215,382.27897814265924
1995,fg3,14,59.72715644698064,50.866839169281654,68.58747372467963,58,3673,3.273020490247192,207.27248725306785
1995,fg3,15,80.5344865212502,68.58747372467963,92.48149931782078,56,2696,2.3436820966691756,112.83155236821604
1995,fg3,16,108.59052908368125,92.48149931782078,124.69955884954173,50,1820,1.5519246263348503,56.49005639858855
1995,fg3,17,146.42054001998702,124.69955884954173,168.14152119043231,46,1207,1.058884026440528,27.784196085080808
1995,fg3,18,197.4295062438039,168.14152119043231,226.71749129717548,34,806,0.5804427982676462,13.759908688344789
1995,fg3,19,266.2086202547232,226.71749129717548,305.69974921227094,27,493,0.3418489254767131,6.241908157778502
1995,fg3,20,358.9485221647182,305.69974921227094,412.1972951171655,20,206,0.18779775468122611,1.934316873216629
1995,fg4,1,1.2264253600718122,1.044489395695229,1.4083613244483955,1,1,2.748219692094888,2.748219692094888
1995,fg4,2,1.653678870811467,1.4083613244483955,1.8989964171745384,5,13,10.190873164449414,26.496270227568477
1995,fg4,3,2.2297759788725857,1.8989964171745384,2.5605555405706326,9,66,13.60422626143944,99.76432591722255
1995,fg4,4,3.0065697782771243,2.5605555405706326,3.452584015983616,14,199,15.694566245229339,223.08704877147417
1995,fg4,5,4.053977582187368,3.452584015983616,4.655371148391121,23,511,19.12225312384501,424.8465802732522
1995,fg4,6,5.4662740095443425,4.655371148391121,6.277176870697563,24,903,14.79831996514881,556.786788688724
1995,fg4,7,7.370576413325357,6.277176870697563,8.4639759559531509,27,1207,12.346813286161725,551.948282829526
1995,fg4,8,9.938286403099017,8.4639759559531509,11.412596850244881,31,1408,10.513389517117396,477.5113690355256
1995,fg4,9,13.400517285385726,11.412596850244881,15.388437720526571,26,1296,6.539497139923985,325.96878051313405
1995,fg4,10,18.068896008060896,15.388437720526571,20.74935429559522,30,1178,5.5960579837256335,219.73854349429322
1995,fg4,11,24.363611941023755,20.74935429559522,27.977869586452293,25,816,3.458524882920431,112.88625217852288
1995,fg4,12,32.851237095392264,27.977869586452293,37.724604604332235,21,589,2.1545676538324328,60.43049276701442
1995,fg4,13,44.295721886806945,37.724604604332235,50.866839169281654,18,378,1.3696300968486996,28.76223203382269
1995,fg4,14,59.72715644698064,50.866839169281654,68.58747372467963,19,216,1.0721963674947699,12.189179756782647
1995,fg4,15,80.5344865212502,68.58747372467963,92.48149931782078,14,137,0.5859205241672939,5.733650843637091
1995,fg4,16,108.59052908368125,92.48149931782078,124.69955884954173,10,69,0.31038492526697004,2.1416559843420933
1995,fg4,17,146.42054001998702,124.69955884954173,168.14152119043231,9,39,0.2071729616948859,0.8977495006778389
1995,fg4,18,197.4295062438039,168.14152119043231,226.71749129717548,8,23,0.13657477606297558,0.3926524811810548
1995,fg4,19,266.2086202547232,226.71749129717548,305.69974921227094,5,6,0.06330535656976169,0.07596642788371402
1995,fg4,20,358.9485221647182,305.69974921227094,412.1972951171655,1,1,0.009389887734061306,0.009389887734061306
1995,fg5,1,1.2264253600718122,1.044489395695229,1.4083613244483955,2,2,5.496439384189776,5.496439384189776
1995,fg5,2,1.653678870811467,1.4083613244483955,1.8989964171745384,10,13,20.381746328898828,26.496270227568477
1995,fg5,3,2.2297759788725857,1.8989964171745384,2.5605555405706326,17,58,25.696871827163385,87.67168035149861
1995,fg5,4,3.0065697782771243,2.5605555405706326,3.452584015983616,23,156,25.78393026001963,174.88230958969837
1995,fg5,5,4.053977582187368,3.452584015983616,4.655371148391121,32,335,26.60487391143654,278.51977376035126
1995,fg5,6,5.4662740095443425,4.655371148391121,6.277176870697563,37,604,22.81407661293775,372.42438578957837
1995,fg5,7,7.370576413325357,6.277176870697563,8.4639759559531509,38,894,17.376996476820203,408.81670658624375
1995,fg5,8,9.938286403099017,8.4639759559531509,11.412596850244881,36,1159,12.209097503749234,393.06511130126006
1995,fg5,9,13.400517285385726,11.412596850244881,15.388437720526571,41,1258,10.312283951418593,316.41105392401437
1995,fg5,10,18.068896008060896,15.388437720526571,20.74935429559522,40,1257,7.461410644967511,234.47482951810406
1995,fg5,11,24.363611941023755,20.74935429559522,27.977869586452293,42,1184,5.810321803306325,163.79573845511163
1995,fg5,12,32.851237095392264,27.977869586452293,37.724604604332235,40,1038,4.103938388252253,106.49720117514596
1995,fg5,13,44.295721886806945,37.724604604332235,50.866839169281654,42,882,3.1958035593136325,67.11187474558628
1995,fg5,14,59.72715644698064,50.866839169281654,68.58747372467963,37,693,2.087961347226657,39.10695171967765
1995,fg5,15,80.5344865212502,68.58747372467963,92.48149931782078,38,600,1.5903557084540836,25.11087960716974
1995,fg5,16,108.59052908368125,92.48149931782078,124.69955884954173,36,419,1.1173857309610922,13.005128368686044
1995,fg5,17,146.42054001998702,124.69955884954173,168.14152119043231,32,289,0.7366149749151498,6.652553992202447
1995,fg5,18,197.4295062438039,168.14152119043231,226.71749129717548,29,204,0.49508356322828645,3.482656789605877
1995,fg5,19,266.2086202547232,226.71749129717548,305.69974921227094,22,124,0.2785435689069514,1.5699728429300897
1995,fg5,20,358.9485221647182,305.69974921227094,412.1972951171655,19,59,0.1784078669471648,0.554003376309617
1995,unclassified,1,1.2264253600718122,1.044489395695229,1.4083613244483955,1,1,2.748219692094888,2.748219692094888
1995,unclassified,2,1.653678870811467,1.4083613244483955,1.8989964171745384,2,2,4.076349265779766,4.076349265779766
1995,unclassified,3,2.2297759788725857,1.8989964171745384,2.5605555405706326,4,11,6.0463227828619734,16.627387652870425
1995,unclassified,4,3.0065697782771243,2.5605555405706326,3.452584015983616,3,26,3.3631213382634297,29.14705159828306
1995,unclassified,5,4.053977582187368,3.452584015983616,4.655371148391121,4,66,3.3256092389295673,54.872552442337856
1995,unclassified,6,5.4662740095443425,4.655371148391121,6.277176870697563,6,100,3.6995799912872025,61.659666521453374
1995,unclassified,7,7.370576413325357,6.277176870697563,8.4639759559531509,5,131,2.2864469048447638,59.90490890693281
1995,unclassified,8,9.938286403099017,8.4639759559531509,11.412596850244881,3,147,1.0174247919791028,49.85381480697604
1995,unclassified,9,13.400517285385726,11.412596850244881,15.388437720526571,4,186,1.0060764830652285,46.78255646253312
1995,unclassified,10,18.068896008060896,15.388437720526571,20.74935429559522,4,171,0.7461410644967512,31.897530507236112
1995,unclassified,11,24.363611941023755,20.74935429559522,27.977869586452293,5,166,0.6917049765840863,22.964605222591665
1995,unclassified,12,32.851237095392264,27.977869586452293,37.724604604332235,2,142,0.20519691941261262,14.568981278295496
1995,unclassified,13,44.295721886806945,37.724604604332235,50.866839169281654,1,145,0.07609056093603886,11.033131335725635
1995,unclassified,14,59.72715644698064,50.866839169281654,68.58747372467963,1,71,0.05643138776288262,4.006628531164666
1995,unclassified,15,80.5344865212502,68.58747372467963,92.48149931782078,1,60,0.04185146601194957,2.5110879607169743
1995,unclassified,16,108.59052908368125,92.48149931782078,124.69955884954173,1,37,0.031038492526697003,1.148424223487789
1995,unclassified,17,146.42054001998702,124.69955884954173,168.14152119043231,2,25,0.046038435932196864,0.5754804491524608
1995,unclassified,18,197.4295062438039,168.14152119043231,226.71749129717548,1,12,0.017071847007871947,0.20486216409446337
1995,unclassified,19,266.2086202547232,226.71749129717548,305.69974921227094,2,6,0.02532214262790467,0.07596642788371402
1995,unclassified,20,358.9485221647182,305.69974921227094,412.1972951171655,4,5,0.037559550936245224,0.04694943867030653
