ratio_name,bin,bin_midpoint,bin_min,bin_max,richness_ratio,lowest_n,lowest_rich
tall:slow,18,197.4295062438039,168.14152119043231,226.71749129717548,1.2058823529411764,462,34
tall:slow,19,266.2086202547232,226.71749129717548,305.69974921227094,1.5555555555555556,493,27
tall:slow,20,358.9485221647182,305.69974921227094,412.1972951171655,2,206,20
tall:short,1,1.2264253600718122,1.044489395695229,1.4083613244483955,2,1,1
tall:short,2,1.653678870811467,1.4083613244483955,1.8989964171745384,0.8,10,4
tall:short,3,2.2297759788725857,1.8989964171745384,2.5605555405706326,0.8888888888888888,42,8
tall:short,4,3.0065697782771243,2.5605555405706326,3.452584015983616,1,121,14
tall:short,5,4.053977582187368,3.452584015983616,4.655371148391121,0.782608695652174,236,18
tall:short,6,5.4662740095443425,4.655371148391121,6.277176870697563,0.875,359,21
tall:short,7,7.370576413325357,6.277176870697563,8.4639759559531509,1.1851851851851851,545,27
tall:short,8,9.938286403099017,8.4639759559531509,11.412596850244881,1.1935483870967742,680,31
tall:short,9,13.400517285385726,11.412596850244881,15.388437720526571,1.4615384615384615,795,26
tall:short,10,18.068896008060896,15.388437720526571,20.74935429559522,1.4,835,30
tall:short,11,24.363611941023755,20.74935429559522,27.977869586452293,1.68,816,25
tall:short,12,32.851237095392264,27.977869586452293,37.724604604332235,2.0952380952380953,589,21
tall:short,13,44.295721886806945,37.724604604332235,50.866839169281654,2.4444444444444446,378,18
tall:short,14,59.72715644698064,50.866839169281654,68.58747372467963,2.3157894736842106,216,19
tall:short,15,80.5344865212502,68.58747372467963,92.48149931782078,3.142857142857143,137,14
tall:short,16,108.59052908368125,92.48149931782078,124.69955884954173,4.1,69,10
tall:short,17,146.42054001998702,124.69955884954173,168.14152119043231,4.777777777777778,39,9
tall:short,18,197.4295062438039,168.14152119043231,226.71749129717548,5.125,23,8
tall:short,19,266.2086202547232,226.71749129717548,305.69974921227094,8.4,6,5
tall:short,20,358.9485221647182,305.69974921227094,412.1972951171655,40,1,1
slow:short,1,1.2264253600718122,1.044489395695229,1.4083613244483955,6,1,1
slow:short,2,1.653678870811467,1.4083613244483955,1.8989964171745384,3.6,13,5
slow:short,3,2.2297759788725857,1.8989964171745384,2.5605555405706326,3.4444444444444446,66,9
slow:short,4,3.0065697782771243,2.5605555405706326,3.452584015983616,3.5,199,14
slow:short,5,4.053977582187368,3.452584015983616,4.655371148391121,2.347826086956522,511,23
slow:short,6,5.4662740095443425,4.655371148391121,6.277176870697563,2.2916666666666665,903,24
slow:short,7,7.370576413325357,6.277176870697563,8.4639759559531509,2.1481481481481484,1207,27
slow:short,8,9.938286403099017,8.4639759559531509,11.412596850244881,1.8709677419354838,1408,31
slow:short,9,13.400517285385726,11.412596850244881,15.388437720526571,2.269230769230769,1296,26
slow:short,10,18.068896008060896,15.388437720526571,20.74935429559522,1.9666666666666666,1178,30
slow:short,11,24.363611941023755,20.74935429559522,27.977869586452293,2.32,816,25
slow:short,12,32.851237095392264,27.977869586452293,37.724604604332235,2.761904761904762,589,21
slow:short,13,44.295721886806945,37.724604604332235,50.866839169281654,3.1666666666666665,378,18
slow:short,14,59.72715644698064,50.866839169281654,68.58747372467963,3.0526315789473686,216,19
slow:short,15,80.5344865212502,68.58747372467963,92.48149931782078,4,137,14
slow:short,16,108.59052908368125,92.48149931782078,124.69955884954173,5,69,10
slow:short,17,146.42054001998702,124.69955884954173,168.14152119043231,5.111111111111111,39,9
slow:short,18,197.4295062438039,168.14152119043231,226.71749129717548,4.25,23,8
slow:short,19,266.2086202547232,226.71749129717548,305.69974921227094,5.4,6,5
slow:short,20,358.9485221647182,305.69974921227094,412.1972951171655,20,1,1
