"fg","year","bin_midpoint","bin_min","bin_max","mean_n_individuals","mean","sd","q025","q25","median","q75","q975","ci_min","ci_max"
"fg2",2000,276.47714711774,236.966448345373,315.987845890107,4,1.33622537414871,1.74605301449762,0.728523638670255,0.953367815693293,1.40369671000815,1.94520126447856,2.41621972392157,0.773869616986241,2.3072339465559
"fg2",2005,1.16673541359231,1,1.33347082718462,844,0.0265800738529699,1.47993947827591,0.0196551489463276,0.0198137066863429,0.0200196830955822,0.039434327385554,0.059519857824337,0.0250885671282246,0.0281602501417675
"fg2",2005,1.55580763706853,1.33347082718462,1.77814444695244,709,0.0403059099138344,1.8224332369608,0.0195390947785567,0.0199323991192486,0.0397398932244971,0.0598695106121709,0.118742074219123,0.0381479620619188,0.0425859282166966
"fg2",2005,2.07462409674193,1.77814444695244,2.37110374653142,957,0.0546777916463542,2.09001532463791,0.0196547669350114,0.0205307229745322,0.0593480339866344,0.0992262767083932,0.195128648101927,0.0519431695737381,0.0575563817891017
"fg2",2005,2.76645071037962,2.37110374653142,3.16179767422781,998,0.0663613997554367,2.24161202109429,0.0197151787701279,0.0394988331814941,0.060821846187342,0.119909707264687,0.282049170559658,0.06302735345208,0.0698718117816755
"fg2",2005,3.6889813171354,3.16179767422781,4.21616496004298,1018,0.0786189392700532,2.4311594953775,0.0196963589763716,0.0396667545863465,0.0809520194756618,0.157996241937878,0.378142404537653,0.0743844300969427,0.0830945078680163
"fg2",2005,4.91914896842916,4.21616496004298,5.62213297681534,932,0.0966529166408407,2.51447833518212,0.0197405019959813,0.0404546874000736,0.0997930744677007,0.199649760145507,0.448992412501591,0.0910296108976177,0.102623599102144
"fg2",2005,6.55954164397562,5.62213297681534,7.4969503111359,784,0.110956096242208,2.61882419252961,0.0197087305642045,0.0592416913251386,0.137911759670388,0.236514333677046,0.532199514218277,0.103680195239187,0.118742593654539
"fg2",2005,8.74695742194416,7.4969503111359,9.99696453275241,759,0.131099321872758,2.7253081684328,0.0197270068090942,0.0600057952798677,0.139499641257827,0.274288207682808,0.730022129427954,0.122056981705003,0.14081154519318
"fg2",2005,11.6638125487886,9.99696453275241,13.3306605648247,724,0.158721502508106,2.92022348708549,0.0197636001735961,0.0783931105148175,0.180647532552684,0.34972136054678,0.91728660634777,0.146802741360617,0.171607935416859
"fg2",2005,15.5533537675595,13.3306605648247,17.7760469702942,684,0.180730553448694,2.99231643501704,0.0197440407829802,0.0799531814108631,0.217644357902388,0.398260645214675,1.0466997720387,0.166478844726087,0.196202304284448
"fg2",2005,20.7399435139226,17.7760469702942,23.703840057551,653,0.209142453459365,3.11145847049423,0.0198134502019061,0.09896730401045,0.23678317830178,0.492638913804576,1.36181260380354,0.191704450505993,0.228166668658718
"fg2",2005,27.6561096332728,23.703840057551,31.6083792089945,491,0.245088708987269,3.11218767778468,0.019983547092239,0.099626509167787,0.276750291719278,0.611116116031764,1.40145477472448,0.221671919151644,0.270979181769766
"fg2",2005,36.8786153893889,31.6083792089945,42.1488515697832,383,0.343374104398037,3.24900188428417,0.0202806823852324,0.159666318317717,0.447930518369579,0.879941496701468,1.95913398258517,0.305151877481675,0.386383910019477
"fg2",2005,49.176557768712,42.1488515697832,56.2042639676407,387,0.43232458968154,2.6607869638873,0.0430022399942082,0.236798756436405,0.511382219851941,0.861028916250935,1.87741183328281,0.392162389075323,0.476599888337107
"fg2",2005,65.5755051659368,56.2042639676407,74.9467463642328,312,0.415327864320558,2.92294016646096,0.0203971590728459,0.241962064607552,0.492813057175759,0.915357459801309,1.81335831131457,0.36872549959638,0.467820194344837
"fg2",2005,87.4430231166713,74.9467463642328,99.9392998691097,176,0.360763371213921,3.08559821834243,0.0228214520665874,0.183486647640761,0.455048936216736,0.843519034580322,2.09926951130802,0.305441815412102,0.426104755283866
