year,model,fg,light_area,q025,q05,q25,q50,q75,q95,q975
1995,3 segment,all,304.89644119377215,1.238129695718367,1.2782044718366146,1.3775005843461994,1.4404979687558752,1.505592156182676,1.6150986489165495,1.6586556130081567
1995,3 segment,all,323.8182544584798,1.136532170974901,1.17826612870464,1.2743889112558484,1.3356181615422942,1.3979310681843733,1.5026875608001156,1.5461908151277735
1995,3 segment,all,343.9143517385163,1.0432708464848324,1.085261433076597,1.1788637128370842,1.238849420340511,1.298109944116734,1.399595842345898,1.4408000579741633
1995,3 segment,all,365.25760886926605,0.9590766158027361,0.9963124354452444,1.0901291076761623,1.148755135390561,1.2053812878783183,1.3012878915419341,1.3446756717063546
1995,3 segment,all,387.92542434614626,0.8809198125338639,0.9166349325502431,1.0080956418508404,1.0645269763842653,1.1194563343535364,1.2122099022009347,1.2534357675583772
1995,3 segment,all,412.0000000000001,0.8080922629035242,0.8406739440600899,0.9327742145507146,0.9873227607705197,1.040002028389265,1.1295864902746497,1.1675902627369583
1995,3 segment,fg1,1,0.24076165951298906,0.3167833494823592,0.6811445535580828,1.1724878690949945,1.641326479400169,2.2593219315077024,2.4587900243759835
1995,3 segment,fg1,1.0620598036192959,0.31869625591479556,0.40273953890399067,0.8230982210789737,1.346630330755532,1.828570819572082,2.4905778271347976,2.679191183238031
1995,3 segment,fg1,1.1279710264638572,0.41806891634870036,0.517678503247548,0.9855127999388857,1.5483270082511615,2.0512389393755375,2.7191418291996117,2.931627019163191
1995,3 segment,fg1,1.1979726868544596,0.5586861268819575,0.6652929437866887,1.1865447382656762,1.7683500672694263,2.292540021521161,2.9808762879816446,3.1992702530353982
1995,3 segment,fg1,1.2723186365419277,0.7356656615716018,0.8599740694920219,1.437284215901375,2.024564883609413,2.5635834120463747,3.268514318698831,3.5039427259006204
1995,3 segment,fg1,1.3512784812668899,0.964932419649001,1.1111405680284285,1.7392101449256179,2.3212561259656077,2.867378380760221,3.6054796327649594,3.8359418675323194
1995,3 segment,fg1,1.4351385584492933,1.2750033721621687,1.4353666792338722,2.094240535905498,2.6709877582566572,3.207644371344028,3.982858440800276,4.198909059371294
1995,3 segment,fg1,1.5242029755531357,1.6713738789661272,1.8482565020056805,2.5125802971364015,3.067252987414274,3.5968061797959714,4.386991221985386,4.61618485527902
1995,3 segment,fg1,1.6187947128919096,2.1818253650928012,2.355615735684376,3.0031251546753226,3.5237553730888145,4.055341851889684,4.847282043760993,5.108292252629997
1995,3 segment,fg1,1.719256794873936,2.8468693496940034,2.9969595454013134,3.5916282697243656,4.075732987390927,4.569671735340179,5.351080750242464,5.671862119017714
1995,3 segment,fg1,1.8259535339349524,3.540719941633112,3.7038674448901223,4.269540963382227,4.708114369263916,5.186643077262862,6.014661043502306,6.332778205193795
1995,3 segment,fg1,1.9392718516689147,4.225126692033477,4.411198083715116,5.0269396704079155,5.47269618397906,5.961401933490352,6.911597823377272,7.244022057736169
1995,3 segment,fg1,2.0596226819479155,4.888053184228552,5.122815396700672,5.842054389169255,6.36265399535963,7.000892010218807,8.13570055542881,8.575576932183614
1995,3 segment,fg1,2.1874424611194505,5.590391758061607,5.820513028644695,6.642040863292379,7.335414011880696,8.294676911345126,10.007780298077034,10.575411607666593
1995,3 segment,fg1,2.323194710685033,6.3000484397710075,6.5770109185205055,7.498264160949144,8.391654865487656,9.745909672624503,12.124981815044954,12.905070245200385
1995,3 segment,fg1,2.4673717181995327,7.084691360017128,7.351178350775504,8.438696351180054,9.504525432552143,11.190596596048664,13.988079246724823,14.79722779954554
1995,3 segment,fg1,2.6204963224868,7.872858858374205,8.221781589698574,9.45678010490499,10.722725853178776,12.501516949591267,15.418890982228,16.412423091443824
1995,3 segment,fg1,2.7831238096454176,8.754476745542657,9.123028603988985,10.54471766838052,11.874215838575347,13.581625581591407,16.313655887569723,17.30657354927043
1995,3 segment,fg1,2.9558439267201986,9.689343311604317,10.086097999312466,11.660731412137544,12.994557599201652,14.62345995271751,17.203848728969433,18.040090004242273
1995,3 segment,fg1,3.139283020341743,10.638093471801163,11.151587217643156,12.694721280654662,14.039608170977631,15.725934716583364,18.50326150466617,19.255148838844352
1995,3 segment,fg1,3.3341063080895412,11.59510776313521,12.052762787285722,13.638651555830277,15.003417099902293,16.781504757108344,19.78119944192462,21.172729537700487
1995,3 segment,fg1,3.5410202908154336,12.304267462563669,12.692023912663,14.439078420939161,15.917684309016156,17.82926304162084,21.4319178931413,22.76964522416816
1995,3 segment,fg1,3.760775314675381,12.643903094225912,13.151421188551671,15.053409873825206,16.72190761217358,18.84971921897349,22.5082082626847,23.72238094435258
1995,3 segment,fg1,3.99416829216043,12.949777036710694,13.40977008080032,15.464882752776706,17.343924222332873,19.816030840477488,23.372872161663206,24.291247259444845
1995,3 segment,fg1,4.242045591994325,13.078004953595439,13.56966887914996,15.70637569240684,17.763805370600217,20.64022686567499,24.478291848836964,25.564549122599768
1995,3 segment,fg1,4.505306108377592,13.185099889955096,13.704965960580017,15.763508839167487,17.99720957017461,21.17173243046247,25.469670600814112,26.444847568170342
1995,3 segment,fg1,4.784904520708319,13.185923785150987,13.812015465206125,15.735305507616795,17.948777583995316,21.0812967878578,25.316948334996958,26.43937027120963
1995,3 segment,fg1,5.081854755600558,13.16475910023835,13.7588459501489,15.645094262460837,17.827652966841114,20.71421445846675,24.731297518177207,25.87186751078584
1995,3 segment,fg1,5.397233663754914,13.099554551052655,13.668702443876779,15.512217132492239,17.549884286158388,20.181130713125903,23.740528749761175,24.756168587830334
1995,3 segment,fg1,5.732184925014995,12.973577481026979,13.505502840943825,15.33661980730334,17.157864415307014,19.650667444048796,22.758156244433177,23.91166212446318
1995,3 segment,fg1,6.087923195770914,12.85185999433617,13.303704856299218,15.114741337465157,16.744708024184426,18.989472564844633,21.884382034029045,22.95974018245115
1995,3 segment,fg1,6.4657385137498125,12.526196030872095,13.021847087385831,14.796622646738427,16.30409195690957,18.31346810389741,21.03255810585646,21.97245723238497
1995,3 segment,fg1,6.867000976166844,12.312528959432179,12.710682353163525,14.501709417810892,15.908748461539258,17.63890187501646,20.12692220066575,20.856909419132975
1995,3 segment,fg1,7.293165708201271,11.938542046266948,12.390863543938202,14.037330525214866,15.422760115897809,16.959603227102694,19.1721622844209,19.870274103739316
1995,3 segment,fg1,7.745778139815223,11.563657960764486,12.007753386742525,13.548859510546677,14.914835978614,16.322328116246318,18.35238870889593,18.97486008864476
1995,3 segment,fg1,8.22647961005079,11.234800433527951,11.61466694652533,13.077648810924853,14.382985477427816,15.675105181501124,17.60097562844042,18.16083291044577
1995,3 segment,fg1,8.737013319128684,10.83145589296075,11.182999256415778,12.563925733245107,13.779798438363017,15.018618342172509,16.84003889566614,17.5775054447435
1995,3 segment,fg1,9.279230649932982,10.386555865869084,10.748888685318436,12.034714487729788,13.195953894038182,14.370040363954516,16.138109856041147,16.649794637545117
1995,3 segment,fg1,9.855097881805975,9.982324880925862,10.32268776686706,11.510841437232799,12.55061829091237,13.694998039079984,15.334598975603877,15.84953732728752
1995,3 segment,fg1,10.466703320999791,9.544536409079086,9.852591422139655,10.986066516243227,11.952896288823352,13.022814312920953,14.579518945841604,15.020304455318838
1995,3 segment,fg1,11.11626487364247,9.092111996439883,9.391577497384109,10.458044397294751,11.355266991060995,12.335486304277753,13.799552379847698,14.359664922532676
1995,3 segment,fg1,11.806138088680799,8.65870504860007,8.947509197949008,9.951435636740493,10.752990108106637,11.695062219864678,13.05988679839961,13.543274493998045
1995,3 segment,fg1,12.538824699966618,8.260554017640901,8.529198513690387,9.453328349316276,10.184597250264648,11.061451037690173,12.324835900297531,12.806807427611437
1995,3 segment,fg1,13.316981698463321,7.844639412574961,8.106926787831787,8.969126431429764,9.638728745945407,10.433327130800258,11.623174245827387,12.038988297265563
1995,3 segment,fg1,14.143430967471712,7.459763002732496,7.697815444607548,8.491662299276081,9.123976767782572,9.833592703810444,10.98926875541566,11.320894397594266
1995,3 segment,fg1,15.021169515816068,7.08623635893798,7.299941712826433,8.051844087381134,8.627658686304855,9.27729963462677,10.331277253602309,10.661638182090622
1995,3 segment,fg1,15.953380346099765,6.720837434346525,6.926354384731517,7.614038280710622,8.14135405662132,8.749429660116277,9.765149254542616,10.036485417761721
1995,3 segment,fg1,16.94344399744265,6.367911585172803,6.555228862153738,7.202368779590855,7.6801735595412435,8.241628182124016,9.164956662687967,9.50690715038741
1995,3 segment,fg1,17.994950804558478,6.024302414274394,6.2068384212609455,6.8046229714830275,7.2411717724660924,7.75200189584268,8.646495014414853,8.961095826433326
1995,3 segment,fg1,19.11171391762827,5.716727039448756,5.874402009652964,6.429788182714517,6.825843970671055,7.297249404471633,8.135811531469336,8.43874325982331
1995,3 segment,fg1,20.297783130184442,5.42122455751383,5.560983700474164,6.070901554970792,6.438887495350387,6.876123424742382,7.636153200487587,7.956415565504724
1995,3 segment,fg1,21.557459565150744,5.14286868614601,5.26047688571312,5.735929577239659,6.076050820288538,6.484519354853593,7.207320907619863,7.493642874166054
1995,3 segment,fg1,22.89531127229491,4.868702687893609,4.97679821381892,5.413216011644937,5.728143401798798,6.105811729544976,6.767498414717351,7.076711103102154
1995,3 segment,fg1,24.316189793656182,4.59858056857939,4.709970676070973,5.104093675056166,5.393903205254733,5.741365032770817,6.362907950021401,6.643827862360195
1995,3 segment,fg1,25.825247757020012,4.3446169167951645,4.453461423554262,4.812823833795183,5.082814998983527,5.397258640659874,5.992247567753906,6.2427532726848085
1995,3 segment,fg1,27.427957561240333,4.107172680686094,4.202701077777159,4.533445362011536,4.786294767921666,5.076256376900263,5.640052112231281,5.871073673558566
1995,3 segment,fg1,29.13013122116929,3.8775124849099587,3.971324891061642,4.268562584738575,4.501649708181405,4.770042345406625,5.313557143491485,5.520001533213962
1995,3 segment,fg1,30.937941444159375,3.6673647922884984,3.7532115131638144,4.02466273724865,4.234559986260713,4.485760400797163,4.994520695954355,5.179537647761675
1995,3 segment,fg1,32.85794401456916,3.465251746084342,3.5426973392280927,3.7931148284314093,3.985724548294225,4.2147313984197625,4.699233105002167,4.856835313204648
1995,3 segment,fg1,34.897101567447145,3.2640886027674245,3.344050537895493,3.5726068948560132,3.748737258358315,3.9624325457807887,4.412565550471612,4.564260253546483
1995,3 segment,fg1,37.06280883760554,3.077623197049565,3.1491342871720835,3.363422569457657,3.525242049024259,3.720987401191257,4.151269488659261,4.3073880479447455
1995,3 segment,fg1,39.36291947564684,2.9064906706287736,2.96780723471673,3.1650497898061967,3.316719355844882,3.5003844010677954,3.9081257279971715,4.054699793326403
1995,3 segment,fg1,41.805774528187634,2.7358890994586726,2.7953505575499946,2.9787891949923333,3.1203730547980664,3.2919388562479877,3.6701087573678897,3.7983181141615736
1995,3 segment,fg1,44.40023268555952,2.5774673941788335,2.6355979664856513,2.8045051780695838,2.931875059041779,3.095984900987977,3.4495463501398667,3.5913686365108037
1995,3 segment,fg1,47.15570240667638,2.428432790523959,2.4776520661207475,2.63740427821952,2.754705270505542,2.9097667312468496,3.2398584077444603,3.3803901050452
1995,3 segment,fg1,50.08217603756468,2.28398197205326,2.333026703157321,2.480401893840907,2.5914927357235547,2.732137414641561,3.042156475599586,3.1754791254045407
1995,3 segment,fg1,53.19026604728295,2.1529119501339857,2.1944190540028354,2.3324613044354123,2.4351556306366566,2.56593168952511,2.864927090400478,2.98901835431772
1995,3 segment,fg1,56.4912435126354,2.0239165701685695,2.066288984803998,2.193874968394863,2.2886513651638314,2.4091666506500693,2.6936782049448347,2.808018115964736
1995,3 segment,fg1,59.99707899123938,1.9019445576473923,1.9430252742597434,2.0621870252286567,2.1519063342659566,2.262798795959018,2.5223442281949433,2.634235189479411
1995,3 segment,fg1,63.72048593116707,1.786474276155591,1.8260617963113872,1.9376775257339838,2.0209679436052954,2.1246468262601774,2.3674752309024583,2.4598887722899474
1995,3 segment,fg1,67.6749667745814,1.6783933134391948,1.716346149432538,1.8199799063746604,1.8989557489500406,1.9974892893612055,2.2294995519347762,2.310297476548977
1995,3 segment,fg1,71.87486192255429,1.577646297928183,1.6143710100611484,1.7093767482270423,1.7827875503999773,1.874829164003752,2.0961223406561573,2.167952992849062
1995,3 segment,fg1,76.33540173863202,1.4816925526971725,1.5151797616918339,1.6048947845408328,1.6754488871774607,1.7628245967895415,1.9633596066712267,2.027358280983348
1995,3 segment,fg1,81.07276177973158,1.3914165232522566,1.421801134205823,1.506310384651521,1.5733869062031325,1.6560051449419926,1.84551998787719,1.908089751042209
1995,3 segment,fg1,86.10412145465567,1.3038165832067536,1.3334099517525095,1.4139166240378132,1.4781176943417673,1.5564963281531692,1.733074731378917,1.8017951960706156
1995,3 segment,fg1,91.44772632294361,1.2238173849422562,1.249386147744764,1.3261235886883163,1.3883815658652239,1.4606003571838562,1.6209416758018478,1.688930616202237
1995,3 segment,fg1,97.1229542599766,1.1461498825010297,1.1713367173666733,1.2437169795819047,1.3045438754006717,1.3728779421873816,1.5157250639436002,1.5904255862451442
1995,3 segment,fg1,103.15038572827659,1.0746285523546277,1.0991390658265534,1.1676605226568746,1.224315158365501,1.2893204062296622,1.4218736113295416,1.4912855228579451
1995,3 segment,fg1,109.55187840982805,1.006155408869393,1.0299926796202972,1.0956189921287258,1.1483777625378873,1.2107435291541344,1.3298216999104193,1.3961005054519553
1995,3 segment,fg1,116.35064647006696,0.9422085586263673,0.9644683083639412,1.0264959258527733,1.0784513306049819,1.1367439082898798,1.2502679131199992,1.3025649372205608
