"fg","dbh_bin","q025","q25","q50","q75","q975","mean","sd","ci_min","ci_max"
"all",1.15546278812523,1.1596615275562,2.97160184402791,4.68497901826165,7.58233066028118,18.1970885520477,4.70015386508918,2.02332135989874,4.65362741645318,4.74714547997699
"all",1.51472572135904,2.22938841014879,5.42428351779429,8.40843020635227,13.1569538819566,30.90081560666,8.43162038755275,1.95170799950099,8.34492524944756,8.51921619843169
"all",1.985692689134,4.0285337747902,10.2906153267008,16.795005266745,27.4306326074655,71.2533804506653,16.7914285524022,2.07383516900043,16.5939325907999,16.9912750511442
"all",2.60309533275933,9.07998705570771,22.1905419470561,35.2832320889033,56.4522607187758,133.714894844936,35.3142892552177,1.98282296358686,34.9173358941945,35.7157553308221
"all",3.41246424913243,16.8504085392754,38.6779244298539,60.5005856831001,94.7369755876918,214.049901300601,60.4539322883503,1.92608964797096,59.74725139299,61.1689716918633
"all",4.47348666222804,28.6330384398882,65.0874187424873,103.526997886897,162.591231297543,386.653929243922,103.458007734452,1.95340552935001,102.100837932692,104.833217641545
"all",5.86440808053007,49.8629183723595,132.313473303066,215.154898530705,349.145699569052,843.489239031813,213.593680629605,2.05652131244637,210.214760915295,217.026911936431
"all",7.68780254233678,116.496968945966,295.605842608026,470.384901378695,717.286229270564,1562.07634249985,453.425123529672,1.95307651486852,445.608807087914,461.378544089989
"all",10.0781369779126,210.59663494446,481.967732242136,771.275768474272,1172.41756749082,2506.59690841095,747.741563941374,1.90561759681751,733.655452728732,762.098127078495
"all",13.2116875253013,344.090900917425,788.312003082904,1269.95581158429,1963.74102814889,4082.30958334514,1238.74687221167,1.90388075053626,1211.1123094479,1267.0119867857
"all",17.3195390823467,739.480933835718,1826.4828031397,2852.47443120018,4455.84386073946,9162.77532938661,2794.77343883741,1.90707099727389,2721.70424985548,2869.80430546258
"all",22.7046267519177,1904.40702331051,4049.33793395583,5989.81353828342,8566.972337114,14264.5309232698,5759.595886532,1.71672135603603,5610.68244302537,5912.46165025675
"all",29.7640759083095,3009.17190408639,6397.81530405726,9334.29189939419,13267.0622923631,21153.3496304135,8903.49541880317,1.68241411516663,8646.30098212323,9168.34040782866
"all",39.0184883616633,5419.43032646591,11290.2345104426,16107.6393971047,21314.4584388791,37259.618202392,15298.9009467099,1.6189686077362,14769.8714781249,15846.8792720297
"all",51.1503343399355,12100.1458433889,22616.1829711715,31280.4227572508,38531.0290499299,61268.5116723272,29466.6296020377,1.5159655233851,28317.1785046558,30662.7392259763
"all",67.054281519984,22396.5547600103,35919.846618521,45787.3859449398,54977.0748380046,76691.9984455147,44285.9657807262,1.38926054630895,42567.1932557863,46074.1386763867
"all",87.9031726416461,33603.0587071304,50042.6186654329,60381.7218724785,73816.396905798,111477.74323376,61401.4919739528,1.37670246010815,57901.8451581286,65112.6610271437
"all",115.234517249494,59956.5709269579,104029.245647139,116430.290452993,144968.139251099,263839.785551955,120535.543640507,1.45884831276226,107526.053850083,135119.041018368
"all",151.063875929237,93908.0450724335,147888.214617965,187540.590041314,199896.675403854,242010.18471576,166198.212400232,1.44434703490788,123841.112130246,223042.617511236
"all",198.033498603164,173680.677071376,283218.759037303,328394.454785276,443294.130942747,525571.721626001,325447.827168338,1.54174815073573,230166.471268201,460172.53349283
"fg1",1.15546278812523,1.37597245737488,3.57055107421937,5.39495186455426,8.30698742540658,23.1235510513872,5.43183797625952,1.96909225826579,5.20097823248013,5.67294506561808
"fg1",1.51472572135904,2.32220318068325,5.6550762035263,8.55694201241494,13.1832280468706,32.5709306712926,8.56823522632649,1.94112462798605,8.16274653434917,8.99386678059037
"fg1",1.985692689134,3.52989096005143,9.37106454494227,14.7845309368951,23.2564530294803,54.1012183007915,14.7586868868904,1.97581655485113,14.0439799999013,15.5097656523862
"fg1",2.60309533275933,6.50069050920291,16.3450024384591,26.7932002534213,40.1786088143636,92.4772401210408,25.775465585674,1.97383024536643,24.4626921187821,27.1586881334359
"fg1",3.41246424913243,10.8541586017886,30.2919892730427,50.073010219937,77.7828555760369,155.204916326465,47.974179238908,2.01379396862017,45.5395854879825,50.5389289117316
"fg1",4.47348666222804,23.7592104020865,51.1069317966174,83.9438487228875,130.235544186821,309.926178163961,83.2906241106299,1.99477953892715,79.0597711589516,87.7478895150174
"fg1",5.86440808053007,37.4838646344068,95.6628736317852,159.613127962055,265.313362546272,713.678054960206,161.230501994994,2.15227653105873,151.700190228349,171.359539723899
"fg1",7.68780254233678,83.1282887821372,196.44811258219,313.4135850688,535.382380632073,1275.46126981,323.867284739977,2.02838724321644,305.961323219958,342.821167790017
"fg1",10.0781369779126,144.292243293277,371.451570261788,629.615175816438,986.64769156359,2284.25659248,602.044372818782,2.03664960812617,568.462614001977,637.609963988766
"fg1",13.2116875253013,251.589844832068,639.038267227194,1105.1741737728,1869.10895190265,3808.50869823925,1066.86467095029,2.11678520871462,996.861206960523,1141.78404995045
"fg1",17.3195390823467,599.16794529024,1511.16984437058,2377.64599129851,3677.52198527797,7531.13866902091,2301.71247770776,1.94945258654335,2157.00358088324,2456.12959430797
"fg1",22.7046267519177,1765.92633612489,3447.68900314998,5172.00880086532,7740.90276762193,13254.5880673573,5042.24915725051,1.75147940037676,4745.50885970287,5357.54485249984
"fg1",29.7640759083095,2890.9957025912,6632.70584240453,9559.55239628269,13100.8628429988,22317.697575724,9103.15970412482,1.71617738464728,8514.79205329362,9732.18325005927
"fg1",39.0184883616633,4340.69739886481,13300.725411817,16903.3437239295,21983.3935268978,36586.8619688693,16530.9134476739,1.6225665029141,15357.4912888867,17793.9934507556
"fg1",51.1503343399355,9573.71552615025,26680.1167151246,33810.0165465645,40683.1469881273,66740.2090672214,32146.732801235,1.571530664761,29078.2613403702,35539.0034396341
"fg1",67.054281519984,24970.3650355193,34476.9466641263,48282.16227027,57981.573980154,78524.844801695,46183.0261134336,1.44309694560552,41099.3237089627,51895.5473841281
"fg1",87.9031726416461,37467.211148178,43685.7308113839,62777.4335427399,83535.7928963175,119709.346681367,63030.5456909631,1.59588153493586,43363.0380980091,91618.342818166
"fg1",115.234517249494,130144.719473519,130144.719473519,130144.719473519,130144.719473519,130144.719473519,130144.719473519,NA,NA,NA
"fg2",1.15546278812523,1.37949837153227,3.15000019773106,4.76025442607051,7.70488730709134,17.2133718672272,4.90429997527735,1.96062995566458,4.67796851878131,5.14158189627395
"fg2",1.51472572135904,2.67133771782554,5.73764675985953,8.81198526409192,13.4958672104449,34.2717557046597,8.86399602707704,1.93624402968735,8.45696600121079,9.29061622770962
"fg2",1.985692689134,5.14743096214982,11.4863751156883,17.6344896134721,28.1201866761426,75.2718976499434,18.1056494327467,1.95299072724041,17.2820005438509,18.9685528911849
"fg2",2.60309533275933,11.216045555638,23.7018959719086,36.8444503562026,56.7454314872902,118.680326381363,37.2685629297893,1.87042830685063,35.7514095219933,38.8500985393939
"fg2",3.41246424913243,19.3833341321264,41.0398999303568,60.4593586324949,92.2081617736092,200.140379151461,61.4799619205361,1.82594653023751,59.0701327412571,63.9881026559908
"fg2",4.47348666222804,35.7012554207281,73.9626676584467,109.084704487204,163.236665178113,395.781103697411,110.393793964347,1.84820932384995,105.857152360176,115.124859058908
"fg2",5.86440808053007,68.7485909624158,143.076585576924,230.363280746207,339.609459966613,764.910859343213,224.564045713752,1.89367807263313,214.385989764394,235.22530871886
