ratio_name,bin,bin_midpoint,bin_min,bin_max,richness_ratio,lowest_n,lowest_rich
tall:slow,6,4.9191489684291625,4.216164960042983,5.622132976815341,0.7241379310344828,915,42
tall:slow,7,6.5595416439756224,5.622132976815341,7.496950311135904,0.7903225806451613,812,49
tall:slow,8,8.74695742194416,7.496950311135904,9.996964532752415,0.8888888888888888,730,48
tall:slow,9,11.66381254878856,9.996964532752415,13.330660564824704,1.0222222222222221,753,45
tall:slow,10,15.553353767559475,13.330660564824704,17.776046970294246,1.2432432432432432,661,37
tall:slow,11,20.73994351392262,17.776046970294246,23.703840057550995,1.28125,602,32
tall:slow,12,27.656109633272763,23.703840057550995,31.60837920899453,1.8333333333333333,504,24
tall:slow,13,36.87861538938886,31.60837920899453,42.14885156978319,2.0454545454545454,361,22
tall:slow,14,49.17655776871196,42.14885156978319,56.20426396764072,2.6153846153846154,229,13
tall:slow,15,65.57550516593678,56.20426396764072,74.94674636423284,3,77,11
tall:slow,16,87.44302311667127,74.94674636423284,99.93929986910972,3.5714285714285716,18,7
tall:slow,17,116.60272036691177,99.93929986910972,133.26614086471383,5,3,3
tall:slow,18,155.48632597964314,133.26614086471383,177.70651109457248,5,1,1
tall:slow,19,207.33647971997289,177.70651109457248,236.96644834537327,NA,0,0
tall:slow,20,276.47714711774023,236.96644834537327,315.98784589010717,NA,0,0
tall:short,1,1.1667354135923118,1,1.3334708271846236,1.0588235294117647,861,34
tall:short,2,1.555807637068534,1.3334708271846236,1.7781444469524443,1.1,854,30
tall:short,3,2.0746240967419327,1.7781444469524443,2.371103746531421,1.2666666666666666,1059,30
tall:short,4,2.766450710379617,2.371103746531421,3.161797674227814,1.5555555555555556,1058,27
tall:short,5,3.6889813171353985,3.161797674227814,4.216164960042983,1.826086956521739,740,23
tall:short,6,4.9191489684291625,4.216164960042983,5.622132976815341,2.8,401,15
tall:short,7,6.5595416439756224,5.622132976815341,7.496950311135904,4.083333333333333,173,12
tall:short,8,8.74695742194416,7.496950311135904,9.996964532752415,4.8,128,10
tall:short,9,11.66381254878856,9.996964532752415,13.330660564824704,5.75,90,8
tall:short,10,15.553353767559475,13.330660564824704,17.776046970294246,6.571428571428571,52,7
tall:short,11,20.73994351392262,17.776046970294246,23.703840057550995,6.833333333333333,14,6
tall:short,12,27.656109633272763,23.703840057550995,31.60837920899453,44,1,1
tall:short,13,36.87861538938886,31.60837920899453,42.14885156978319,NA,0,0
tall:short,14,49.17655776871196,42.14885156978319,56.20426396764072,NA,0,0
tall:short,15,65.57550516593678,56.20426396764072,74.94674636423284,NA,0,0
tall:short,16,87.44302311667127,74.94674636423284,99.93929986910972,NA,0,0
tall:short,17,116.60272036691177,99.93929986910972,133.26614086471383,NA,0,0
tall:short,18,155.48632597964314,133.26614086471383,177.70651109457248,NA,0,0
tall:short,19,207.33647971997289,177.70651109457248,236.96644834537327,NA,0,0
tall:short,20,276.47714711774023,236.96644834537327,315.98784589010717,NA,0,0
slow:short,1,1.1667354135923118,1,1.3334708271846236,1.7058823529411764,3023,34
slow:short,2,1.555807637068534,1.3334708271846236,1.7781444469524443,1.9666666666666666,2323,30
slow:short,3,2.0746240967419327,1.7781444469524443,2.371103746531421,1.9666666666666666,2136,30
slow:short,4,2.766450710379617,2.371103746531421,3.161797674227814,2.185185185185185,1377,27
slow:short,5,3.6889813171353985,3.161797674227814,4.216164960042983,2.608695652173913,740,23
slow:short,6,4.9191489684291625,4.216164960042983,5.622132976815341,3.8666666666666667,401,15
slow:short,7,6.5595416439756224,5.622132976815341,7.496950311135904,5.166666666666667,173,12
slow:short,8,8.74695742194416,7.496950311135904,9.996964532752415,5.4,128,10
slow:short,9,11.66381254878856,9.996964532752415,13.330660564824704,5.625,90,8
slow:short,10,15.553353767559475,13.330660564824704,17.776046970294246,5.285714285714286,52,7
slow:short,11,20.73994351392262,17.776046970294246,23.703840057550995,5.333333333333333,14,6
slow:short,12,27.656109633272763,23.703840057550995,31.60837920899453,24,1,1
slow:short,13,36.87861538938886,31.60837920899453,42.14885156978319,NA,0,0
slow:short,14,49.17655776871196,42.14885156978319,56.20426396764072,NA,0,0
slow:short,15,65.57550516593678,56.20426396764072,74.94674636423284,NA,0,0
slow:short,16,87.44302311667127,74.94674636423284,99.93929986910972,NA,0,0
slow:short,17,116.60272036691177,99.93929986910972,133.26614086471383,NA,0,0
slow:short,18,155.48632597964314,133.26614086471383,177.70651109457248,NA,0,0
slow:short,19,207.33647971997289,177.70651109457248,236.96644834537327,NA,0,0
slow:short,20,276.47714711774023,236.96644834537327,315.98784589010717,NA,0,0
