variable,ratio,q025,q25,q50,q75,q975
light per area,fast_slow_density_slope,0.25394806194065433,0.2636676658131957,0.26897874869935035,0.2742237972478194,0.283783579237556
light per area,fast_slow_production_slope,0.5394755121257789,0.5672988543134688,0.5820129048652458,0.5977773589637445,0.6256269094256934
light per area,pioneer_breeder_density_slope,0.46985705466451294,0.48912053064973593,0.49902028063043385,0.5093720488285663,0.5286239171063333
light per area,pioneer_breeder_production_slope,1.16184500354147,1.1990999777460385,1.2197481528211322,1.2419245005286634,1.2818090923526917
