"ratio","dbh","variable","q025","q05","q25","q50","q75","q95","q975"
"fast:slow",177.206438993,"density",0.651616948111634,0.796543188526382,1.45694266883126,2.20321528152129,3.32428184413722,5.79989899708415,6.98219730303313
"fast:slow",187.69927880897,"density",0.647940547399558,0.799780981264169,1.51572964896124,2.34943414027758,3.62486862313224,6.50999997384796,7.87921918999595
"fast:slow",198.813426112576,"density",0.642785894351751,0.803806375045841,1.57946747592449,2.5109834247816,3.94129121517897,7.28899548666529,8.93970023435914
"fast:slow",210.585670085866,"density",0.635314491424273,0.810555386603321,1.64706591105355,2.67193576972541,4.2888076729411,8.18842717434267,10.0923400021053
"fast:slow",223.054978291067,"density",0.632583612605482,0.812273663555183,1.7128618491212,2.85198175507058,4.67261799343582,9.20545872083076,11.380003536144
"fast:slow",236.262625657963,"density",0.632015569959321,0.817628205086002,1.7838107585085,3.03694998951313,5.10104687405616,10.3452459977155,12.8766837134449
"fast:slow",250.252331108946,"density",0.629729600717372,0.823613351298369,1.85039951059009,3.22139742830171,5.56413703355996,11.5913120957162,14.5957208328156
"fast:slow",265.070402273974,"density",0.62380315797179,0.829953858482472,1.93200254802981,3.42741587649667,6.06271494301863,13.0258332364611,16.5245971248836
"fast:slow",280.76588877447,"density",0.617933137276424,0.835687620578401,2.01157929324218,3.65417119002101,6.60197150371445,14.53650252235,18.6793192561562
"fast:slow",297.39074458355,"density",0.61211899949259,0.838827124724201,2.09671328936793,3.89491852748174,7.1964942828097,16.3501577718159,21.0937169183159
"fast:slow",315,"density",0.608240095092,0.840932318082194,2.17999244304219,4.15180780813036,7.84947519896201,18.3555300686494,23.8197439911621
"fast:slow",1,"total production",0.083028529817263,0.083893114949751,0.0870125028938486,0.0892098331133891,0.0913618478811491,0.09451434325718,0.0955724613392655
"fast:slow",1.05921252001675,"total production",0.0834662017228552,0.0843037823820439,0.0872787466736243,0.0894240402565688,0.091503819516311,0.0945336769956112,0.0955479440479954
"fast:slow",1.12193116256024,"total production",0.0838915920152866,0.0846589918931251,0.087548764098804,0.0896226944687251,0.0916417652540854,0.0945457885956661,0.0954997119039516
"fast:slow",1.18836353398076,"total production",0.0842658682592801,0.0850251530602461,0.0878347563968722,0.0898267999981833,0.0917546233125305,0.0945944101533203,0.0955177948294749
"fast:slow",1.25872953352377,"total production",0.0846621874122219,0.0853677387079959,0.0881295868934535,0.0900312024555751,0.0918913534719895,0.0946301871624919,0.0955939699328746
"fast:slow",1.33326208122323,"total production",0.0850658541820965,0.0857906659948869,0.0884217665168564,0.0902491098948061,0.0920308438994088,0.0946814675658867,0.0955895764899655
"fast:slow",1.41220788889523,"total production",0.0854551066187733,0.0861638474166618,0.0886910069762196,0.0904637637087805,0.0921506534330198,0.0947525299210276,0.0956191321769132
"fast:slow",1.49582827678426,"total production",0.0858276505779365,0.0865407107917563,0.0889564249269921,0.0906631771584065,0.0922902961842747,0.0947764572492553,0.0955662432895139
"fast:slow",1.58440003856497,"total production",0.0862415379330689,0.0868936735530774,0.0892350811120588,0.0908692836963171,0.0924758546275311,0.0948118341322223,0.0955679421575611
"fast:slow",1.67821635756304,"total production",0.0866225085839908,0.087235158470571,0.0894860010723101,0.0910860406808965,0.092599985339718,0.0948873676848212,0.0955499137037974
"fast:slow",1.77758777722769,"total production",0.0870027627990081,0.0876148337811416,0.0897641203481094,0.0913017151535729,0.0927600238698048,0.0949565634947994,0.0955856907763914
"fast:slow",1.88284322906832,"total production",0.0873725587798303,0.0879773243235479,0.090047424092295,0.0915137605317288,0.0929369334701131,0.0950194906679514,0.0956292276528267
"fast:slow",1.99433112145793,"total production",0.0877128053186706,0.0882916620282866,0.0903043155655301,0.0917287085330684,0.0930998157048602,0.0950789023545317,0.0957604177055771
"fast:slow",2.11242049290729,"total production",0.0880453681475577,0.0885979759059791,0.0905609860356156,0.0919348388090457,0.0932656839992468,0.0951767415305896,0.0958307585862033
"fast:slow",2.23750223362737,"total production",0.0884154710690325,0.0889373429075203,0.0908069550034757,0.0921437260838568,0.0934393169869324,0.0953011075735115,0.0959598208571165
"fast:slow",2.36999037942355,"total production",0.0886976382427948,0.0892291910644455,0.0910538538347043,0.0923497644179568,0.0936013129230242,0.095473702782662,0.0961055352696556
"fast:slow",2.51032348220468,"total production",0.0890140451753966,0.0895372469095355,0.0912900713426503,0.0925493892890335,0.0938029174257103,0.095578827191267,0.096306385940006
"fast:slow",2.65896606164325,"total production",0.0892782685643781,0.0898565750170773,0.0915184781968231,0.0927609937173683,0.0940220111997794,0.0957682560175349,0.0965079215855156
"fast:slow",2.81641014279217,"total production",0.0895429127182399,0.0900859524469205,0.0917553971478673,0.0929657651613435,0.094202424861726,0.0960042972792897,0.0966983418521996
"fast:slow",2.98317688474764,"total production",0.0897862184864526,0.0903216480282586,0.091985419727513,0.0931668071957186,0.0943997632395266,0.0962417282056778,0.096931076780451
"fast:slow",3.15981830574927,"total production",0.0900683718121139,0.0905718874462453,0.0922145543509361,0.0933924577967953,0.094618009947567,0.0965411865510425,0.097170464488995
"fast:slow",3.34691911042775,"total production",0.0950499284352726,0.0956295400237672,0.0974565443140817,0.0987527203351251,0.0999479882304571,0.101744050908503,0.102386175464265
"fast:slow",3.54509862524841,"total production",0.102391389175232,0.103140194015444,0.105133963553142,0.106493613416471,0.107814504540584,0.109728409348216,0.110294218676709
"fast:slow",3.75501284855729,"total production",0.110488615855745,0.111329503948419,0.113452825492314,0.114861525398937,0.116303195361449,0.118378184219306,0.11896854555029
"fast:slow",3.97735662201565,"total production",0.119347667089481,0.120168139283079,0.122419454005453,0.123951732460983,0.125483576717983,0.127706556536394,0.12828243998878
"fast:slow",4.21286593061052,"total production",0.128755520254393,0.129633266858858,0.132098453416097,0.133733276281962,0.135399226602434,0.137740417124793,0.138463879668676
"fast:slow",4.46232033885469,"total production",0.138903931717982,0.139849670876646,0.142500394860332,0.144265691205551,0.146089908347301,0.14868661701801,0.149469406320915
"fast:slow",4.72654557124029,"total production",0.149871440129853,0.150850695527938,0.153715103968115,0.155634591278608,0.157609672803063,0.160460177137714,0.161324675317472
"fast:slow",5.00641624548745,"total production",0.161726573198143,0.162673438974875,0.165780974685057,0.167888354557953,0.170107237391963,0.173235313254774,0.17427090369211
"fast:slow",5.30285876763557,"total production",0.174479836111426,0.175412208661851,0.178763158481934,0.181115986523176,0.183581060264561,0.187024146960061,0.188115351896146
"fast:slow",5.6168543985602,"total production",0.188164458170753,0.189184451476477,0.192807140869891,0.195392909841851,0.198107537860298,0.201976213664046,0.203176879498484
"fast:slow",5.94944250206614,"total production",0.202791987061338,0.203978678874377,0.207919720163146,0.210790449589558,0.213782457621168,0.218153858354153,0.219450647243574
"fast:slow",6.30172398530825,"total production",0.218488798851603,0.219850152108617,0.224166447376033,0.227441326869875,0.230750126593231,0.235657568362534,0.237118585575615
"fast:slow",6.67486494292836,"total production",0.235488565116515,0.236893124906594,0.241728099183516,0.245366828108181,0.249069676822251,0.254625651227622,0.256229783714097
"fast:slow",7.07010051697063,"total production",0.253648229473869,0.255322122136513,0.260621321800761,0.264727461338289,0.268774762679601,0.275047336048188,0.27704080898929
"fast:slow",7.48873898535221,"total production",0.273161573204333,0.275092910669282,0.28096738484966,0.285641559914389,0.290112228267598,0.297111769139126,0.299431190995186
"fast:slow",7.93216609242261,"total production",0.29427699236827,0.296304884148389,0.302956458268844,0.308157255629845,0.313107329212813,0.320925782084864,0.323238168419052
"fast:slow",8.4018496359464,"total production",0.316762520169979,0.31910692715304,0.326481775194047,0.332226382881176,0.337604606833699,0.345994509747117,0.348516604892343
"fast:slow",8.89934432569262,"total production",0.340254881715812,0.343053973771447,0.351221182269858,0.357447111623582,0.363193470957881,0.372126053563104,0.37466171256229
"fast:slow",9.42629692971367,"total production",0.362151517855327,0.366211894632055,0.376131708234474,0.382988835807027,0.389655600267005,0.399291796199991,0.402450820885078
"fast:slow",9.98445172534819,"total production",0.382297349937578,0.386857722123508,0.399454735031058,0.407958799459959,0.416386896138589,0.42647245510438,0.42968238436578
"fast:slow",10.5756562729917,"total production",0.400383682339071,0.405775770764564,0.419778727409467,0.430484307910451,0.44059014821844,0.453135000518668,0.457268340068749
"fast:slow",11.2018675317465,"total production",0.41983257136792,0.425053868451847,0.439246363091337,0.450287895302701,0.461913413145691,0.476895126811726,0.48211192254271
"fast:slow",11.865158337195,"total production",0.43970986889376,0.444943377955722,0.459293290789862,0.470252452093688,0.481592950493352,0.497933119719627,0.504413599762513
"fast:slow",12.5677242627381,"total production",0.460790718696016,0.465562300133682,0.48013934151743,0.490913640382027,0.501742748424867,0.518509775947392,0.524435334333301
"fast:slow",13.3118908872106,"total production",0.482525326248345,0.486739878198003,0.501805591545911,0.512219619714629,0.523040763361038,0.539597939520677,0.545655963907517
"fast:slow",14.1001214928303,"total production",0.504803979283517,0.509229343822469,0.524161696512473,0.534699754370523,0.545493110280896,0.561959244016255,0.568244481718402
"fast:slow",14.9350252189632,"total production",0.527620618953685,0.532611547908391,0.547237517479558,0.558089524120431,0.569355096011959,0.585638318197559,0.591752299841113
"fast:slow",15.8193656986918,"total production",0.550900608915226,0.556155789478338,0.57158455666918,0.582440508066129,0.594074905300241,0.610897446260008,0.616839640307438
"fast:slow",16.7560702067779,"total production",0.575361937914195,0.580105498953769,0.596422382576215,0.607944440476763,0.619826433134203,0.63786281123265,0.643153786537932
"fast:slow",17.7482393492988,"total production",0.60007339950062,0.6046071901497,0.622443992887179,0.634449322801547,0.64707102597219,0.666588634165802,0.671902692500316
"fast:slow",18.7991573270313,"total production",0.624239732670898,0.62960913750049,0.649358708231476,0.662344625154963,0.675801638477079,0.696809798206146,0.703025024452727
"fast:slow",19.9123028065563,"total production",0.650184282149,0.655381430892508,0.677139877537266,0.691306315366223,0.705566460571778,0.729244747483393,0.735586954695445
"fast:slow",21.0913604350691,"total production",0.67603823292353,0.681882293786699,0.706031731619095,0.721612315538156,0.737327771247204,0.763226303683793,0.770323565501875
"fast:slow",22.3402330370112,"total production",0.703115847331456,0.710042094303963,0.735717432493765,0.753267197730132,0.771046144641719,0.799565292638528,0.807746258600586
"fast:slow",23.6630545328941,"total production",0.729342700481007,0.738415893360634,0.766554100525871,0.785756320007128,0.80610946712214,0.83730103125323,0.84708456507835
"fast:slow",25.0642036230806,"total production",0.757796620339515,0.767909752275178,0.79868784041236,0.820321468890797,0.842811195696277,0.877057241229387,0.888977455938457
"fast:slow",26.5483182818163,"total production",0.785640144173256,0.797354089411829,0.831850780298842,0.856484863120711,0.881570068308035,0.918736544196938,0.931725300308947
"fast:slow",28.1203111094894,"total production",0.815861496891237,0.82856928574581,0.866455436910648,0.89416949421746,0.922112141237302,0.963791507228595,0.977706724269825
"fast:slow",29.7853855939374,"total production",0.846791682425932,0.860637545149534,0.902623464048232,0.933295268040432,0.964115732116267,1.01031006825926,1.02487467110857
"fast:slow",31.5490533346251,"total production",0.878765744136151,0.89349472328931,0.940614082893494,0.974262818462883,1.00859882683724,1.05935822576125,1.07543433616298
"fast:slow",33.4171522867112,"total production",0.911329116284663,0.92827644923826,0.979869834722888,1.0167162151991,1.05473635038478,1.1114169878787,1.1276467283134
"fast:slow",35.395866085391,"total production",0.944400921303771,0.963465003769185,1.02101446987544,1.06133174258077,1.10355832782335,1.16584166541571,1.18286729038835
"fast:slow",37.4917445144825,"total production",0.979085009765739,0.998692380473973,1.06276380326575,1.10762637570605,1.15437680082366,1.22211702833447,1.24176691028603
"fast:slow",39.7117251870093,"total production",1.01015763594896,1.03378749342984,1.10075081494259,1.14951810387659,1.19696049017405,1.26520087341532,1.28977889398008
"fast:slow",42.0631565095448,"total production",0.977844416596532,0.999768002989292,1.09029337963484,1.1497559090254,1.20376955430126,1.27880328504476,1.30588755431572
"fast:slow",44.5538220063341,"total production",0.882502364179353,0.90299305704576,0.99844059076561,1.08542531476605,1.16733374764519,1.27218131581143,1.30505009019716
"fast:slow",47.191966083707,"total production",0.793369893879197,0.816414771191014,0.902051493723373,0.981903851019054,1.09784693818587,1.28296869826217,1.36008728994785
"fast:slow",49.9863213200684,"total production",0.74162727263655,0.770044311073763,0.868822120950187,0.967967584143777,1.09547993267536,1.32551381960378,1.41902047839121
"fast:slow",52.9461373717968,"total production",0.78133906243114,0.809782009029724,0.929550787634928,1.03125233225041,1.15180276078896,1.36490614842265,1.4516376875701
"fast:slow",56.081211590734,"total production",0.8587536329768,0.893165564478889,1.00849243596824,1.10466232183252,1.21684703307645,1.41233812164099,1.48829330419813
"fast:slow",59.4019214546141,"total production",0.936912799857915,0.971587350292565,1.09095531374542,1.1821676627628,1.29165513423431,1.47361770206809,1.53776348693854
"fast:slow",62.9192589177791,"total production",1.00839377923251,1.04666531881012,1.17062907731164,1.26389526105849,1.37197137315686,1.54713969522673,1.6095453756826
"fast:slow",66.6448667958873,"total production",1.06517500176597,1.10858043982142,1.24703651666166,1.35277039368355,1.4716912115852,1.65822609017313,1.72422611927647
"fast:slow",70.5910773050526,"total production",1.11734592790351,1.15877646318177,1.32096767171358,1.44660333768311,1.58580037733338,1.79851753605361,1.86616247633826
"fast:slow",74.7709528829822,"total production",1.15262004822989,1.20520862152229,1.39301238790016,1.54331225815436,1.71551207233756,1.98000499782928,2.07294956016541
"fast:slow",79.1983294272374,"total production",1.17438462835753,1.23920774772491,1.46885921002027,1.6450750705328,1.85673404771906,2.19745016511068,2.30719875149781
"fast:slow",83.8878620937411,"total production",1.20081832382848,1.26433983471159,1.5391187416634,1.75901722454153,2.0203250210327,2.44956181167763,2.58529612179033
"fast:slow",88.8550738071293,"total production",1.21152816402615,1.2906176451392,1.61425525247163,1.88263597637957,2.19919950555481,2.7397661057505,2.93005694457785
"fast:slow",94.116406643524,"total production",1.2294140837522,1.31309709265785,1.68125276382101,2.01146800647698,2.39969167010382,3.05946431543455,3.31946041714963
"fast:slow",99.6892762558085,"total production",1.22977799177158,1.33495596423122,1.7643258196133,2.15707294490989,2.61431991020824,3.42594983027202,3.76001585688438
