year,fg,bin,bin_midpoint,bin_min,bin_max,richness,abundance,production,richness_by_bin_width,abundance_by_bin_width,production_by_bin_width,mortality
1990,fg3,15,65.57550516593678,56.20426396764072,74.94674636423284,8,62,8264.979700072085,0.4268378025236728,3.3079929695584642,440.97572163519163,0.03646431135879092
1990,fg3,16,87.44302311667127,74.94674636423284,99.93929986910972,8,12,2516.6779192462354,0.32009534353658314,0.4801430153048747,100.69711039150712,0.05753641449035618
1990,fg3,17,116.60272036691177,99.93929986910972,133.26614086471383,3,4,2866.548637614893,0.09001753272672039,0.12002337696896051,86.01321193307811,NA
1990,fg3,18,155.48632597964314,133.26614086471383,177.70651109457248,0,0,0,0,0,0,NA
1990,fg3,19,207.33647971997289,177.70651109457248,236.96644834537327,0,0,0,0,0,0,NA
1990,fg3,20,276.47714711774023,236.96644834537327,315.98784589010717,0,0,0,0,0,0,NA
1990,fg4,1,1.1667354135923118,1,1.3334708271846236,37,6247,107.40733633220131,110.95423342538814,18733.27287049729,322.08915316222266,0.08534479352195173
1990,fg4,2,1.555807637068534,1.3334708271846236,1.7781444469524443,36,4523,145.98019595311578,80.95825432324236,10171.505119556256,328.2861619480306,0.07500021347647139
1990,fg4,3,2.0746240967419327,1.7781444469524443,2.371103746531421,32,3685,211.52930606233215,53.9666044916088,6214.591798486826,356.7349499578233,0.06527218540337845
1990,fg4,4,2.766450710379617,2.371103746531421,3.161797674227814,27,1983,217.67675640250852,34.1472206301897,2507.9236485061547,275.2983787755747,0.06542665296765147
1990,fg4,5,3.6889813171353985,3.161797674227814,4.216164960042983,23,1005,201.41980558378998,21.814030375779232,953.1782838112231,191.03381553427576,0.07154992701369957
1990,fg4,6,4.9191489684291625,4.216164960042983,5.622132976815341,19,488,186.44983932039455,13.513820921487085,347.09182156240513,132.61314417978176,0.06376744804631529
1990,fg4,7,6.5595416439756224,5.622132976815341,7.496950311135904,14,215,156.6857772650864,7.4673941528675,114.67783877617946,83.57388978477182,0.050893204488650166
1990,fg4,8,8.74695742194416,7.496950311135904,9.996964532752415,13,155,192.54160528353916,5.199970419205932,61.999647305916874,77.01620399544832,0.0557426804938041
1990,fg4,9,11.66381254878856,9.996964532752415,13.330660564824704,9,96,190.13843037390555,2.699706245984709,28.796866623836895,57.035323120240164,0.05265812386552436
1990,fg4,10,15.553353767559475,13.330660564824704,17.776046970294246,7,51,162.07880696468902,1.5746662632942994,11.47256848971561,36.46000418889785,0.04858923572207789
1990,fg4,11,20.73994351392262,17.776046970294246,23.703840057550995,6,16,74.64348756122733,1.0121810784688956,2.6991495425837213,12.592120956733778,0.09591461605237725
1990,fg4,12,27.656109633272763,23.703840057550995,31.60837920899453,3,5,66.20297627112824,0.37952876727192075,0.6325479454532013,8.37531132463784,0.16945957207744072
1990,fg4,13,36.87861538938886,31.60837920899453,42.14885156978319,0,0,0,0,0,0,NA
1990,fg4,14,49.17655776871196,42.14885156978319,56.20426396764072,0,0,0,0,0,0,NA
1990,fg4,15,65.57550516593678,56.20426396764072,74.94674636423284,0,0,0,0,0,0,NA
1990,fg4,16,87.44302311667127,74.94674636423284,99.93929986910972,0,0,0,0,0,0,NA
1990,fg4,17,116.60272036691177,99.93929986910972,133.26614086471383,0,0,0,0,0,0,NA
1990,fg4,18,155.48632597964314,133.26614086471383,177.70651109457248,0,0,0,0,0,0,NA
1990,fg4,19,207.33647971997289,177.70651109457248,236.96644834537327,0,0,0,0,0,0,NA
1990,fg4,20,276.47714711774023,236.96644834537327,315.98784589010717,0,0,0,0,0,0,NA
1990,fg5,1,1.1667354135923118,1,1.3334708271846236,43,2536,41.550843207631345,128.94681181869433,7604.863134237415,124.6011339535468,0.041944106196413825
1990,fg5,2,1.555807637068534,1.3334708271846236,1.7781444469524443,40,2397,72.50994328422229,89.95361591471374,5390.47043368922,163.0632897046652,0.03072751923667405
1990,fg5,3,2.0746240967419327,1.7781444469524443,2.371103746531421,41,2707,147.88866274982664,69.14471200487377,4565.237448712031,249.4077803566504,0.027077680674347078
1990,fg5,4,2.766450710379617,2.371103746531421,3.161797674227814,42,2377,255.56862479301634,53.11789875807287,3006.220127331886,323.22067470227034,0.026032499111683566
1990,fg5,5,3.6889813171353985,3.161797674227814,4.216164960042983,43,2010,401.12734535036344,40.78275244167422,1906.3565676224462,380.44365634906586,0.030888675406817927
1990,fg5,6,4.9191489684291625,4.216164960042983,5.622132976815341,44,1565,608.2618510714466,31.295164239233248,1113.11209169091,432.62851203956717,0.03092379084892376
1990,fg5,7,6.5595416439756224,5.622132976815341,7.496950311135904,41,1148,806.3916666153775,21.868797161969106,612.326320535135,430.11745830033914,0.03020805148257318
1990,fg5,8,8.74695742194416,7.496950311135904,9.996964532752415,41,940,1104.8819551678528,16.399906706726398,375.9978610810443,441.9502679682499,0.036114508033938585
1990,fg5,9,11.66381254878856,9.996964532752415,13.330660564824704,35,709,1481.0730766210402,10.498857623273867,212.67685871146205,444.2735817459568,0.04502435826526308
1990,fg5,10,15.553353767559475,13.330660564824704,17.776046970294246,36,488,1903.5277141401561,8.098283639799254,109.77673378394545,428.2029818146027,0.042658250974239614
1990,fg5,11,20.73994351392262,17.776046970294246,23.703840057550995,28,267,2091.8591433269894,4.723511699521513,45.04205799186585,352.8900406162887,0.045592567550031715
1990,fg5,12,27.656109633272763,23.703840057550995,31.60837920899453,28,119,1900.7173704217548,3.542268494537927,15.05464110178619,240.45897350949846,0.0565133943570021
1990,fg5,13,36.87861538938886,31.60837920899453,42.14885156978319,15,67,2268.3012197058847,1.4230861280753522,6.356451372069907,215.19920000398977,0.066698321696615
1990,fg5,14,49.17655776871196,42.14885156978319,56.20426396764072,12,58,3933.35509267677,0.8537636364073645,4.126524242635595,279.8462956004288,0.037317191116082435
1990,fg5,15,65.57550516593678,56.20426396764072,74.94674636423284,7,29,4330.7674520232895,0.3734830772082137,1.547287034148314,231.06690780783333,0.06729444732424258
1990,fg5,16,87.44302311667127,74.94674636423284,99.93929986910972,5,9,2879.2187913952293,0.20005958971036447,0.360107261478656,115.2030660185802,0.13862943611198905
1990,fg5,17,116.60272036691177,99.93929986910972,133.26614086471383,1,2,373.56608998071204,0.030005844242240128,0.060011688484480255,11.209165910143906,NA
1990,fg5,18,155.48632597964314,133.26614086471383,177.70651109457248,0,0,0,0,0,0,Inf
1990,fg5,19,207.33647971997289,177.70651109457248,236.96644834537327,0,0,0,0,0,0,NA
1990,fg5,20,276.47714711774023,236.96644834537327,315.98784589010717,0,0,0,0,0,0,NA
1990,unclassified,1,1.1667354135923118,1,1.3334708271846236,3,271,5.39893654039174,8.996289196653093,812.6647907643294,16.19013149058061,0.02217251856236194
1990,unclassified,2,1.555807637068534,1.3334708271846236,1.7781444469524443,2,238,8.22785166786265,4.497680795735686,535.2240146925467,18.50312521835384,0.009663715454161536
1990,unclassified,3,2.0746240967419327,1.7781444469524443,2.371103746531421,4,299,18.66471868228825,6.7458255614511,504.2504607184697,31.47723409606849,0.004651372432853447
1990,unclassified,4,2.766450710379617,2.371103746531421,3.161797674227814,3,347,38.26423057708557,3.7941356255766334,438.8550206916973,48.39322680593304,0.01935351038699888
1990,unclassified,5,3.6889813171353985,3.161797674227814,4.216164960042983,8,392,72.77846139293396,7.587488826357994,371.78695249154174,69.02572032730164,0.05903679662071513
1990,unclassified,6,4.9191489684291625,4.216164960042983,5.622132976815341,7,426,168.83022623386879,4.978776128968926,302.99409013439464,120.08112860308704,0.042609418212640034
1990,unclassified,7,6.5595416439756224,5.622132976815341,7.496950311135904,4,386,329.8693814556777,2.1335411865335714,205.88672450048963,175.94747787801043,0.029018443005119725
1990,unclassified,8,8.74695742194416,7.496950311135904,9.996964532752415,4,445,580.2429593645838,1.5999908982172097,177.99898742666457,232.0958634344881,0.0287181839224512
1990,unclassified,9,11.66381254878856,9.996964532752415,13.330660564824704,4,468,621.2693805385165,1.1998694426598706,140.38472479120486,186.36053634209821,0.02964318886148875
1990,unclassified,10,15.553353767559475,13.330660564824704,17.776046970294246,4,73,152.29835334906866,0.8998092933110282,16.421519602926264,34.259868424864685,0.06551468029581659
1990,unclassified,11,20.73994351392262,17.776046970294246,23.703840057550995,3,12,63.68906836632268,0.5060905392344478,2.024362156937791,10.744144984283952,0.05753641449035618
1990,unclassified,12,27.656109633272763,23.703840057550995,31.60837920899453,2,2,21.898425319124236,0.2530191781812805,0.2530191781812805,2.7703607888544797,-0
1990,unclassified,13,36.87861538938886,31.60837920899453,42.14885156978319,4,14,257.9457343942351,0.3794896341534273,1.3282137195369954,24.47193309417635,0.051565821860419955
1990,unclassified,14,49.17655776871196,42.14885156978319,56.20426396764072,2,3,54.23270741159216,0.14229393940122742,0.21344090910184113,3.858492790994796,-0
1990,unclassified,15,65.57550516593678,56.20426396764072,74.94674636423284,2,2,209.6434552002248,0.1067094506309182,0.1067094506309182,11.18546896639175,0.13862943611198905
1990,unclassified,16,87.44302311667127,74.94674636423284,99.93929986910972,0,0,0,0,0,0,NA
1990,unclassified,17,116.60272036691177,99.93929986910972,133.26614086471383,0,0,0,0,0,0,NA
1990,unclassified,18,155.48632597964314,133.26614086471383,177.70651109457248,0,0,0,0,0,0,NA
1990,unclassified,19,207.33647971997289,177.70651109457248,236.96644834537327,1,1,969.7019183496783,0.016874806933523827,0.016874806933523827,16.363532655218506,NA
1990,unclassified,20,276.47714711774023,236.96644834537327,315.98784589010717,0,0,0,0,0,0,NA
1995,fg1,1,1.1667354135923118,1,1.3334708271846236,36,972,16.40932602208858,107.95547035983712,2914.797699715602,49.20768080562466,0.19801894129150327
1995,fg1,2,1.555807637068534,1.3334708271846236,1.7781444469524443,38,762,23.0690485497928,85.45593511897805,1713.6163831752965,51.87860831914863,0.1692001350193984
1995,fg1,3,2.0746240967419327,1.7781444469524443,2.371103746531421,38,892,49.83038910845531,64.08534283378545,1504.319100203595,84.03677814621807,0.14793343923896762
1995,fg1,4,2.766450710379617,2.371103746531421,3.161797674227814,41,822,91.76850877743657,51.85318688288066,1039.5931614079975,116.06072281950469,0.14261521967753205
1995,fg1,5,3.6889813171353985,3.161797674227814,4.216164960042983,43,909,196.67808042647084,40.78275244167422,862.1284178949271,186.5365922031733,0.12076735930794516
1995,fg1,6,4.9191489684291625,4.216164960042983,5.622132976815341,42,804,339.0049869864419,29.872656773813556,571.8480010987166,241.11856240135978,0.09333969676484091
1995,fg1,7,6.5595416439756224,5.622132976815341,7.496950311135904,45,652,524.0925285782915,24.002338348502676,347.7672134049721,279.54324881907695,0.0684157550524608
1995,fg1,8,8.74695742194416,7.496950311135904,9.996964532752415,42,701,1009.8691828396304,16.7999044312807,280.398404912566,403.945375233365,0.04469129827774799
1995,fg1,9,11.66381254878856,9.996964532752415,13.330660564824704,38,640,1759.8299992559428,11.39875970526877,191.97911082557928,527.8915600958371,0.04972452732303892
1995,fg1,10,15.553353767559475,13.330660564824704,17.776046970294246,38,482,3034.695367783873,8.548188286454767,108.4270198439789,682.6617735749644,0.05100415521465659
1995,fg1,11,20.73994351392262,17.776046970294246,23.703840057550995,35,424,5236.817034949447,5.904389624401891,71.52746287846863,883.4345190299025,0.03626033377864184
1995,fg1,12,27.656109633272763,23.703840057550995,31.60837920899453,32,335,6802.265947573059,4.048306850900488,42.380712345364486,860.5518699127223,0.03181293892593748
1995,fg1,13,36.87861538938886,31.60837920899453,42.14885156978319,28,270,10427.583880900129,2.656427439073991,25.61555030535634,989.2899980167413,0.03363917090606118
1995,fg1,14,49.17655776871196,42.14885156978319,56.20426396764072,21,146,7595.002410409879,1.4940863637128878,10.387457576289602,540.3614063695197,0.044274414333165556
1995,fg1,15,65.57550516593678,56.20426396764072,74.94674636423284,14,66,3846.1723556564007,0.7469661544164274,3.521411870820301,205.21146955195954,0.05417499082707995
1995,fg1,16,87.44302311667127,74.94674636423284,99.93929986910972,7,15,1269.9486647154472,0.2800834255945102,0.6001787691310934,50.81308176323951,0.0415278729556489
1995,fg1,17,116.60272036691177,99.93929986910972,133.26614086471383,3,5,336.87018894670103,0.09001753272672039,0.15002922121120063,10.108074419388712,-0
1995,fg1,18,155.48632597964314,133.26614086471383,177.70651109457248,1,1,475.54138550891537,0.022502062760226937,0.022502062760226937,10.700662101806886,NA
1995,fg1,19,207.33647971997289,177.70651109457248,236.96644834537327,0,0,0,0,0,0,NA
1995,fg1,20,276.47714711774023,236.96644834537327,315.98784589010717,0,0,0,0,0,0,NA
1995,fg2,1,1.1667354135923118,1,1.3334708271846236,36,861,13.597535156265122,107.95547035983712,2581.934999439438,40.77578620913952,0.07019057970229783
1995,fg2,2,1.555807637068534,1.3334708271846236,1.7781444469524443,33,854,20.005852814516224,74.21173312963883,1920.5096997791381,44.98997000308218,0.05576984149065443
1995,fg2,3,2.0746240967419327,1.7781444469524443,2.371103746531421,38,1059,44.64265474613587,64.08534283378545,1785.9573173941785,75.28789037937989,0.03993023578318688
1995,fg2,4,2.766450710379617,2.371103746531421,3.161797674227814,42,1058,87.19056507308278,53.11789875807287,1338.0651639533594,110.27094305264704,0.03479499673179008
1995,fg2,5,3.6889813171353985,3.161797674227814,4.216164960042983,42,1061,180.27178454052705,39.83431633837947,1006.290705595729,170.9762688636081,0.023594460826856706
1995,fg2,6,4.9191489684291625,4.216164960042983,5.622132976815341,42,915,313.35544782573663,29.872656773813556,650.7971654295096,222.87523193102075,0.022481913519048043
1995,fg2,7,6.5595416439756224,5.622132976815341,7.496950311135904,49,812,563.381189969049,26.135879535036246,433.10886086631496,300.49924312931506,0.019394064971073165
1995,fg2,8,8.74695742194416,7.496950311135904,9.996964532752415,48,730,872.7977851153776,19.199890778606516,291.9983389246408,349.11712804218604,0.0162051790493184
1995,fg2,9,11.66381254878856,9.996964532752415,13.330660564824704,46,753,1828.0774679350532,13.798498590588512,225.87542258072062,548.3635731475749,0.013602975259794934
1995,fg2,10,15.553353767559475,13.330660564824704,17.776046970294246,46,661,2774.53155583552,10.347806873076824,148.6934857196474,624.1373196313767,0.016347976699223554
1995,fg2,11,20.73994351392262,17.776046970294246,23.703840057550995,41,602,4824.966103732,6.916570702870787,101.55550153971252,813.9565657418868,0.01508912046321595
1995,fg2,12,27.656109633272763,23.703840057550995,31.60837920899453,44,504,7722.767852367432,5.566421919988171,63.76083290168269,977.0041876454102,0.01843409195993142
1995,fg2,13,36.87861538938886,31.60837920899453,42.14885156978319,45,361,10333.711344051748,4.269258384226057,34.24893948234681,980.3840843503298,0.01069171570495345
1995,fg2,14,49.17655776871196,42.14885156978319,56.20426396764072,34,356,15886.903436172692,2.418996969820866,25.32832121341848,1130.3050374099544,0.011653781624795152
1995,fg2,15,65.57550516593678,56.20426396764072,74.94674636423284,33,289,19135.298054218976,1.7607059354101504,15.419515616167681,1020.9585715122926,0.019292053237512444
1995,fg2,16,87.44302311667127,74.94674636423284,99.93929986910972,25,168,16968.710008219885,1.0002979485518222,6.722002214268246,678.950632431725,0.026154046236638917
1995,fg2,17,116.60272036691177,99.93929986910972,133.26614086471383,15,60,8552.285879586832,0.4500876636336019,1.8003506545344077,256.6185580179921,0.010002084114932284
1995,fg2,18,155.48632597964314,133.26614086471383,177.70651109457248,5,19,4787.191628410054,0.11251031380113469,0.4275391924443118,107.72168646771604,-0
1995,fg2,19,207.33647971997289,177.70651109457248,236.96644834537327,4,10,3658.6886914979646,0.06749922773409531,0.16874806933523825,61.73966529889507,-0
1995,fg2,20,276.47714711774023,236.96644834537327,315.98784589010717,2,3,1979.7494117281628,0.025309600464453984,0.03796440069668097,25.053333315288807,NA
1995,fg3,1,1.1667354135923118,1,1.3334708271846236,58,14419,244.5006720270304,173.9282578019598,43239.164642180316,733.1995847770648,0.051141572975124096
1995,fg3,2,1.555807637068534,1.3334708271846236,1.7781444469524443,59,13010,276.2388666100693,132.68158347420277,29257.413576260642,621.2171226939503,0.0453923038467208
1995,fg3,3,2.0746240967419327,1.7781444469524443,2.371103746531421,59,14374,531.2703368665536,99.50092703140372,24241.124155074525,895.9642546187835,0.04087424824921692
1995,fg3,4,2.766450710379617,2.371103746531421,3.161797674227814,59,12895,910.5872988926305,74.61800063634045,16308.459630603564,1151.6305703087094,0.041578720844464234
1995,fg3,5,3.6889813171353985,3.161797674227814,4.216164960042983,60,10631,1467.8086279765985,56.90616619768496,10082.82421412648,1392.1226955005375,0.04223262804521909
1995,fg3,6,4.9191489684291625,4.216164960042983,5.622132976815341,58,7379,2011.0595050949,41.2527164971711,5248.341293665958,1430.3735797003644,0.04014403236871435
1995,fg3,7,6.5595416439756224,5.622132976815341,7.496950311135904,62,4883,2542.1584945300283,33.069888391270354,2604.520403460857,1355.9499626939985,0.03174487130716546
1995,fg3,8,8.74695742194416,7.496950311135904,9.996964532752415,54,3483,3262.9281282254483,21.59987712593233,1393.1920746226353,1305.1638266744085,0.024454197561228574
1995,fg3,9,11.66381254878856,9.996964532752415,13.330660564824704,45,2315,4202.874388440648,13.498531229923543,694.4244399394001,1260.725137506931,0.025273265468047985
1995,fg3,10,15.553353767559475,13.330660564824704,17.776046970294246,37,1211,4564.204685384149,8.323235963127011,272.4172635499138,1026.7284481205988,0.02330146750588005
1995,fg3,11,20.73994351392262,17.776046970294246,23.703840057550995,32,831,6589.778172503299,5.398299085167443,140.18707936794203,1111.6747962525296,0.01596978560008355
1995,fg3,12,27.656109633272763,23.703840057550995,31.60837920899453,24,651,9594.03471534891,3.036230138175366,82.3577424980068,1213.7373895601281,0.01806452765865717
1995,fg3,13,36.87861538938886,31.60837920899453,42.14885156978319,22,454,11223.00579465495,2.08719298784385,43.072073476414,1064.7535907788504,0.016315997398484574
1995,fg3,14,49.17655776871196,42.14885156978319,56.20426396764072,13,229,8515.882603649361,0.9249106061079783,16.29265606144054,605.8792415758245,0.03223037505724837
1995,fg3,15,65.57550516593678,56.20426396764072,74.94674636423284,11,77,4429.1002325337595,0.5869019784700501,4.108313849290351,236.31342630147478,0.027630067696163434
1995,fg3,16,87.44302311667127,74.94674636423284,99.93929986910972,7,18,3507.8329118875795,0.2800834255945102,0.720214522957312,140.35512262494845,0.01740227539792596
1995,fg3,17,116.60272036691177,99.93929986910972,133.26614086471383,3,3,486.39311119444733,0.09001753272672039,0.09001753272672039,14.59463593499917,-0
1995,fg3,18,155.48632597964314,133.26614086471383,177.70651109457248,1,1,211.72863070694996,0.022502062760226937,0.022502062760226937,4.764330936304701,NA
1995,fg3,19,207.33647971997289,177.70651109457248,236.96644834537327,0,0,0,0,0,0,NA
1995,fg3,20,276.47714711774023,236.96644834537327,315.98784589010717,0,0,0,0,0,0,NA
1995,fg4,1,1.1667354135923118,1,1.3334708271846236,34,3023,60.51720197519783,101.95794422873506,9065.260747160766,181.47675011371516,0.12516623702736268
1995,fg4,2,1.555807637068534,1.3334708271846236,1.7781444469524443,30,2323,58.73034058807715,67.4652119360353,5224.056244247,132.07516249500534,0.10662151091713809
1995,fg4,3,2.0746240967419327,1.7781444469524443,2.371103746531421,30,2136,90.04563330897045,50.59369171088325,3602.2708498148872,151.85803371817636,0.09090940760785157
1995,fg4,4,2.766450710379617,2.371103746531421,3.161797674227814,27,1377,109.76306423331705,34.1472206301897,1741.5082521396748,138.81865079336154,0.08276412895121922
1995,fg4,5,3.6889813171353985,3.161797674227814,4.216164960042983,23,740,106.84048887050629,21.814030375779232,701.8427164381145,101.33137693844901,0.06949557009156301
