tag,sp,eqn,n,k,nll,sd,DBH,b1,b2,b3,AICc,AICcdiff,fit.prob,diam.2010,hom.2010,spb
120,cavapl,11,18,5,34.15825327,2.29346925,313.3030288,-0.276100138,0.018624158,-0.130802439,83.31650655,34.67069565,,160,3,cavapl
1246,diptpa,1,11,3,23.65336424,2.076734298,235.0705712,0.038893375,NA,NA,56.7352999,10.22590993,,180,8,diptpa
1246,diptpa,4,11,3,27.51166736,2.947669271,204.1079045,1.177657925,NA,NA,64.45190615,17.94251618,,180,8,diptpa
1246,diptpa,5,11,3,23.32489871,2.0144404,230.9763163,1.461392055,NA,NA,56.07836885,9.568978883,,180,8,diptpa
1246,diptpa,9,11,4,15.92136165,1.029978115,194.023895,6.492925458,0.000230655,NA,46.50938997,0,,180,8,diptpa
1246,diptpa,11,11,5,23.44177003,2.043308691,183.3288542,1.265537216,13.85779595,-0.021213268,68.88354005,22.37415008,,180,8,diptpa
1274,brosal,1,12,3,21.13278633,1.412290107,99.74321486,0.056090422,NA,NA,51.26557267,0,,72.5,5.400000095,brosal
1274,brosal,4,12,3,26.66584105,2.233577997,77.96183998,1.362562574,NA,NA,62.3316821,11.06610944,,72.5,5.400000095,brosal
1274,brosal,5,12,3,21.57196739,1.461241539,97.47720065,1.653545324,NA,NA,52.14393478,0.878362111,,72.5,5.400000095,brosal
1274,brosal,9,12,4,20.3308112,1.319693382,424.2747238,0.041154662,1.542757356,NA,54.37590811,3.11033544,,72.5,5.400000095,brosal
1274,brosal,11,12,5,45.563954,14.36958519,64.88597276,2.822373893,19.76085635,-0.168164073,111.127908,59.86233533,,72.5,5.400000095,brosal
1283,alsebl,1,21,3,51.77093769,2.846890274,73.25615127,0.019952172,NA,NA,110.9536401,13.59511139,,69.6,4,alsebl
1283,alsebl,4,21,3,63.78899006,5.046319982,75.32354897,1.320095815,NA,NA,134.9897448,37.63121612,,69.6,4,alsebl
1283,alsebl,5,21,3,51.14344033,2.763807216,73.01846595,0.376621887,NA,NA,109.6986454,12.34011667,,69.6,4,alsebl
1283,alsebl,9,21,4,43.42926435,1.568025823,69.91916535,5.784431713,0.01371453,NA,97.3585287,0,,69.6,4,alsebl
1283,alsebl,11,21,5,50.22869053,2.66988756,69.0909997,1.055979264,3.660127256,0.089814275,114.4573811,17.09885236,,69.6,4,alsebl
130581,tab2ar,1,23,3,19.98109014,0.576959234,33.51570128,0.066242994,NA,NA,47.22533817,0,,27,2.700000048,tab2ar
130581,tab2ar,4,23,3,23.98435725,0.686638249,27.84082864,1.539466711,NA,NA,55.23187239,8.006534217,,27,2.700000048,tab2ar
130581,tab2ar,5,23,3,21.30502025,0.610979399,33.02651748,1.100158001,NA,NA,49.8731984,2.647860228,,27,2.700000048,tab2ar
130581,tab2ar,11,23,5,22.23345448,0.656958452,10.45911505,3.166627344,15.22898595,-0.012454411,57.99632072,10.77098255,,27,2.700000048,tab2ar
130581,tab2ar,9,23,4,18.86784712,0.548840436,43.03062201,0.425147143,1.550594591,NA,47.95791646,0.732578287,,27,2.700000048,tab2ar
1311,beilpe,1,22,3,40.2219891,1.505585622,70.10610099,0.028586344,NA,NA,87.77731153,4.80068958,,62.2,4,other
1311,beilpe,4,22,3,52.32050735,2.609785994,69.17287204,1.248842101,NA,NA,111.974348,28.99772607,,62.2,4,other
1311,beilpe,5,22,3,41.9696284,1.630753346,69.57156926,0.619079363,NA,NA,91.27259013,8.295968174,,62.2,4,other
1311,beilpe,9,22,4,36.31184039,1.253853175,122.1026214,0.041529826,4.045636127,NA,82.97662195,0,,62.2,4,other
1311,beilpe,11,22,5,42.80611778,1.694454149,69.84748363,0.994179193,21.58750169,0.039696345,99.36223557,16.38561361,,62.2,4,other
13136,brosal,1,17,3,42.17875419,2.891830192,78.96097572,0.021555878,NA,NA,92.20366223,1.921474756,,78,3.799999952,brosal
13136,brosal,4,17,3,45.72754308,3.563147941,83.43698291,1.139331694,NA,NA,99.30124,9.019052526,,78,3.799999952,brosal
13136,brosal,5,17,3,41.9276212,2.850650226,78.53758948,0.522470764,NA,NA,91.70139625,1.419208779,,78,3.799999952,brosal
13136,brosal,9,17,4,39.47442707,2.466631953,74.44957131,5.098950269,0.011085469,NA,90.28218747,0,,78,3.799999952,brosal
13136,brosal,11,17,5,41.7501425,2.827089161,77.76161207,1.004106986,5.57272303,0.050581692,98.95483046,8.672642991,,78,3.799999952,brosal
1342,diptpa,1,15,3,34.84403248,2.468082514,197.0652531,0.044139033,NA,NA,77.86988315,0,,164.5,5,diptpa
1342,diptpa,4,15,3,45.19845255,4.929376317,182.6550569,1.001688168,NA,NA,98.57872327,20.70884013,,164.5,5,diptpa
1342,diptpa,5,15,3,35.37468961,2.557159541,194.9579349,1.867748087,NA,NA,78.9311974,1.06131425,,164.5,5,diptpa
1342,diptpa,9,15,4,54.9253626,9.422324828,159.6892396,7.036890154,8.897102954,NA,121.8507252,43.98084205,y,164.5,5,diptpa
1342,diptpa,11,15,5,54.95864323,9.243930508,318.2590806,-17.74350815,-64.14596089,22.69000204,126.5839531,48.71406998,y,164.5,5,diptpa
136394,tab2ar,1,18,3,26.3130178,1.043883373,36.88162756,0.053629256,NA,NA,60.34032131,0,,33.7,3,tab2ar
136394,tab2ar,4,18,3,41.6837878,2.450991929,31.5415815,2.088624895,NA,NA,91.08186132,30.74154001,,33.7,3,tab2ar
136394,tab2ar,5,18,3,27.80654834,1.134161155,35.50525114,0.515663846,NA,NA,63.32738239,2.987061082,,33.7,3,tab2ar
136394,tab2ar,9,18,4,26.32341457,1.038840735,80.65006912,0.03560832,3.291961134,NA,63.72375221,3.383430904,,33.7,3,tab2ar
136394,tab2ar,11,18,5,28.96518597,1.209707545,33.20101181,1.046885837,12.26102055,0.122128762,72.93037194,12.59005063,,33.7,3,tab2ar
1382,huracr,1,18,3,54.50966129,4.993853685,102.5602601,0.009074146,NA,NA,116.7336083,0.266953377,y,97.3,5.099999905,huracr
1382,huracr,4,18,3,84.97196465,27.22698873,88.01485509,4.615124294,NA,NA,177.658215,61.19156009,y,97.3,5.099999905,huracr
1382,huracr,5,18,3,54.37618461,4.956058622,101.5036803,0.045692799,NA,NA,116.4666549,0,y,97.3,5.099999905,huracr
1382,huracr,9,18,4,53.56402559,4.768865673,100.0921118,11.44223145,0.442735697,NA,118.2049743,1.738319328,y,97.3,5.099999905,huracr
1382,huracr,11,18,5,53.76774526,4.805210491,89.0929726,-0.622542795,-1.004155243,-5.692620065,122.5354905,6.068835584,y,97.3,5.099999905,huracr
138502,diptpa,1,16,3,5.079476502,0.332110168,54.80618113,0.048827065,NA,NA,18.158953,3.073906674,,46.7,3,diptpa
138502,diptpa,5,16,3,3.542523165,0.301949569,54.50152122,1.499695243,NA,NA,15.08504633,0,,46.7,3,diptpa
138502,diptpa,9,16,4,1.995346734,0.274215435,55.40812713,1.324942257,0.417978987,NA,15.6270571,0.542010775,,46.7,3,diptpa
138502,diptpa,11,16,5,3.290818229,0.296478355,44.79063479,1.225570637,4.384365833,-0.030414961,22.58163646,7.496590129,,46.7,3,diptpa
138502,diptpa,4,16,3,24.25445235,1.101922932,49.95670669,1.168103375,NA,NA,56.5089047,41.42385837,,46.7,3,diptpa
141,pri2co,1,22,3,24.23783222,0.727820664,93.14924825,0.016414245,NA,NA,55.80899778,11.55967423,,94.3,3.299999952,other
141,pri2co,4,22,3,45.25717981,1.893334058,95.59505486,1.080066431,NA,NA,97.84769295,53.59836939,,94.3,3.299999952,other
141,pri2co,5,22,3,25.87392353,0.784544875,92.91989922,0.610802684,NA,NA,59.08118039,14.83185684,,94.3,3.299999952,other
141,pri2co,9,22,4,16.94819119,0.51938558,137.1342722,0.036924099,5.717129012,NA,44.24932355,0,,94.3,3.299999952,other
141,pri2co,11,22,5,26.69656167,0.814013985,97.04650517,0.956645024,17.20422778,0.024308941,67.14312334,22.89379979,,94.3,3.299999952,other
142,tet2pa,1,21,3,28.19826152,0.926185504,49.93034925,0.01163398,NA,NA,63.80828775,2.358130436,,47.9,4,tet2pa
142,tet2pa,4,21,3,58.53744133,3.932023174,51.73944287,1.312522984,NA,NA,124.4866474,63.03649005,,47.9,4,tet2pa
142,tet2pa,5,21,3,27.67574225,0.904308041,49.87678812,0.212373592,NA,NA,62.76324921,1.313091901,,47.9,4,tet2pa
142,tet2pa,9,21,4,25.47507866,0.814048593,49.40582112,2.947872222,0.489721302,NA,61.45015731,0,,47.9,4,tet2pa
142,tet2pa,11,21,5,26.83624565,0.867963569,99.21004765,0.501655749,8.400959941,0.142921187,67.67249129,6.22233398,,47.9,4,tet2pa
142883,tet2pa,1,23,3,27.28134996,0.792265872,34.28869876,0.025380001,NA,NA,61.82585781,0,,39,3.400000095,tet2pa
142883,tet2pa,5,23,3,27.77167498,0.809441853,34.09520203,0.483494559,NA,NA,62.80650785,0.980650041,,39,3.400000095,tet2pa
142883,tet2pa,9,23,4,27.61944012,0.804285208,36.17854564,0.676864564,2.869495419,NA,65.46110247,3.635244658,,39,3.400000095,tet2pa
142883,tet2pa,11,23,5,27.736986,0.807560517,35.1655594,0.971137045,9.412722057,0.064393705,69.00338377,7.177525959,,39,3.400000095,tet2pa
142883,tet2pa,4,23,3,46.71480959,1.8445362,36.95766555,1.120243534,NA,NA,100.6927771,38.86691927,,39,3.400000095,tet2pa
1471,tet2pa,1,23,3,43.94905444,1.635111138,56.79050772,0.006644257,NA,NA,95.16126678,27.02569921,,56.7,3.099999905,tet2pa
1471,tet2pa,4,23,3,71.73882774,5.475296163,60.67584429,1.312198096,NA,NA,150.7408134,82.6052458,,56.7,3.099999905,tet2pa
1471,tet2pa,5,23,3,43.68109233,1.616474825,56.77027596,0.127710751,NA,NA,94.62534255,26.48977498,,56.7,3.099999905,tet2pa
1471,tet2pa,9,23,4,28.95667267,0.75968707,56.13091837,16.13036888,3.71E-07,NA,68.13556757,0,,56.7,3.099999905,tet2pa
1471,tet2pa,11,23,5,42.96283283,1.567222788,61.31041571,0.923600167,35.78135806,0.177821748,99.45507742,31.31950985,,56.7,3.099999905,tet2pa
1497,brosal,1,18,3,34.80226103,1.672404341,86.33162569,0.052186082,NA,NA,77.31880778,0,,72,3.900000095,brosal
1497,brosal,4,18,3,41.92572888,2.484809725,79.03187975,1.101511454,NA,NA,91.56574348,14.24693571,,72,3.900000095,brosal
1497,brosal,5,18,3,35.49060494,1.736757535,85.13609058,1.472095373,NA,NA,78.6954956,1.376687818,,72,3.900000095,brosal
1497,brosal,9,18,4,34.00321682,1.594223577,164.9451916,0.141292566,1.704122886,NA,79.08335673,1.764548947,,72,3.900000095,brosal
1497,brosal,11,18,5,57.25592295,5.809858446,138.0129853,9.204634762,-62.4180943,25.96447,129.5118459,52.19303812,y,72,3.900000095,brosal
1674,alsebl,1,19,3,40.55888668,2.046080863,71.22318109,0.032347716,NA,NA,88.71777335,4.683004892,,66.2,2,alsebl
1674,alsebl,4,19,3,48.76155648,3.149144323,71.86023747,1.283778712,NA,NA,105.123113,21.08834449,,66.2,2,alsebl
1674,alsebl,5,19,3,39.79251673,1.964307026,70.51767302,0.57661001,NA,NA,87.18503346,3.150264999,,66.2,2,alsebl
1674,alsebl,9,19,4,36.5888128,1.659659795,66.46916913,3.524869763,0.133871125,NA,84.03476846,0,,66.2,2,alsebl
1674,alsebl,11,19,5,37.01571424,1.699738785,69.24759449,1.088844775,1.176336783,0.022378414,88.6468131,4.612044641,,66.2,2,alsebl
17,anacex,1,15,3,13.574321,0.596159224,175.5617398,0.014755151,NA,NA,35.33046017,0,,166,3.400000095,anacex
17,anacex,4,15,3,41.33881313,3.808424282,171.3150865,1.306311212,NA,NA,90.85944445,55.52898427,,166,3.400000095,anacex
17,anacex,5,15,3,13.93116237,0.612718857,174.719349,0.453059891,NA,NA,36.04414293,0.713682752,,166,3.400000095,anacex
17,anacex,9,15,4,17.09212881,0.769340284,170.6862076,2.175340554,0.500914972,NA,46.18425762,10.85379744,,166,3.400000095,anacex
17,anacex,11,15,5,97.74797573,164.9081921,129.4122268,-13.39531103,39.75880015,-7.220497792,212.1626181,176.832158,y,166,3.400000095,anacex
1730,brosal,1,11,3,4.510779408,0.364769892,134.4703586,0.036927915,NA,NA,18.45013025,0.100291229,,109,6.5,brosal
1730,brosal,4,11,3,16.32392299,1.066711525,122.6369189,1.131228836,NA,NA,42.0764174,23.72657839,,109,6.5,brosal
1730,brosal,5,11,3,4.460633794,0.363157521,132.7403413,1.351620754,NA,NA,18.34983902,0,,109,6.5,brosal
1730,brosal,9,11,4,22.90877392,2.536012506,112.9404166,9.890513609,7.23E-07,NA,60.48421451,42.13437549,y,109,6.5,brosal
1730,brosal,11,11,5,30.51695582,3.860737027,109.0977671,1.0101935,6.559356972,0.434664533,83.03391164,64.68407262,y,109,6.5,brosal
1737,huracr,1,19,3,23.31169391,0.825185235,125.8804906,0.019802603,NA,NA,54.22338781,0,,130,2.900000095,huracr
1737,huracr,4,19,3,40.40518933,2.029576118,130.0612169,1.07004982,NA,NA,88.41037867,34.18699086,,130,2.900000095,huracr
1737,huracr,5,19,3,24.28879121,0.868858464,125.3516257,0.671261849,NA,NA,56.17758241,1.954194598,,130,2.900000095,huracr
1737,huracr,9,19,4,26.29822833,0.897708992,125.3681757,1.323057458,0.990085008,NA,63.45359952,9.230211709,,130,2.900000095,huracr
1737,huracr,11,19,5,24.71845368,0.888174748,129.1730165,0.968884822,11.37148664,0.02198703,64.05229197,9.828904163,,130,2.900000095,huracr
1878,guapst,1,19,3,33.02534113,1.37652789,65.94457505,0.053065605,NA,NA,73.65068227,1.397441751,,60.1,4.449999809,other
1878,guapst,4,19,3,35.83509683,1.595152049,65.42420182,1.005542641,NA,NA,79.27019366,7.016953141,,60.1,4.449999809,other
1878,guapst,5,19,3,32.32662026,1.326579456,65.0270153,1.236803754,NA,NA,72.25324052,0,,60.1,4.449999809,other
1878,guapst,9,19,4,33.39569556,1.424271577,76.12647976,0.638200024,1.167918799,NA,77.64853397,5.395293451,,60.1,4.449999809,other
1878,guapst,11,19,5,32.45588761,1.335818542,53.08320795,1.227547446,11.6495483,-0.018645011,79.52715984,7.273919325,,60.1,4.449999809,other
1904,huracr,1,19,3,44.33354197,2.480805565,258.0899314,0.023853214,NA,NA,96.26708395,0,,232,6.199999809,huracr
1904,huracr,4,19,3,50.6822927,3.488118442,246.1895307,1.216939832,NA,NA,108.9645854,12.69750145,,232,6.199999809,huracr
1904,huracr,5,19,3,45.57699988,2.668433712,256.7038221,0.80077727,NA,NA,98.75399977,2.48691582,,232,6.199999809,huracr
1904,huracr,9,19,4,43.40692165,2.37257845,277.6390363,0.612551607,2.048107625,NA,97.67098616,1.403902212,,232,6.199999809,huracr
1904,huracr,11,19,5,47.13503702,3.135599946,243.7308872,1.06296675,3.082669271,0.007810585,108.8854587,12.61837471,,232,6.199999809,huracr
1955,huracr,1,14,3,27.36946061,1.709512608,159.3617881,0.024471271,NA,NA,63.13892122,0,,171.3,3.200000048,huracr
1955,huracr,4,14,3,29.83072962,2.037723432,148.1778935,1.284025827,NA,NA,68.06145924,4.922538018,,171.3,3.200000048,huracr
1955,huracr,5,14,3,27.86083554,1.770574552,158.0173768,0.803346632,NA,NA,64.12167107,0.982749847,,171.3,3.200000048,huracr
1955,huracr,9,14,4,26.13303829,1.561328421,323.7270359,0.031737888,3.453148217,NA,64.71052102,1.571599795,,171.3,3.200000048,huracr
1955,huracr,11,14,5,28.16941671,1.797585395,175.389476,0.901476526,1.950461874,0.011821941,73.83883342,10.6999122,,171.3,3.200000048,huracr
198815,termam,1,15,3,12.71713821,0.565128234,42.77096393,0.010019533,NA,NA,33.61609461,0.28295707,,37.2,3,other
198815,termam,4,15,3,32.83509964,2.159483573,39.70855999,1.560322405,NA,NA,73.85201745,40.51887992,,37.2,3,other
198815,termam,5,15,3,12.57565968,0.559563624,42.72820461,0.207118687,NA,NA,33.33313754,0,,37.2,3,other
198815,termam,9,15,4,12.89116936,0.571598362,44.57663333,0.369926924,10.39576289,NA,37.78233871,4.449201176,,37.2,3,other
198815,termam,11,15,5,12.39927872,0.524227284,39.74077861,1.071016985,19.70201112,0.131493498,41.4652241,8.132086562,,37.2,3,other
1993,ceibpe,1,11,3,13.21826561,0.804482427,235.5403603,0.029192087,NA,NA,35.86510265,0,,195.3,10.89999962,ceibpe
1993,ceibpe,4,11,3,13.67510826,0.840037023,198.195593,1.480630321,NA,NA,36.77878795,0.913685298,,195.3,10.89999962,ceibpe
1993,ceibpe,5,11,3,13.62280235,0.835225484,232.9225236,0.985358864,NA,NA,36.67417613,0.80907348,,195.3,10.89999962,ceibpe
1993,ceibpe,9,11,4,12.759465,0.771569088,319.3678914,0.235916754,2.294534642,NA,40.18559666,4.32049401,,195.3,10.89999962,ceibpe
1993,ceibpe,11,11,5,34.60955628,5.588747334,202.8976274,0.992434284,26.83137217,19.60103372,91.21911256,55.35400991,y,195.3,10.89999962,ceibpe
202624,chimpa,1,8,3,8.849843019,0.731386987,21.69072329,0.203304188,NA,NA,29.69968604,0,,18.9,1.799999952,other
202624,chimpa,4,8,3,13.53513372,1.313733117,19.97588818,1.160208264,NA,NA,39.07026744,9.370581397,,18.9,1.799999952,other
202624,chimpa,5,8,3,9.382313788,0.781780796,21.39677722,1.876623008,NA,NA,30.76462758,1.064941537,,18.9,1.799999952,other
202624,chimpa,9,8,4,8.482637505,0.707038136,62.75899102,0.167358578,1.121329354,NA,38.29860834,8.598922304,,18.9,1.799999952,other
202624,chimpa,11,8,5,9.092260053,0.754975868,6.246208375,3.455648057,26.15720602,-0.155731353,58.18452011,28.48483407,,18.9,1.799999952,other
203946,tab2ar,1,19,3,41.21529503,2.120007663,34.56552054,0.11641201,NA,NA,90.03059006,0.462527868,,30,2,tab2ar
203946,tab2ar,4,19,3,45.85224196,2.703687644,32.13887901,1.080809723,NA,NA,99.30448392,9.736421724,,30,2,tab2ar
203946,tab2ar,5,19,3,42.78862728,2.300622191,33.6475585,1.472109376,NA,NA,93.17725456,3.609192366,,30,2,tab2ar
203946,tab2ar,9,19,4,39.35545967,1.934604918,227.3803724,0.026031227,1.49006433,NA,89.56806219,0,,30,2,tab2ar
203946,tab2ar,11,19,5,42.20526644,2.229502499,15.52387222,2.200318028,35.18309165,-0.069007381,99.0259175,9.457855308,,30,2,tab2ar
2045,huracr,1,13,3,11.44605524,0.585849417,178.8798857,0.026401241,NA,NA,31.55877714,0,,146.6,6.5,huracr
2045,huracr,4,13,3,16.53463702,0.862431752,159.2939352,1.364806154,NA,NA,41.7359407,10.17716356,,146.6,6.5,huracr
2045,huracr,5,13,3,12.60778494,0.638572436,177.2788782,0.88812031,NA,NA,33.88223655,2.323459415,,146.6,6.5,huracr
2045,huracr,9,13,4,13.85251734,0.704022373,177.5549128,1.255144367,0.834030609,NA,40.70503467,9.146257535,,146.6,6.5,huracr
2045,huracr,11,13,5,12.74806216,0.639861948,145.5552544,1.216441845,16.39660428,0.006967372,44.0675529,12.50877576,,146.6,6.5,huracr
2059,pla2el,1,22,3,66.56261637,4.987801319,123.0691104,0.00390208,NA,NA,140.4585661,2.440662359,y,134.4,3.5,other
2059,pla2el,4,22,3,78.96994558,8.762791999,145.9983737,0.949280918,NA,NA,165.2732245,27.25532078,y,134.4,3.5,other
2059,pla2el,5,22,3,66.56330355,4.985782229,122.9726537,0.109292219,NA,NA,140.4599404,2.442036729,y,134.4,3.5,other
2059,pla2el,9,22,4,63.83248127,4.815853625,122.5975904,18.90359297,2.77E-11,NA,138.0179037,0,y,134.4,3.5,other
2059,pla2el,11,22,5,66.5645381,4.984599396,148.2280003,0.828246042,12.062466,0.124153756,146.8790762,8.861172496,y,134.4,3.5,other
2109,quaras,1,19,3,45.61556957,2.668973755,84.45674338,0.054971626,NA,NA,98.83113915,1.651787782,,74.3,4,quaras
2109,quaras,4,19,3,47.97256235,3.022419108,79.84487909,1.109050503,NA,NA,103.5451247,6.365773329,,74.3,4,quaras
