tag,sp,eqn,n,k,nll,sd,DBH,b1,b2,b3,AICc,AICcdiff,fit.prob,diam.2010,hom.2010,spb
2109,quaras,5,19,3,46.88635216,2.856079204,82.89581356,1.205255783,NA,NA,101.3727043,4.193352961,,74.3,4,quaras
2109,quaras,9,19,4,43.16110425,2.354238402,245.3213618,0.048537073,1.983586191,NA,97.17935136,0,,74.3,4,quaras
2109,quaras,11,19,5,61.17466505,7.075495163,78.40172517,-0.366562389,-0.106285581,-6.437795352,136.9647147,39.78536336,y,74.3,4,quaras
2120,quaras,1,17,3,36.41275997,2.060319262,56.62698195,0.009678894,NA,NA,80.6716738,0,,60,4,quaras
2120,quaras,4,17,3,46.23574086,3.67288224,65.05261945,1.124738962,NA,NA,100.3176356,19.64596177,,60,4,quaras
2120,quaras,5,17,3,36.44704432,2.065228955,56.37681677,0.198200678,NA,NA,80.74024248,0.068568684,,60,4,quaras
2120,quaras,9,17,4,36.32794509,2.050748017,65.28982094,0.097994146,10.5825807,NA,83.98922352,3.317549721,,60,4,quaras
2120,quaras,11,17,5,36.50614622,2.070833284,51.652144,1.084208376,9.168139683,0.129543796,88.4668379,7.795164102,,60,4,quaras
2121,aspicr,1,18,3,37.77737077,1.973912643,93.9625317,0.055434074,NA,NA,83.26902725,0.977444235,,77,6,other
2121,aspicr,4,18,3,46.80332787,3.259397292,82.20328095,1.146310113,NA,NA,101.3209415,19.02935844,,77,6,other
2121,aspicr,5,18,3,37.28864865,1.920238366,92.78835118,1.695522784,NA,NA,82.29158301,0,,77,6,other
2121,aspicr,9,18,4,36.17637974,1.815203937,90.05900541,1.656278762,0.250113363,NA,83.42968256,1.138099541,,77,6,other
2121,aspicr,11,18,5,42.52633773,1.875473686,75.99135331,1.163328461,3.80636737,-0.020348847,100.0526755,17.76109244,,77,6,other
213785,alsebl,1,21,3,46.60500523,2.225250924,50.40025556,0.098251437,NA,NA,100.6217752,10.73105697,,36.1,3,alsebl
213785,alsebl,4,21,3,55.48488843,3.398402843,36.08786663,1.59840847,NA,NA,118.3815416,28.49082336,,36.1,3,alsebl
213785,alsebl,5,21,3,45.09719308,2.071805575,49.27518233,1.748843002,NA,NA,97.60615087,7.715432668,,36.1,3,alsebl
213785,alsebl,9,21,4,41.91305252,1.779900433,45.72898534,2.128649199,0.178581876,NA,94.32610504,4.435386836,,36.1,3,alsebl
213785,alsebl,11,21,5,37.9453591,1.473223987,38.80195151,1.525915994,1.313967581,-0.11561469,89.8907182,0,,36.1,3,alsebl
2144,tri2tu,1,24,3,59.59063217,2.897977992,41.96694367,0.030872348,NA,NA,126.3812643,0,,43.4,3.599999905,other
2144,tri2tu,4,24,3,66.7413685,3.905026844,46.46300923,1.101488402,NA,NA,140.682737,14.30147265,,43.4,3.599999905,other
2144,tri2tu,5,24,3,59.97423846,2.945083218,41.59950573,0.471882869,NA,NA,127.1484769,0.767212574,,43.4,3.599999905,other
2144,tri2tu,9,24,4,58.94755294,2.81422389,88.58453266,0.011259812,4.789252309,NA,128.000369,1.619104695,,43.4,3.599999905,other
2144,tri2tu,11,24,5,57.09353261,2.723545425,95.08452407,0.412360611,2.511321839,0.13738773,127.5203986,1.139134204,,43.4,3.599999905,other
217098,alsebl,1,21,3,19.95526698,0.625861737,22.85808737,0.023720534,NA,NA,47.32229867,0,,22.5,4,alsebl
217098,alsebl,4,21,3,45.09896591,2.072306347,22.58258276,1.549926543,NA,NA,97.60969653,50.28739785,,22.5,4,alsebl
217098,alsebl,5,21,3,20.89417902,0.654275408,22.68409556,0.305441218,NA,NA,49.20012275,1.877824079,,22.5,4,alsebl
217098,alsebl,9,21,4,18.79718453,0.591533054,28.57343593,0.11361724,6.400673678,NA,48.09436905,0.772070376,,22.5,4,alsebl
217098,alsebl,11,21,5,22.17384906,0.694844976,8.750564614,2.571579251,34.46332741,0.156505227,58.34769811,11.02539944,,22.5,4,alsebl
22,anacex,1,21,3,46.20612267,2.183785242,158.2250506,0.019809247,NA,NA,99.82401005,0,,179.7,1.899999976,anacex
22,anacex,4,21,3,55.66086571,3.42720952,168.6534939,1.002632713,NA,NA,118.7334961,18.90948608,,179.7,1.899999976,anacex
22,anacex,5,21,3,46.75923274,2.24212912,157.6655453,0.668013714,NA,NA,100.9302302,1.106220147,,179.7,1.899999976,anacex
22,anacex,9,21,4,45.9823117,2.169942426,167.412468,0.624044365,2.481741302,NA,102.4646234,2.640613361,,179.7,1.899999976,anacex
22,anacex,11,21,5,47.10965781,2.302219998,180.5916218,0.873774713,4.676412285,0.021142952,108.2193156,8.395305572,,179.7,1.899999976,anacex
2208,ocotwh,1,20,3,29.59292091,1.06484711,88.80498535,0.016554113,NA,NA,66.68584182,0.652317364,,84.3,3.799999952,other
2208,ocotwh,4,20,3,62.0607928,5.385304089,103.2043081,1.058065134,NA,NA,131.6215856,65.58806114,,84.3,3.799999952,other
2208,ocotwh,5,20,3,30.7030631,1.123462798,88.2807334,0.305784769,NA,NA,68.9061262,2.872601747,,84.3,3.799999952,other
2208,ocotwh,9,20,4,27.6834289,0.965829001,132.8956985,0.019292204,7.530893856,NA,66.03352446,0,,84.3,3.799999952,other
2208,ocotwh,11,20,5,32.18539215,1.20923103,85.29314269,1.028059292,13.27292441,0.109599021,78.65649859,12.62297413,,84.3,3.799999952,other
2211,ceibpe,1,11,3,18.46301336,1.298475359,238.2335951,0.026660497,NA,NA,46.35459815,0,,198,13,ceibpe
2211,ceibpe,4,11,3,21.26706995,1.670424138,221.1820011,1.278443984,NA,NA,51.96271133,5.608113173,,198,13,ceibpe
2211,ceibpe,5,11,3,18.92374782,1.350792248,235.6348882,0.840282722,NA,NA,47.27606706,0.921468909,,198,13,ceibpe
2211,ceibpe,9,11,4,18.47685312,1.295771658,253.3072409,0.722464223,1.625966569,NA,51.6203729,5.265774744,,198,13,ceibpe
2211,ceibpe,11,11,5,30.73675255,3.239848585,243.792408,0.8771586,1.882234698,0.069373364,83.4735051,37.11890695,,198,13,ceibpe
2425,anacex,1,21,3,34.29072631,1.238988648,110.1378122,0.035192991,NA,NA,75.99321732,6.829198739,,106.6,3,anacex
2425,anacex,4,21,3,36.1353308,1.352040677,112.6809135,1.010912476,NA,NA,79.68242631,10.51840773,,106.6,3,anacex
2425,anacex,5,21,3,35.97684049,1.342155554,109.3899964,1.028018509,NA,NA,79.36544569,10.2014271,,106.6,3,anacex
2425,anacex,9,21,4,29.33200929,0.998461386,184.8222294,0.095123943,2.732118978,NA,69.16401859,0,,106.6,3,anacex
2425,anacex,11,21,5,35.9303094,1.335762319,104.165383,1.050850285,11.15500193,-0.002157301,85.8606188,16.69660021,,106.6,3,anacex
2500,guapst,1,17,3,28.72665821,1.310930151,74.01677811,0.015446037,NA,NA,65.29947027,0,,77.2,3.200000048,other
2500,guapst,4,17,3,39.36204376,2.451613831,88.69653984,0.879625443,NA,NA,86.57024136,21.27077109,,77.2,3.200000048,other
2500,guapst,5,17,3,29.09820781,1.339896436,73.61171639,0.42700688,NA,NA,66.04256947,0.743099197,,77.2,3.200000048,other
2500,guapst,9,17,4,27.92240579,1.24999023,109.5967803,0.034466242,6.107233861,NA,67.17814491,1.878674637,,77.2,3.200000048,other
2500,guapst,11,17,5,36.20497465,2.036288545,74.9787736,0.921136007,11.12166921,3.247775702,87.86449475,22.56502448,y,77.2,3.200000048,other
2585,tet2pa,1,21,3,32.54094771,1.13834083,64.43511683,0.018772923,NA,NA,72.49366012,0.238685027,,66.9,3.200000048,tet2pa
2585,tet2pa,4,21,3,51.26410582,2.779571818,74.61211198,0.952816356,NA,NA,109.9399763,37.68500125,,66.9,3.200000048,tet2pa
2585,tet2pa,5,21,3,32.42160519,1.133123175,64.169632,0.445107557,NA,NA,72.25497509,0,,66.9,3.200000048,tet2pa
2585,tet2pa,9,21,4,32.28128666,1.125489733,64.22347978,1.409130241,1.402230578,NA,75.06257332,2.807598225,,66.9,3.200000048,tet2pa
2585,tet2pa,11,21,5,32.39169736,1.129156337,65.41999656,0.977464935,7.38213778,0.061095067,78.78339471,6.52841962,,66.9,3.200000048,tet2pa
2585,tet2pa,11,21,5,32.39169736,1.129156337,65.41999656,0.977464935,7.38213778,0.061095067,78.78339471,6.52841962,,66.9,3.200000048,tet2pa
2585,tet2pa,1,21,3,32.54094771,1.13834083,64.43511683,0.018772923,NA,NA,72.49366012,0.238685027,,66.9,3.200000048,tet2pa
2585,tet2pa,4,21,3,51.26410582,2.779571818,74.61211198,0.952816356,NA,NA,109.9399763,37.68500125,,66.9,3.200000048,tet2pa
2585,tet2pa,5,21,3,32.42160519,1.133123175,64.169632,0.445107557,NA,NA,72.25497509,0,,66.9,3.200000048,tet2pa
2585,tet2pa,9,21,4,32.28128666,1.125489733,64.22347978,1.409130241,1.402230578,NA,75.06257332,2.807598225,,66.9,3.200000048,tet2pa
2645,huracr,1,23,3,51.020558,2.225964896,94.38917464,0.029288039,NA,NA,109.3042739,7.747566843,,91,3,huracr
2645,huracr,4,23,3,54.92065191,2.635581107,100.7351316,0.98310501,NA,NA,117.1044617,15.54775466,,91,3,huracr
2645,huracr,5,23,3,52.53545262,2.375156919,93.86034313,0.807935259,NA,NA,112.3340631,10.77735608,,91,3,huracr
2645,huracr,9,23,4,45.66724241,1.751704608,227.9147341,0.012705304,3.758399786,NA,101.556707,0,,91,3,huracr
2645,huracr,11,23,5,52.88447211,2.418816438,126.6553795,-0.241395849,-0.013688243,-21.45806071,119.298356,17.74164894,,91,3,huracr
2660,guargr,1,20,3,49.66507582,2.897853925,89.0800799,0.012745426,NA,NA,106.8301516,0.64663511,,85.3,3.099999905,other
2660,guargr,4,20,3,59.34111203,4.703621218,86.8715423,1.372249154,NA,NA,126.1822241,19.99870753,,85.3,3.099999905,other
2660,guargr,5,20,3,49.34175826,2.853894461,88.97435995,0.342963511,NA,NA,106.1835165,0,,85.3,3.099999905,other
2660,guargr,9,20,4,49.99865322,2.952473782,95.67078271,0.366683649,5.987210154,NA,110.6639731,4.480456579,,85.3,3.099999905,other
2660,guargr,11,20,5,48.93206958,2.79122503,86.72385012,1.022258054,6.02240348,0.071867187,112.1498535,5.966336927,,85.3,3.099999905,other
2673,chr2ca,1,13,3,16.92265822,0.889872358,116.1645446,0.057022502,NA,NA,42.51198312,0,,94.7,6.099999905,other
2673,chr2ca,4,13,3,27.7177308,2.041283955,101.8906043,1.133270547,NA,NA,64.10212826,21.59014514,,94.7,6.099999905,other
2673,chr2ca,5,13,3,17.49074432,0.929471851,113.4190306,1.487620612,NA,NA,43.6481553,1.136172186,,94.7,6.099999905,other
2673,chr2ca,9,13,4,28.13886515,2.132645739,93.52048209,4.871447749,0.00618159,NA,69.2777303,26.76574718,,94.7,6.099999905,other
2673,chr2ca,11,13,5,17.2645579,0.913597242,93.60392842,1.223389556,2.351431341,-0.032965903,53.10054438,10.58856126,,94.7,6.099999905,other
269450,cordal,1,17,3,18.3390903,0.711615927,45.21224795,0.056247598,NA,NA,44.52433445,0,,40.9,3.5,other
269450,cordal,4,17,3,41.53831472,2.784995906,42.43703684,1.773317202,NA,NA,90.92278329,46.39844884,,40.9,3.5,other
269450,cordal,5,17,3,22.07511082,0.886675553,43.21839252,0.510439002,NA,NA,51.99637548,7.47204103,,40.9,3.5,other
269450,cordal,9,17,4,20.7006578,0.809203456,49.02085782,0.622673254,2.42615227,NA,52.73464894,8.21031449,,40.9,3.5,other
269450,cordal,11,17,5,24.45535452,1.020362815,38.668391,1.08894925,6.189750569,0.131393349,64.3652545,19.84092005,,40.9,3.5,other
2741,cavapl,1,20,3,31.55441286,1.170497607,147.4882889,0.043879723,NA,NA,70.60882572,5.770122619,,138.4,3.400000095,cavapl
2741,cavapl,4,20,3,40.11094259,1.798078985,155.3054631,0.914588953,NA,NA,87.72188518,22.88318208,,138.4,3.400000095,cavapl
2741,cavapl,5,20,3,29.05034594,1.034132965,146.127327,1.185779825,NA,NA,65.60069188,0.761988779,,138.4,3.400000095,cavapl
2741,cavapl,9,20,4,27.08601822,0.937255505,146.5009659,1.381302857,0.529131619,NA,64.8387031,0,,138.4,3.400000095,cavapl
2741,cavapl,11,20,5,29.41951927,1.056494328,118.089119,1.238987139,20.34188857,-0.012859525,73.12475283,8.286049724,,138.4,3.400000095,cavapl
2800,alsebl,1,10,3,11.15432676,0.738707299,32.94550662,0.071404403,NA,NA,32.30865352,0,,34.7,2,alsebl
2800,alsebl,4,10,3,12.79873072,0.870212128,35.44438724,0.924397772,NA,NA,35.59746143,3.288807915,,34.7,2,alsebl
2800,alsebl,5,10,3,11.54089948,0.767284577,32.80453991,1.301721177,NA,NA,33.08179896,0.773145439,,34.7,2,alsebl
2800,alsebl,9,10,4,9.748093374,0.645026371,125.0594266,0.015480892,2.404370076,NA,35.49618675,3.187533231,,34.7,2,alsebl
2800,alsebl,11,10,5,12.19767526,0.817606379,3.736213807,8.832912399,15.6996885,-0.034617378,49.39535052,17.08669701,,34.7,2,alsebl
2948,cavapl,4,16,3,42.42402874,3.429232931,246.2978221,1.060693962,NA,NA,92.84805749,21.72244692,,247.7,3,cavapl
2948,cavapl,5,16,3,31.84025407,1.770276719,257.0821018,1.392306291,NA,NA,71.68050814,0.554897569,,247.7,3,cavapl
2948,cavapl,9,16,4,31.64792119,1.748720733,277.3827006,0.798636951,0.942848764,NA,74.93220602,3.806595449,,247.7,3,cavapl
2948,cavapl,11,16,5,31.74200755,1.758926906,251.4301273,1.025050378,43.71204314,-0.017301443,79.48401511,8.358404542,,247.7,3,cavapl
2948,cavapl,1,16,3,31.56280528,1.736842449,259.0268127,0.034147145,NA,NA,71.12561057,0,,247.7,3,cavapl
2999,ceibpe,1,10,3,17.75201036,1.469025101,183.8475091,0.018419793,NA,NA,45.50402073,14.04311956,,171.2,10.60000038,ceibpe
2999,ceibpe,4,10,3,25.20347937,3.006779005,174.8564436,1.380692539,NA,NA,60.40695875,28.94605758,,171.2,10.60000038,ceibpe
2999,ceibpe,5,10,3,10.73045058,0.707550128,167.109086,0.294170856,NA,NA,31.46090117,0,,171.2,10.60000038,ceibpe
2999,ceibpe,9,10,4,16.1754285,1.154273843,182.7468734,0.001059935,39.91898851,NA,48.350857,16.88995584,,171.2,10.60000038,ceibpe
2999,ceibpe,11,10,5,26.18016837,5.401576069,175.4939816,0.971888581,0.693995824,0.047690742,77.36033674,45.89943557,,171.2,10.60000038,ceibpe
3008,cavapl,1,18,3,33.45994605,1.550942118,183.0711945,0.032366475,NA,NA,74.63417782,3.869548913,,169.3,3,cavapl
3008,cavapl,4,18,3,31.55961051,1.396274101,183.7938999,1.054862822,NA,NA,70.83350673,0.068877819,,169.3,3,cavapl
3008,cavapl,5,18,3,31.5251716,1.394283752,181.7150327,0.989116057,NA,NA,70.76462891,0,,169.3,3,cavapl
3008,cavapl,9,18,4,63.41196265,8.194264798,159.2275657,8.219085554,9.008806262,NA,137.9008484,67.13621947,y,169.3,3,cavapl
3008,cavapl,11,18,5,31.50113255,1.392607625,170.402102,1.065711164,10.31484677,0.000944305,78.0022651,7.23763619,,169.3,3,cavapl
3107,hyeral,1,19,3,46.82267819,2.839426024,79.50307831,-0.007577921,NA,NA,101.2453564,0,,84,4,other
3107,hyeral,4,19,3,63.4433773,6.821944239,77.79347651,1.618533639,NA,NA,134.4867546,33.24139822,,84,4,other
3107,hyeral,5,19,3,46.88526456,2.853291769,79.7359031,-0.189962422,NA,NA,101.3705291,0.125172743,,84,4,other
3107,hyeral,9,19,4,47.97556032,3.023179731,82.07242493,10.74695711,7.115801539,NA,106.8082635,5.562907112,y,84,4,other
3107,hyeral,11,19,5,45.91435357,2.711479983,83.87288274,0.98923747,1.326259137,1.918553723,106.4440917,5.198735367,,84,4,other
3172,quaras,1,20,3,23.57845666,0.786352778,52.81182909,0.060573076,NA,NA,54.65691333,0,,43.5,4.949999809,quaras
3172,quaras,4,20,3,28.1153328,0.986217279,47.56198816,1.412930771,NA,NA,63.7306656,9.073752271,,43.5,4.949999809,quaras
3172,quaras,5,20,3,24.8609779,0.839254067,51.61287695,0.891250799,NA,NA,57.22195581,2.565042478,,43.5,4.949999809,quaras
3172,quaras,9,20,4,23.21516479,0.771050594,66.01308343,0.435800771,1.759319708,NA,57.09699624,2.440082914,,43.5,4.949999809,quaras
3172,quaras,11,20,5,25.09131985,0.84839262,46.70371529,1.103104717,11.25476418,0.014850995,64.46835399,9.811440662,,43.5,4.949999809,quaras
3208,sloate,1,16,3,31.42009313,1.723774779,130.0796223,0.048620414,NA,NA,70.84018626,0,,124.7,3,other
3208,sloate,4,16,3,36.27231938,2.335006968,124.5545202,1.049053208,NA,NA,80.54463875,9.704452494,,124.7,3,other
3208,sloate,5,16,3,31.86981639,1.773050787,127.9918967,1.280925435,NA,NA,71.73963278,0.899446521,,124.7,3,other
3208,sloate,9,16,4,31.39746152,1.723423496,161.4691398,0.471904683,1.348638625,NA,74.43128668,3.591100419,,124.7,3,other
3208,sloate,11,16,5,31.75376202,1.762100538,110.6680522,1.161549691,12.0233327,-0.019816353,79.50752403,8.667337776,,124.7,3,other
3223,ceibpe,1,10,3,13.43774678,0.884411687,195.3007168,0.024963492,NA,NA,36.87549356,2.961772421,,166,10.5,ceibpe
3223,ceibpe,4,10,3,11.96003096,0.800175089,184.1777861,1.214761776,NA,NA,33.92006193,0.006340789,,166,10.5,ceibpe
3223,ceibpe,5,10,3,11.95686057,0.799603046,196.7683678,0.995244948,NA,NA,33.91372114,0,,166,10.5,ceibpe
3223,ceibpe,9,10,4,19.19134209,1.627756794,166.5696781,7.406211959,0.000297435,NA,54.38268417,20.46896303,,166,10.5,ceibpe
3223,ceibpe,11,10,5,28.19029189,4.052446539,165.4610428,0.975558757,11.51183099,0.84342536,81.38058379,47.46686265,y,166,10.5,ceibpe
3258,pla1pi,1,18,3,41.41541746,2.416341873,63.85690369,0.003701821,NA,NA,90.54512064,0,y,62.8,4.650000095,other
3258,pla1pi,4,18,3,51.55647868,4.241428576,65.93772868,1.347168587,NA,NA,110.8272431,20.28212244,y,62.8,4.650000095,other
3258,pla1pi,5,18,3,41.476509,2.422632316,63.62061764,0.077178497,NA,NA,90.66730371,0.12218307,y,62.8,4.650000095,other
3258,pla1pi,9,18,4,41.60676256,2.441202567,62.83861622,11.19666576,13.22367508,NA,94.29044821,3.745327563,y,62.8,4.650000095,other
3258,pla1pi,11,18,5,41.63432219,2.35090544,125.7333111,-52.70119019,-41.96470624,22.00963505,98.26864437,7.723523728,y,62.8,4.650000095,other
3275-1,drypst,1,18,3,28.33263923,1.167938609,57.80372542,0.01693815,NA,NA,64.37956417,0,,64.3,3.950000048,other
3275-1,drypst,4,18,3,45.36504377,3.009052692,61.72578518,1.234397498,NA,NA,98.44437326,34.06480908,,64.3,3.950000048,other
3275-1,drypst,5,18,3,28.90761315,1.204774233,57.36195508,0.330945094,NA,NA,65.52951201,1.149947839,,64.3,3.950000048,other
3275-1,drypst,9,18,4,27.47491593,1.111627161,110.085218,0.004881119,6.827748045,NA,66.02675493,1.647190756,,64.3,3.950000048,other
3275-1,drypst,11,18,5,29.59939437,1.254495544,92.35728444,0.616564382,6.086927725,0.096224775,74.19878874,9.819224565,,64.3,3.950000048,other
3275-2,drypst,1,19,3,18.60222317,0.64392504,29.84752311,0.040281352,NA,NA,44.80444633,0.544981539,,25.9,4,other
3275-2,drypst,4,19,3,27.06084156,1.00562353,26.65773827,1.546392614,NA,NA,61.72168312,17.46221833,,25.9,4,other
3275-2,drypst,5,19,3,20.10472585,0.697295718,29.35443023,0.690848455,NA,NA,47.80945169,3.549986897,,25.9,4,other
3275-2,drypst,9,19,4,16.70116097,0.582792309,59.58987791,0.049181017,3.116853194,NA,44.25946479,0,,25.9,4,other
3275-2,drypst,11,19,5,20.66932482,0.717929961,25.2473696,1.15800178,8.260658713,0.039165625,55.95403426,11.69456947,,25.9,4,other
328,alsebl,1,22,3,41.4226042,1.589250765,50.56960765,0.003378541,NA,NA,90.17854174,0.247828152,,53.6,3.5,alsebl
328,alsebl,4,22,3,62.4459777,4.13727524,56.51428862,1.1492324,NA,NA,132.2252887,42.29457515,,53.6,3.5,alsebl
328,alsebl,5,22,3,41.29869013,1.580940252,50.6138741,0.086921941,NA,NA,89.93071359,0,,53.6,3.5,alsebl
328,alsebl,9,22,4,41.15814609,1.570559331,50.42468981,1.498578506,8.640758168,NA,92.66923335,2.738519763,,53.6,3.5,alsebl
328,alsebl,11,22,5,40.35950329,1.510340753,53.2371988,0.959068395,4.061575327,0.137677604,94.46900659,4.538293002,,53.6,3.5,alsebl
333,beilpe,1,18,3,21.75313098,0.810635823,72.58554323,0.010179301,NA,NA,51.22054768,0,,66.5,5.300000191,other
333,beilpe,4,18,3,45.52391595,3.035587383,60.727459,1.907020422,NA,NA,98.76211762,47.54156994,,66.5,5.300000191,other
333,beilpe,5,18,3,21.99162884,0.820834259,72.36038455,0.271171824,NA,NA,51.69754339,0.476995706,,66.5,5.300000191,other
333,beilpe,9,18,4,21.28034799,0.79155637,88.93908257,0.054892167,9.623996863,NA,53.63761906,2.41707138,,66.5,5.300000191,other
333,beilpe,11,18,5,22.58755151,0.848795531,68.46997504,1.053788067,3.089152882,0.081525154,60.17510301,8.95455533,,66.5,5.300000191,other
3366,tet2pa,4,21,3,59.80734286,4.175576931,39.04550532,1.819714911,NA,NA,127.0264504,57.81017423,,38.6,3.099999905,tet2pa
3366,tet2pa,5,21,3,31.67845868,1.09330892,40.85809432,0.173498831,NA,NA,70.76868206,1.552405867,,38.6,3.099999905,tet2pa
3366,tet2pa,9,21,4,30.53120788,1.034585537,44.16910982,0.234584926,10.84513875,NA,71.56241575,2.346139564,,38.6,3.099999905,tet2pa
3366,tet2pa,1,21,3,30.90225574,1.053295901,41.15209742,0.012939707,NA,NA,69.21627619,0,,38.6,3.099999905,tet2pa
3366,tet2pa,11,21,5,31.30186781,1.055285227,97.66043022,0.088376648,-0.223172689,-2.909106951,76.60373561,7.387459424,,38.6,3.099999905,tet2pa
3432,luehse,1,17,3,40.44651645,2.611929108,45.10829749,-0.00830407,NA,NA,88.73918675,0.140999031,y,53.4,4.199999809,other
3432,luehse,4,17,3,56.11871753,6.56570492,52.79359478,1.635906142,NA,NA,120.0835889,31.48540118,y,53.4,4.199999809,other
3432,luehse,5,17,3,40.37601694,2.602028221,45.20268505,-0.111599699,NA,NA,88.59818772,0,y,53.4,4.199999809,other
3432,luehse,9,17,4,40.83720799,2.671197202,46.83080044,14.82768016,4.676374661,NA,93.00774931,4.40956159,y,53.4,4.199999809,other
3432,luehse,11,17,5,40.83792816,2.670957541,51.01964056,0.917921752,4.853508988,1.092342154,97.13040178,8.532214062,y,53.4,4.199999809,other
3444,poutre,1,22,3,45.18567273,1.885898894,61.17063858,0.018942743,NA,NA,97.7046788,22.43821617,,60.6,3.700000048,other
3444,poutre,4,22,3,57.01161728,3.230168102,66.75350636,1.079043658,NA,NA,121.3565679,46.09010526,,60.6,3.700000048,other
3444,poutre,5,22,3,44.49704788,1.830692016,61.02497765,0.442074411,NA,NA,96.3274291,21.06096647,,60.6,3.700000048,other
3444,poutre,9,22,4,32.45676072,1.057734927,58.80552673,6.568115598,0.001879521,NA,75.26646262,0,,60.6,3.700000048,other
3444,poutre,11,22,5,43.816964,1.772233709,59.21213742,1.02956148,6.019172742,0.062287649,101.383928,26.11746537,,60.6,3.700000048,other
3479,sponmo,1,22,3,50.29554267,2.381861228,73.4809649,0.011772476,NA,NA,107.9244187,0,,92.8,4.75,other
3479,sponmo,4,22,3,64.43060895,4.52425175,88.52767035,0.906105786,NA,NA,136.1945512,28.27013256,,92.8,4.75,other
3479,sponmo,5,22,3,50.72259613,2.427344388,73.16316733,0.277578559,NA,NA,108.7785256,0.854106934,,92.8,4.75,other
3479,sponmo,9,22,4,49.17205166,2.261261086,93.59780894,0.048320161,8.660238533,NA,108.6970445,0.772625837,,92.8,4.75,other
3479,sponmo,11,22,5,51.37938556,2.380295585,90.26266982,0.806068446,14.82646501,0.091654695,116.5087711,8.584352442,,92.8,4.75,other
3525,huracr,1,21,3,41.28467926,1.727952736,73.95778445,0.03673908,NA,NA,89.98112323,4.674165828,,74.7,3,huracr
3525,huracr,4,21,3,47.04354775,2.27295986,84.00258848,0.906251302,NA,NA,101.4988602,16.19190279,,74.7,3,huracr
3525,huracr,5,21,3,42.46575761,1.827670611,73.44344107,0.759409615,NA,NA,92.34327992,7.036322521,,74.7,3,huracr
3525,huracr,9,21,4,37.4034787,1.431746571,198.5303102,0.011196729,3.555162836,NA,85.3069574,0,,74.7,3,huracr
3525,huracr,11,21,5,42.87038873,1.861540283,56.50010732,1.29913261,22.90012995,0.024368368,99.74077747,14.43382006,,74.7,3,huracr
359,alsebl,1,18,3,35.99375145,1.787586945,62.119844,0.109694305,NA,NA,79.70178861,1.363194636,,48.1,3.400000095,alsebl
359,alsebl,4,18,3,50.00090226,3.891799705,51.17002895,0.996315346,NA,NA,107.7160902,29.37749625,,48.1,3.400000095,alsebl
359,alsebl,5,18,3,37.70459779,1.966073715,59.6146307,2.086288995,NA,NA,83.1234813,4.784887325,,48.1,3.400000095,alsebl
359,alsebl,9,18,4,33.63083545,1.567066417,457.0160584,0.048272003,1.079456568,NA,78.33859398,0,,48.1,3.400000095,alsebl
359,alsebl,11,18,5,36.6350805,1.852242271,38.6822139,1.58572327,19.52039798,-0.090589028,88.270161,9.931567019,,48.1,3.400000095,alsebl
3603,cavapl,1,19,3,47.08274928,2.879327747,148.053185,0.051486681,NA,NA,101.7654986,2.563593652,,121.9,5.199999809,cavapl
3603,cavapl,4,19,3,58.69516387,5.313939272,123.7798691,1.260275989,NA,NA,124.9903277,25.78842283,,121.9,5.199999809,cavapl
3603,cavapl,5,19,3,48.35330819,3.082962458,146.4192239,1.773278758,NA,NA,104.3066164,5.10471147,,121.9,5.199999809,cavapl
3603,cavapl,11,19,5,47.7147481,2.971700637,123.4348511,1.193715066,7.716150134,-0.03740701,110.0448808,10.8429759,,121.9,5.199999809,cavapl
3603,cavapl,9,19,4,44.17238103,2.421032991,199.5759696,0.380228155,1.223633995,NA,99.20190491,0,,121.9,5.199999809,cavapl
3608,ceibpe,1,15,3,25.70204708,1.342539588,164.6473016,0.018400571,NA,NA,59.58591235,0,,141.9,6.150000095,ceibpe
3608,ceibpe,4,15,3,34.05599639,2.335516841,150.0710353,1.38144939,NA,NA,76.29381097,16.70789862,,141.9,6.150000095,ceibpe
3608,ceibpe,5,15,3,26.26404867,1.394913657,163.7217166,0.653364723,NA,NA,60.70991553,1.124003181,,141.9,6.150000095,ceibpe
3608,ceibpe,11,15,5,26.5131548,1.42828042,142.1606788,1.149227668,11.54855599,0.022273098,69.69297626,10.10706392,,141.9,6.150000095,ceibpe
3608,ceibpe,9,15,4,24.60170022,1.2480638,189.1597344,0.323565194,3.370431587,NA,61.20340044,1.617488096,,141.9,6.150000095,ceibpe
3628,cavapl,1,18,3,26.88128249,1.076912611,219.4083734,0.031844994,NA,NA,61.47685069,0,,217.2,3.299999952,cavapl
3628,cavapl,4,18,3,37.11890153,1.9023741,202.3625446,1.185577181,NA,NA,81.95208877,20.47523808,,217.2,3.299999952,cavapl
3628,cavapl,5,18,3,28.95163689,1.209096822,217.9658718,1.185083453,NA,NA,65.61755949,4.140708797,,217.2,3.299999952,cavapl
3628,cavapl,9,18,4,34.38689954,1.630160999,215.0005369,1.498851266,0.42775378,NA,79.85072216,18.37387146,,217.2,3.299999952,cavapl
3628,cavapl,11,18,5,28.61324281,1.187077125,208.8036382,1.045204289,27.51601422,-0.00947673,72.22648562,10.74963493,,217.2,3.299999952,cavapl
3635,quaras,1,16,3,30.79632555,1.659188869,120.8475625,0.101124541,NA,NA,69.59265109,0,,72.8,6.099999905,quaras
